# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-01-20	championship	Charlton	Derby	40	1335	69	1386883
2026-01-20	championship	Coventry	Millwall	40	1346	58	1386880
2026-01-20	championship	Ipswich	Bristol City	40	57	56	1386875
2026-01-20	championship	Oxford United	QPR	40	1338	72	1386882
2026-01-20	championship	Preston	Hull City	40	59	64	1386879
2026-01-20	championship	Sheffield Wednesday	Birmingham	40	74	54	1386877
2026-01-20	championship	Swansea	Blackburn	40	76	67	1386878
2026-01-20	championship	West Brom	Norwich	40	60	71	1386876
2026-01-20	championship	Wrexham	Leicester	40	1837	46	1386881
2026-01-20	fa cup	Salford City	Swindon Town	45	1844	1353	1490813
2026-01-20	premiership	Livingston	ST Mirren	179	255	251	1382729
2026-01-20	saudi arabia	Al Shabab	Al Najma	307	2940	2992	1436059
2026-01-20	saudi arabia	Al-Ahli Jeddah	Al Khaleej Saihat	307	2929	2928	1436058
2026-01-20	saudi arabia	Al-Fateh	Al Kholood	307	2931	10509	1436060
2026-01-20	scottish cup	Stranraer	Queen's Park	181	6785	6778	1488595
2026-01-20	uefa champions league	Kairat Almaty	Club Brugge KV	2	664	569	1451128
2026-01-20	uefa champions league	Bodo/Glimt	Manchester City	2	327	50	1451129
2026-01-20	uefa champions league	FC Copenhagen	Napoli	2	400	492	1451132
2026-01-20	uefa champions league	Inter	Arsenal	2	505	42	1451136
2026-01-20	uefa champions league	Olympiakos Piraeus	Bayer Leverkusen	2	553	168	1451134
2026-01-20	uefa champions league	Real Madrid	Monaco	2	541	91	1451130
2026-01-20	uefa champions league	Sporting CP	Paris Saint Germain	2	228	85	1451131
2026-01-20	uefa champions league	Tottenham	Borussia Dortmund	2	47	165	1451135
2026-01-20	uefa champions league	Villarreal	Ajax	2	533	194	1451133
