# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-04-10	2. bundesliga	Fortuna Düsseldorf	Holstein Kiel	79	158	191	1388868
2026-04-10	2. bundesliga	Karlsruher SC	Arminia Bielefeld	79	785	188	1388871
2026-04-10	bundesliga	FC Augsburg	1899 Hoffenheim	78	170	167	1388560
2026-04-10	championship	West Brom	Millwall	40	60	58	1387051
2026-04-10	eredivisie	Twente	FC Volendam	88	415	416	1381134
2026-04-10	laliga	Real Madrid	Girona	140	541	547	1391126
2026-04-10	laliga2	AD Ceuta FC	Real Sociedad II	141	10139	9585	1392139
2026-04-10	liga portugal	Famalicao	Moreirense	94	242	215	1396495
2026-04-10	liga portugal 2	Felgueiras 1932	Pacos Ferreira	95	4744	234	1398224
2026-04-10	ligue 1	Paris FC	Monaco	61	114	91	1387956
2026-04-10	ligue 1	Marseille	Metz	61	81	112	1387954
2026-04-10	ligue 2	Amiens	PAU	62	87	1297	1389370
2026-04-10	ligue 2	Annecy	Montpellier	62	3012	82	1389377
2026-04-10	ligue 2	Clermont Foot	Nancy	62	99	102	1389378
2026-04-10	ligue 2	Guingamp	Grenoble	62	90	101	1389375
2026-04-10	ligue 2	Laval	Reims	62	433	93	1389374
2026-04-10	premier league	West Ham	Wolves	39	48	39	1379288
2026-04-10	primera a colombia	Deportivo Pereira	Once Caldas	239	1462	1136	1506079
2026-04-10	primera división paraguay	2 de Mayo	Sportivo Ameliano	250	2140	10487	1505049
2026-04-10	pro league	Charleroi	Antwerp	144	736	740	1536939
2026-04-10	saudi arabia	Al Shabab	Al-Ittihad FC	307	2940	2938	1436160
2026-04-10	serie a italia	AS Roma	Pisa	135	497	801	1378182
2026-04-10	serie b	Frosinone	Palermo	136	512	522	1419926
2026-04-10	super lig	Beşiktaş	Antalyaspor	203	549	1005	1394687
2026-04-10	superligaen	Puskas Academy	Gyori ETO FC	271	2391	2402	1380347
2026-04-10	superligaen	Ferencvarosi TC	Diosgyori VTK	271	651	2393	1380342
