# date	league	home	away	league_id	home_id	away_id	fixture_id
2025-10-27	allsvenskan	IF Brommapojkarna	Gais	113	371	2170	1342164
2025-10-27	allsvenskan	Malmo FF	Hammarby FF	113	375	363	1342166
2025-10-27	ekstraklasa	Radomiak Radom	Wisla Plock	106	4248	341	1380498
2025-10-27	hnl croatia	HNK Rijeka	NK Osijek	210	561	616	1383971
2025-10-27	hnl croatia	Vukovar	Dinamo Zagreb	210	5730	620	1383973
2025-10-27	international friendlies	United Arab Emirates U18	Canada W U17	10	26530	12504	1484966
2025-10-27	international friendlies	Côte d'Ivoire U17	Indonesia U17	10	25818	22502	1484967
2025-10-27	laliga	Real Betis	Atletico Madrid	140	543	530	1390910
2025-10-27	liga i romania	FC Botosani	AFC Hermannstadt	283	2581	2579	1385862
2025-10-27	liga i romania	Rapid	Unirea Slobozia	283	6231	6916	1385866
2025-10-27	liga mx	Santos Laguna	Club Queretaro	262	2285	2290	1379614
2025-10-27	liga mx	Atletico San Luis	Necaxa	262	2314	2288	1379615
2025-10-27	liga mx	Toluca	Pachuca	262	2281	2292	1379611
2025-10-27	liga portugal	Moreirense	FC Porto	94	215	212	1396315
2025-10-27	liga pro ecuador	Emelec	Delfin SC	242	1148	1149	1479543
2025-10-27	liga profesional argentina	Barracas Central	Boca Juniors	128	2432	451	1374233
2025-10-27	mls	Vancouver Whitecaps	FC Dallas	253	1603	1597	1482408
2025-10-27	mls	San Diego	Portland Timbers	253	25484	1617	1483234
2025-10-27	mls	FC Cincinnati	Columbus Crew	253	2242	1613	1482404
2025-10-27	primera a colombia	Atletico Nacional	Independiente Medellin	239	1137	1128	1392513
2025-10-27	primera división chile	Colo Colo	Deportes Limache	265	2315	16730	1339198
2025-10-27	primera división peru	FBC Melgar	Sport Huancayo	281	2554	2555	1481004
2025-10-27	russian premier league	Akhmat	FC Sochi	235	1085	2012	1400127
2025-10-27	serie a brazil	Palmeiras	Cruzeiro	71	121	135	1351335
2025-10-27	super lig	Gaziantep FK	Fenerbahçe	203	3573	611	1394516
2025-10-27	super lig	Samsunspor	Rizespor	203	3603	1007	1394521
