# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-01-17	2. bundesliga	1. FC Nürnberg	SV Elversberg	79	171	1660	1388773
2026-01-17	2. bundesliga	Dynamo Dresden	SpVgg Greuther Fürth	79	183	178	1388775
2026-01-17	2. bundesliga	Preußen Münster	Karlsruher SC	79	1313	785	1388774
2026-01-17	2. bundesliga	Hertha BSC	FC Schalke 04	79	159	174	1388770
2026-01-17	bundesliga	1. FC Köln	FSV Mainz 05	78	192	164	1388463
2026-01-17	bundesliga	1899 Hoffenheim	Bayer Leverkusen	78	167	168	1388465
2026-01-17	bundesliga	Borussia Dortmund	FC St. Pauli	78	165	186	1388462
2026-01-17	bundesliga	Hamburger SV	Borussia Mönchengladbach	78	175	163	1388464
2026-01-17	bundesliga	VfL Wolfsburg	1. FC Heidenheim	78	161	180	1388469
2026-01-17	bundesliga	RB Leipzig	Bayern München	78	173	157	1388466
2026-01-17	championship	Coventry	Leicester	40	1346	46	1386865
2026-01-17	championship	Ipswich	Blackburn	40	57	67	1386872
2026-01-17	championship	Watford	Millwall	40	38	58	1386868
2026-01-17	championship	Charlton	Sheffield Utd	40	1335	62	1386869
2026-01-17	championship	Oxford United	Bristol City	40	1338	56	1386863
2026-01-17	championship	Preston	Derby	40	59	69	1386867
2026-01-17	championship	Sheffield Wednesday	Portsmouth	40	74	1355	1386870
2026-01-17	championship	Southampton	Hull City	40	41	64	1386873
2026-01-17	championship	Stoke City	QPR	40	75	72	1386874
2026-01-17	championship	Wrexham	Norwich	40	1837	71	1386864
2026-01-17	championship	Swansea	Birmingham	40	76	54	1386866
2026-01-17	eredivisie	Ajax	GO Ahead Eagles	88	194	410	1381029
2026-01-17	eredivisie	PEC Zwolle	AZ Alkmaar	88	193	201	1381037
2026-01-17	eredivisie	Excelsior	Telstar	88	196	427	1381030
2026-01-17	eredivisie	Fortuna Sittard	PSV Eindhoven	88	205	197	1381036
2026-01-17	eredivisie	NAC Breda	NEC Nijmegen	88	203	413	1381035
2026-01-17	laliga	Real Madrid	Levante	140	541	539	1391017
2026-01-17	laliga	Mallorca	Athletic Club	140	798	531	1391015
2026-01-17	laliga	Osasuna	Oviedo	140	727	718	1391016
