# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-02-25	championship	Millwall	Birmingham	40	58	54	1386956
2026-02-25	championship	Norwich	Sheffield Wednesday	40	71	74	1386957
2026-02-25	championship	Sheffield Utd	Coventry	40	62	1346	1386958
2026-02-25	championship	Stoke City	Oxford United	40	75	1338	1386952
2026-02-25	laliga2	AD Ceuta FC	Cordoba	141	10139	713	1392030
2026-02-25	liga profesional argentina	Belgrano Cordoba	Atletico Tucuman	128	440	455	1491910
2026-02-25	liga profesional argentina	Gimnasia M.	Independiente	128	1066	453	1491914
2026-02-25	liga profesional argentina	Barracas Central	Tigre	128	2432	452	1491909
2026-02-25	liga profesional argentina	Gimnasia L.P.	Rosario Central	128	434	437	1491913
2026-02-25	liga profesional argentina	Aldosivi	Argentinos JRS	128	463	458	1491908
2026-02-25	liga profesional argentina	Newells Old Boys	Estudiantes L.P.	128	457	450	1491916
2026-02-25	liga profesional argentina	Velez Sarsfield	Deportivo Riestra	128	438	476	1491922
2026-02-25	primera división paraguay	Sportivo Ameliano	Cerro Porteno	250	10487	1176	1504995
2026-02-25	saudi arabia	Al Najma	Al-Nassr	307	2992	2939	1436000
2026-02-25	saudi arabia	Al-Fayha	NEOM	307	2944	10513	1435994
2026-02-25	serie a brazil	Bahia	Chapecoense-sc	71	118	132	1492140
2026-02-25	serie a brazil	Botafogo	Vitoria	71	120	136	1492141
2026-02-25	serie a brazil	Flamengo	Mirassol	71	127	7848	1492145
2026-02-25	serie a brazil	RB Bragantino	Atletico Paranaense	71	794	134	1492142
2026-02-25	serie a brazil	remo	Internacional	71	1198	119	1492148
2026-02-25	serie a brazil	Coritiba	Sao Paulo	71	147	126	1492143
2026-02-25	super league switzerland	FC Winterthur	FC Thun	207	2180	1012	1494549
2026-02-25	uefa champions league	Atalanta	Borussia Dortmund	2	499	165	1515526
2026-02-25	uefa champions league	Juventus	Galatasaray	2	496	645	1515527
2026-02-25	uefa champions league	Paris Saint Germain	Monaco	2	85	91	1515528
2026-02-25	uefa champions league	Real Madrid	Benfica	2	541	211	1515529
