# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-01-24	2. bundesliga	Hannover 96	Fortuna Düsseldorf	79	166	158	1388780
2026-01-24	2. bundesliga	Karlsruher SC	Hertha BSC	79	785	159	1388781
2026-01-24	2. bundesliga	SpVgg Greuther Fürth	Eintracht Braunschweig	79	178	744	1388779
2026-01-24	2. bundesliga	1. FC Magdeburg	Dynamo Dresden	79	179	183	1388782
2026-01-24	bundesliga	1. FC Heidenheim	RB Leipzig	78	180	173	1388475
2026-01-24	bundesliga	Bayer Leverkusen	Werder Bremen	78	168	162	1388470
2026-01-24	bundesliga	Bayern München	FC Augsburg	78	157	170	1388471
2026-01-24	bundesliga	Eintracht Frankfurt	1899 Hoffenheim	78	169	167	1388473
2026-01-24	bundesliga	FSV Mainz 05	VfL Wolfsburg	78	164	161	1388476
2026-01-24	bundesliga	Union Berlin	Borussia Dortmund	78	182	165	1388478
2026-01-24	championship	Middlesbrough	Preston	40	70	59	1386890
2026-01-24	championship	Millwall	Charlton	40	58	1335	1386892
2026-01-24	championship	Birmingham	Stoke City	40	54	75	1386896
2026-01-24	championship	Blackburn	Watford	40	67	38	1386887
2026-01-24	championship	Bristol City	Sheffield Wednesday	40	56	74	1386898
2026-01-24	championship	Hull City	Swansea	40	64	76	1386891
2026-01-24	championship	Leicester	Oxford United	40	46	1338	1386893
2026-01-24	championship	QPR	Wrexham	40	72	1837	1386888
2026-01-24	championship	Sheffield Utd	Ipswich	40	62	57	1386894
2026-01-24	cymru premier league	Penybont	Caernarfon Town	110	2191	356	1508958
2026-01-24	cymru premier league	The New Saints	Barry Town	110	354	361	1508959
2026-01-24	cymru premier league	Colwyn Bay	GAP Connah S Quay FC	110	5611	357	1508960
2026-01-24	eredivisie	Ajax	FC Volendam	88	194	416	1381038
2026-01-24	eredivisie	NEC Nijmegen	PEC Zwolle	88	413	193	1381042
2026-01-24	eredivisie	PSV Eindhoven	NAC Breda	88	197	203	1381043
2026-01-24	eredivisie	Twente	Excelsior	88	415	196	1381045
2026-01-24	laliga	Rayo Vallecano	Osasuna	140	728	727	1391024
2026-01-24	laliga	Valencia	Espanyol	140	532	540	1391027
2026-01-24	laliga	Sevilla	Athletic Club	140	536	531	1391026
2026-01-24	laliga	Villarreal	Real Madrid	140	533	541	1391028
2026-01-24	laliga2	Valladolid	Albacete	141	720	722	1392008
2026-01-24	laliga2	Leganes	Real Sociedad II	141	537	9585	1392007
2026-01-24	laliga2	Las Palmas	Cordoba	141	534	713	1392013
2026-01-24	laliga2	Sporting Gijon	Mirandes	141	731	799	1392015
2026-01-24	laliga2	Cadiz	Granada CF	141	724	715	1392010
2026-01-24	liga portugal	Moreirense	Santa Clara	94	215	227	1396406
2026-01-24	liga portugal	Arouca	Sporting CP	94	240	228	1396399
2026-01-24	liga portugal	Estoril	Guimaraes	94	230	224	1396403
2026-01-24	liga portugal 2	Chaves	Lusitânia Lourosa	95	223	6358	1398131
2026-01-24	liga portugal 2	Maritimo	Felgueiras 1932	95	214	4744	1398135
2026-01-24	liga portugal 2	Leixoes	Benfica B	95	244	229	1398134
2026-01-24	ligue 1	Rennes	Lorient	61	94	97	1387868
2026-01-24	ligue 1	Le Havre	Monaco	61	111	91	1387862
2026-01-24	ligue 1	Marseille	Lens	61	81	116	1387864
2026-01-24	ligue 2	Guingamp	Estac Troyes	62	90	110	1396830
2026-01-24	ligue 2	RED Star FC 93	Boulogne	62	104	1299	1389293
2026-01-24	ligue 2	Reims	Saint Etienne	62	93	1063	1389297
2026-01-24	premier league	West Ham	Sunderland	39	48	746	1379198
2026-01-24	premier league	Burnley	Tottenham	39	44	47	1379192
2026-01-24	premier league	Fulham	Brighton	39	36	51	1379195
2026-01-24	premier league	Manchester City	Wolves	39	50	39	1379196
2026-01-24	premier league	Bournemouth	Liverpool	39	35	40	1379190
2026-01-24	premiership	Aberdeen	Livingston	179	252	255	1382798
2026-01-24	premiership	Dundee Utd	ST Mirren	179	1386	251	1382799
2026-01-24	premiership	Falkirk	Hibernian	179	1389	249	1382800
2026-01-24	premiership	Motherwell	Kilmarnock	179	256	250	1382802
2026-01-24	pro league	RAAL La Louvière	St. Truiden	144	5902	735	1382600
2026-01-24	pro league	Club Brugge KV	Zulte Waregem	144	569	600	1382595
2026-01-24	pro league	OH Leuven	Union St. Gilloise	144	260	1393	1382598
2026-01-24	saudi arabia	Al Khaleej Saihat	Al Shabab	307	2928	2940	1436073
2026-01-24	saudi arabia	Al Kholood	Al-Ettifaq	307	10509	2934	1436068
2026-01-24	saudi arabia	NEOM	Al-Ahli Jeddah	307	10513	2929	1436069
2026-01-24	serie a italia	Como	Torino	135	895	503	1378075
2026-01-24	serie a italia	Fiorentina	Cagliari	135	502	490	1378076
2026-01-24	serie a italia	Lecce	Lazio	135	867	487	1378080
2026-01-24	serie b	Cesena	Bari	136	509	508	1419791
2026-01-24	serie b	Frosinone	Reggiana	136	512	880	1419798
2026-01-24	serie b	Juve Stabia	Virtus Entella	136	863	527	1419797
2026-01-24	serie b	Mantova	Venezia	136	1693	517	1419799
2026-01-24	serie b	Monza	Pescara	136	1579	525	1419795
2026-01-24	serie b	Modena	Palermo	136	899	522	1419793
2026-01-24	serie b	Spezia	Avellino	136	515	528	1419794
2026-01-24	super league switzerland	FC Lugano	FC Winterthur	207	606	2180	1382415
2026-01-24	super league switzerland	Lausanne	Grasshoppers	207	1014	1013	1382414
2026-01-24	super league switzerland	FC Sion	FC Luzern	207	630	644	1382416
2026-01-24	super lig	Kayserispor	Başakşehir	203	1001	564	1394600
2026-01-24	super lig	Samsunspor	Kocaelispor	203	3603	7411	1394602
2026-01-24	super lig	Fatih Karagümrük	Galatasaray	203	3589	645	1394599
2026-01-24	superligaen	Nyiregyhaza	Ujpest	271	2403	2255	1380286
2026-01-24	superligaen	Kisvarda FC	MTK Budapest	271	2394	2396	1380285
2026-01-24	superligaen	Puskas Academy	Paks	271	2391	2390	1380287
