# date	league	home	away	league_id	home_id	away_id	fixture_id
2025-12-10	liga pro ecuador	Independiente del Valle	LDU de Quito	242	1153	1158	1479572
2025-12-10	championship	Bristol City	Leicester	40	56	46	1386790
2025-12-10	championship	Ipswich	Stoke City	40	57	75	1386787
2025-12-10	championship	Derby	Millwall	40	69	58	1386789
2025-12-10	championship	Hull City	Wrexham	40	64	1837	1386788
2025-12-10	scottish cup	Tranent Juniors	Inverness CT	181	15602	903	1484100
2025-12-10	uefa champions league	Villarreal	FC Copenhagen	2	533	400	1451119
2025-12-10	uefa champions league	Qarabag	Ajax	2	556	194	1451120
2025-12-10	uefa champions league	Borussia Dortmund	Bodo/Glimt	2	165	327	1451126
2025-12-10	uefa champions league	Bayer Leverkusen	Newcastle	2	168	34	1451124
2025-12-10	uefa champions league	Benfica	Napoli	2	211	492	1451127
2025-12-10	uefa champions league	Juventus	Pafos	2	496	3403	1451125
2025-12-10	uefa champions league	Athletic Club	Paris Saint Germain	2	531	85	1451122
2025-12-10	uefa champions league	Real Madrid	Manchester City	2	541	50	1451121
2025-12-10	uefa champions league	Club Brugge KV	Arsenal	2	569	42	1451123
