# date	league	home	away	league_id	home_id	away_id	fixture_id
2025-12-14	liga profesional argentina	Racing Club	Estudiantes L.P.	128	436	450	1490750
2025-12-14	pro league	Gent	Antwerp	144	631	740	1382564
2025-12-14	pro league	Dender	Club Brugge KV	144	6215	569	1382568
2025-12-14	pro league	Charleroi	Union St. Gilloise	144	736	1393	1382567
2025-12-14	pro league	Genk	KVC Westerlo	144	742	261	1382565
2025-12-14	superligaen	Kazincbarcikai	Paks	271	2410	2390	1380271
2025-12-14	superligaen	Ferencvarosi TC	Debreceni VSC	271	651	2392	1380270
2025-12-14	superligaen	Kisvarda FC	Zalaegerszegi TE	271	2394	2414	1380272
2025-12-14	liga pro ecuador	Barcelona SC	Orense SC	242	1152	1992	1479589
2025-12-14	liga pro ecuador	Universidad Catolica	Independiente del Valle	242	1157	1153	1479591
2025-12-14	liga pro ecuador	Libertad	LDU de Quito	242	18762	1158	1479590
2025-12-14	premier league	West Ham	Aston Villa	39	48	66	1379128
2025-12-14	premier league	Crystal Palace	Manchester City	39	52	50	1379123
2025-12-14	premier league	Nottingham Forest	Tottenham	39	65	47	1379126
2025-12-14	premier league	Sunderland	Newcastle	39	746	34	1379127
2025-12-14	premier league	Brentford	Leeds	39	55	63	1379120
2025-12-14	ligue 1	Lyon	Le Havre	61	80	111	1387836
2025-12-14	ligue 1	Strasbourg	Lorient	61	95	97	1387841
2025-12-14	ligue 1	Auxerre	Lille	61	108	79	1387834
2025-12-14	ligue 1	Lens	Nice	61	116	84	1387835
2025-12-14	ligue 1	Marseille	Monaco	61	81	91	1387837
2025-12-14	2. bundesliga	FC Schalke 04	1. FC Nürnberg	79	174	171	1388756
2025-12-14	2. bundesliga	SV Darmstadt 98	Preußen Münster	79	181	1313	1388750
2025-12-14	2. bundesliga	SV Elversberg	Fortuna Düsseldorf	79	1660	158	1388751
2025-12-14	bundesliga	SC Freiburg	Borussia Dortmund	78	160	165	1388429
2025-12-14	bundesliga	Bayern München	FSV Mainz 05	78	157	164	1388426
2025-12-14	bundesliga	Werder Bremen	VfB Stuttgart	78	162	172	1388433
2025-12-14	serie a italia	AC Milan	Sassuolo	135	489	488	1378009
2025-12-14	serie a italia	Udinese	Napoli	135	494	492	1378013
2025-12-14	serie a italia	Fiorentina	Verona	135	502	504	1378006
2025-12-14	serie a italia	Genoa	Inter	135	495	505	1378007
2025-12-14	serie a italia	Bologna	Juventus	135	500	496	1378005
2025-12-14	serie b	Carrarese	Virtus Entella	136	1581	527	1419747
2025-12-14	serie b	Pescara	Frosinone	136	525	512	1419742
2025-12-14	eredivisie	Sparta Rotterdam	Heerenveen	88	426	210	1381007
2025-12-14	eredivisie	Ajax	Feyenoord	88	194	209	1381002
2025-12-14	eredivisie	Twente	GO Ahead Eagles	88	415	410	1381009
2025-12-14	eredivisie	NAC Breda	Utrecht	88	203	207	1381005
2025-12-14	eredivisie	AZ Alkmaar	Excelsior	88	201	196	1381003
2025-12-14	liga portugal	Famalicao	Estoril	94	242	230	1396357
2025-12-14	liga portugal	Moreirense	Benfica	94	215	211	1396359
2025-12-14	liga portugal	Arouca	Alverca	94	240	4724	1396354
2025-12-14	liga portugal 2	Portimonense	Leixoes	95	216	244	1398092
2025-12-14	liga portugal 2	Sporting CP B	Vizela	95	761	810	1398093
2025-12-14	liga portugal 2	Pacos Ferreira	Lusitânia Lourosa	95	234	6358	1398091
2025-12-14	premiership	Aberdeen	Kilmarnock	179	252	250	1382762
2025-12-14	scottish league cup	ST Mirren	Celtic	185	251	247	1485265
2025-12-14	laliga	Sevilla	Oviedo	140	536	718	1390978
2025-12-14	laliga	Celta Vigo	Athletic Club	140	538	531	1390972
2025-12-14	laliga	Alaves	Real Madrid	140	542	541	1390969
2025-12-14	laliga	Levante	Villarreal	140	539	533	1390974
2025-12-14	laliga2	Albacete	Malaga	141	722	535	1391953
2025-12-14	laliga2	Almeria	Burgos	141	723	9580	1391952
2025-12-14	laliga2	AD Ceuta FC	Las Palmas	141	10139	534	1391954
2025-12-14	super league switzerland	BSC Young Boys	FC Luzern	207	565	644	1382394
2025-12-14	super league switzerland	FC Basel 1893	Lausanne	207	551	1014	1382390
2025-12-14	super league switzerland	FC Lugano	Servette FC	207	606	2184	1382391
2025-12-14	super lig	Gazişehir Gaziantep	Göztepe	203	3573	994	1394570
2025-12-14	super lig	Fatih Karagümrük	Kocaelispor	203	3589	7411	1394571
2025-12-14	super lig	Trabzonspor	Beşiktaş	203	998	549	1394576
2025-12-14	super lig	Samsunspor	Başakşehir	203	3603	564	1394575
2025-12-14	czech first league	Bohemians 1905	Karviná	345	3714	3716	1384795
2025-12-14	czech first league	Plzen	Dukla Praha	345	567	3715	1384798
2025-12-14	czech first league	Zlin	Sigma Olomouc	345	603	2250	1384802
2025-12-14	czech first league	Sparta Praha	Slovan Liberec	345	628	782	1384800
