# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-04-19	2. bundesliga	Eintracht Braunschweig	Hertha BSC	79	744	159	1388876
2026-04-19	2. bundesliga	FC Schalke 04	Preußen Münster	79	174	1313	1388882
2026-04-19	2. bundesliga	SpVgg Greuther Fürth	SV Darmstadt 98	79	178	181	1388878
2026-04-19	austrian bundesliga	Austria Vienna	Red Bull Salzburg	218	601	571	1531242
2026-04-19	austrian bundesliga	TSV Hartberg	Rapid Vienna	218	1072	781	1531243
2026-04-19	austrian bundesliga	Lask Linz	Sturm Graz	218	1026	637	1531244
2026-04-19	bundesliga	SC Freiburg	1. FC Heidenheim	78	160	180	1388573
2026-04-19	bundesliga	Bayern München	VfB Stuttgart	78	157	172	1388570
2026-04-19	bundesliga	Borussia Mönchengladbach	FSV Mainz 05	78	163	164	1388571
2026-04-19	championship	Ipswich	Middlesbrough	40	57	70	1387057
2026-04-19	czech first league	Sigma Olomouc	Slovácko	345	2250	3719	1384888
2026-04-19	czech first league	Hradec Králové	Slavia Praha	345	3723	560	1384884
2026-04-19	czech first league	Plzen	Pardubice	345	567	3724	1384887
2026-04-19	ekstraklasa	Nieciecza	Wisla Plock	106	3487	341	1380644
2026-04-19	ekstraklasa	Raków Częstochowa	Cracovia Krakow	106	3491	350	1380643
2026-04-19	ekstraklasa	Arka Gdynia	Jagiellonia	106	344	336	1380636
2026-04-19	laliga2	FC Andorra	Valladolid	141	8157	720	1396984
2026-04-19	laliga2	Sporting Gijon	Cadiz	141	731	724	1392152
2026-04-19	laliga2	Albacete	Granada CF	141	722	715	1392153
2026-04-19	laliga2	Eibar	Huesca	141	545	726	1392150
2026-04-19	laliga2	Almeria	Malaga	141	723	535	1392157
2026-04-19	liga i romania	Petrolul Ploiesti	AFC Hermannstadt	283	2598	2579	1531526
2026-04-19	liga i romania	Universitatea Craiova	Rapid	283	632	6231	1531634
2026-04-19	liga mx	Cruz Azul	Club Tijuana	262	2295	2280	1492592
2026-04-19	liga mx	Necaxa	Tigres UANL	262	2288	2279	1492591
2026-04-19	liga mx	Monterrey	Pachuca	262	2282	2292	1492594
2026-04-19	liga mx	Guadalajara Chivas	Puebla	262	2278	2291	1492593
2026-04-19	liga mx	Leon	FC Juarez	262	2289	2298	1492596
2026-04-19	liga mx	Club America	Toluca	262	2287	2281	1492595
2026-04-19	liga portugal	Arouca	Estrela	94	240	15130	1396498
2026-04-19	liga portugal	Sporting CP	Benfica	94	228	211	1396506
2026-04-19	liga portugal	FC Porto	Tondela	94	212	218	1396501
2026-04-19	liga portugal	SC Braga	Famalicao	94	217	242	1396499
2026-04-19	liga portugal 2	Portimonense	Lusitânia Lourosa	95	216	6358	1398235
2026-04-19	liga portugal 2	Vizela	Farense	95	810	231	1398238
2026-04-19	liga pro ecuador	Orense SC	Delfin SC	242	1992	1149	1519326
2026-04-19	liga pro ecuador	Manta FC	Deportivo Cuenca	242	1980	1154	1519324
2026-04-19	liga pro ecuador	Independiente del Valle	LDU de Quito	242	1153	1158	1519321
2026-04-19	liga profesional argentina	Independiente	Defensa Y Justicia	128	453	442	1492035
2026-04-19	liga profesional argentina	Argentinos JRS	Atletico Tucuman	128	458	455	1492029
2026-04-19	liga profesional argentina	Aldosivi	Racing Club	128	463	436	1492028
2026-04-19	liga profesional argentina	River Plate	Boca Juniors	128	435	451	1492037
2026-04-19	ligue 1	Monaco	Auxerre	61	91	108	1387964
2026-04-19	ligue 1	Metz	Paris FC	61	112	114	1387963
2026-04-19	ligue 1	Nantes	Stade Brestois 29	61	83	106	1387965
2026-04-19	ligue 1	Strasbourg	Rennes	61	95	94	1387967
2026-04-19	ligue 1	Paris Saint Germain	Lyon	61	85	80	1387966
2026-04-19	mls	Atlanta United FC	Nashville SC	253	1608	9569	1490214
2026-04-19	mls	FC Cincinnati	Chicago Fire	253	2242	1607	1490215
2026-04-19	mls	New England Revolution	Columbus Crew	253	1609	1613	1490216
2026-04-19	mls	New York City FC	Charlotte	253	1604	18310	1490218
2026-04-19	mls	Orlando City SC	Houston Dynamo	253	1598	1600	1490219
2026-04-19	mls	Philadelphia Union	DC United	253	1599	1615	1490217
2026-04-19	mls	FC Dallas	Los Angeles Galaxy	253	1597	1605	1490220
2026-04-19	mls	Minnesota United FC	Portland Timbers	253	1612	1617	1490221
2026-04-19	mls	Real Salt Lake	San Diego	253	1606	25484	1490223
2026-04-19	mls	Seattle Sounders	St. Louis City	253	1595	20787	1490222
2026-04-19	premier league	Aston Villa	Sunderland	39	66	746	1379289
2026-04-19	premier league	Everton	Liverpool	39	45	40	1379293
2026-04-19	premier league	Nottingham Forest	Burnley	39	65	44	1379297
2026-04-19	premier league	Manchester City	Arsenal	39	50	42	1379295
2026-04-19	primera a colombia	Deportes Tolima	Deportivo Pereira	239	1142	1462	1506089
2026-04-19	primera a colombia	Fortaleza FC	Águilas Doradas	239	1147	1144	1506090
2026-04-19	primera a colombia	Santa Fe	Cucuta	239	1139	1470	1506091
2026-04-19	primera a colombia	Alianza Valledupar	Independiente Medellin	239	1141	1128	1506094
2026-04-19	primera división paraguay	Deportivo Recoleta	2 de Mayo	250	10476	2140	1505058
2026-04-19	primera división paraguay	Olimpia	Cerro Porteno	250	1182	1176	1505057
2026-04-19	pro league	Gent	St. Truiden	144	631	735	1536984
2026-04-19	pro league	Dender	Cercle Brugge	144	6215	741	1536970
2026-04-19	pro league	Union St. Gilloise	Club Brugge KV	144	1393	569	1536986
2026-04-19	pro league	RAAL La Louvière	Zulte Waregem	144	5902	600	1536971
2026-04-19	russian premier league	Dinamo Makhachkala	Zenit	235	6813	596	1400223
2026-04-19	russian premier league	Spartak Moscow	Akhmat	235	558	1085	1400229
2026-04-19	russian premier league	FC Krasnodar	Baltika	235	621	2006	1400225
2026-04-19	schweizer cup	Yverdon Sport	FC ST. Gallen	209	6653	1011	1518994
