# date	league	home	away	league_id	home_id	away_id	fixture_id
2025-11-20	club friendly games	Vasteras SK FK	IF Brommapojkarna	667	2241	371	1486323
2025-11-20	international friendlies	Papua New Guinea	Fiji	10	8175	5160	1491690
2025-11-20	international friendlies	Vanuatu	Solomon Islands	10	5170	5165	1491691
2025-11-20	primera a colombia	Bucaramanga	Santa Fe	239	1131	1139	1486339
2025-11-20	primera a colombia	Junior	Independiente Medellin	239	1135	1128	1486340
2025-11-20	serie a brazil	Fluminense	Flamengo	71	124	127	1478013
2025-11-20	serie a brazil	Gremio	Vasco DA Gama	71	130	133	1478014
2025-11-20	serie a brazil	Santos	Mirassol	71	128	7848	1478016
2025-11-20	serie a brazil	Juventude	Cruzeiro	71	152	135	1478015
2025-11-20	serie a brazil	Bahia	Fortaleza EC	71	118	154	1478008
2025-11-20	serie a brazil	Corinthians	Sao Paulo	71	131	126	1478012
