# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-02-11	belgian cup	Union St. Gilloise	Charleroi	147	1393	736	1508098
2026-02-11	championship	Charlton	Stoke City	40	1335	75	1386933
2026-02-11	copa del rey	Athletic Club	Real Sociedad	143	531	548	1520390
2026-02-11	dfb pokal	Bayern München	RB Leipzig	81	157	173	1489463
2026-02-11	eredivisie	GO Ahead Eagles	Heerenveen	88	410	210	1381040
2026-02-11	eredivisie	NEC Nijmegen	Utrecht	88	413	207	1381024
2026-02-11	premier league	Aston Villa	Brighton	39	66	51	1379219
2026-02-11	premier league	Crystal Palace	Burnley	39	52	44	1379222
2026-02-11	premier league	Manchester City	Fulham	39	50	36	1379224
2026-02-11	premier league	Nottingham Forest	Wolves	39	65	39	1379225
2026-02-11	premier league	Sunderland	Liverpool	39	746	40	1379226
2026-02-11	premiership	Celtic	Livingston	179	247	255	1382816
2026-02-11	premiership	Dundee Utd	Aberdeen	179	1386	252	1382817
2026-02-11	premiership	Falkirk	Dundee	179	1389	253	1382818
2026-02-11	premiership	Kilmarnock	ST Mirren	179	250	251	1382820
2026-02-11	premiership	Motherwell	Rangers	179	256	257	1382821
2026-02-11	primera a colombia	Llaneros	Deportivo Pasto	239	1464	1126	1505978
2026-02-11	primera a colombia	Bucaramanga	Deportes Tolima	239	1131	1142	1505979
2026-02-11	serie a brazil	Vitoria	Flamengo	71	136	127	1492139
2026-02-11	serie a brazil	Chapecoense-sc	Coritiba	71	132	147	1492132
2026-02-11	serie a brazil	Mirassol	Cruzeiro	71	7848	135	1492136
2026-02-11	serie b	Sudtirol	Monza	136	1578	1579	1419829
2026-02-11	serie b	Avellino	Frosinone	136	528	512	1419826
2026-02-11	serie b	Bari	Spezia	136	508	515	1419823
2026-02-11	serie b	Empoli	Juve Stabia	136	511	863	1419822
2026-02-11	super league switzerland	FC Lugano	Servette FC	207	606	2184	1494537
2026-02-11	super league switzerland	FC ST. Gallen	BSC Young Boys	207	1011	565	1494538
2026-02-11	super league switzerland	FC Zurich	FC Winterthur	207	783	2180	1494539
