# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-04-22	austrian bundesliga	Rapid Vienna	TSV Hartberg	218	781	1072	1531246
2026-04-22	austrian bundesliga	Red Bull Salzburg	Austria Vienna	218	571	601	1531245
2026-04-22	austrian bundesliga	Sturm Graz	Lask Linz	218	637	1026	1531247
2026-04-22	championship	Birmingham	Preston	40	54	59	1387076
2026-04-22	championship	Charlton	Ipswich	40	1335	57	1387075
2026-04-22	championship	Middlesbrough	Sheffield Wednesday	40	70	74	1387071
2026-04-22	championship	Sheffield Utd	Blackburn	40	62	67	1387078
2026-04-22	coupe de france	Strasbourg	Nice	66	95	84	1530106
2026-04-22	dfb pokal	Bayer Leverkusen	Bayern München	81	168	157	1526336
2026-04-22	eredivisie	Telstar	Sparta Rotterdam	88	427	426	1381144
2026-04-22	hnl croatia	Vukovar	HNK Gorica	210	5730	1068	1384073
2026-04-22	hnl croatia	NK Varazdin	HNK Rijeka	210	1483	561	1384072
2026-04-22	hnl croatia	Istra 1961	Dinamo Zagreb	210	1016	620	1384070
2026-04-22	laliga	Elche	Atletico Madrid	140	797	530	1391141
2026-04-22	laliga	Real Sociedad	Getafe	140	548	546	1391147
2026-04-22	laliga	Barcelona	Celta Vigo	140	529	538	1391140
2026-04-22	liga mx	Club Queretaro	Cruz Azul	262	2290	2295	1492598
2026-04-22	liga mx	U.N.A.M. - Pumas	FC Juarez	262	2286	2298	1492599
2026-04-22	liga mx	Monterrey	Puebla	262	2282	2291	1492601
2026-04-22	liga mx	Leon	Club America	262	2289	2287	1492600
2026-04-22	liga portugal 2	Oliveirense	Benfica B	95	233	229	1398233
2026-04-22	liga pro ecuador	Libertad	Guayaquil City FC	242	18762	1159	1519333
2026-04-22	liga pro ecuador	Tecnico Universitario	Emelec	242	1151	1148	1519334
2026-04-22	liga pro ecuador	Leones del Norte	Manta FC	242	19034	1980	1519332
2026-04-22	liga pro ecuador	Delfin SC	Independiente del Valle	242	1149	1153	1519329
2026-04-22	liga pro ecuador	Deportivo Cuenca	Orense SC	242	1154	1992	1519330
2026-04-22	ligue 1	Paris Saint Germain	Nantes	61	85	83	1387929
2026-04-22	premier league	Bournemouth	Leeds	39	35	63	1379300
2026-04-22	premier league	Burnley	Manchester City	39	44	50	1379302
2026-04-22	pro league	Club Brugge KV	KV Mechelen	144	569	266	1536989
2026-04-22	pro league	Union St. Gilloise	Gent	144	1393	631	1536988
2026-04-22	russian premier league	FC Orenburg	Nizhny Novgorod	235	1080	2011	1400238
2026-04-22	russian premier league	Dynamo	Rubin	235	1088	1083	1400234
2026-04-22	russian premier league	Lokomotiv	Zenit	235	597	596	1400235
2026-04-22	super league greece	Panserraikos	Atromitos	197	2099	12260	1537088
2026-04-22	super league greece	Larisa	Kifisia	197	953	5050	1537090
2026-04-22	super league greece	Asteras Tripolis	Panetolikos	197	955	949	1537089
2026-04-22	superliga serbia	Radnik Surdulica	Novi Pazar	286	2657	2643	1540274
2026-04-22	superliga serbia	Vojvodina	FK Partizan	286	702	573	1540275
2026-04-22	superliga serbia	OFK Beograd	Cukaricki	286	2633	2656	1540273
2026-04-22	superliga serbia	Železničar Pančevo	FK Crvena Zvezda	286	12360	598	1540276
2026-04-22	taça de portugal	FC Porto	Sporting CP	96	212	228	1519499
