TSV:	2026-01-07	premier league	Crystal Palace (13)	Aston Villa (3)	HT+0.5	8.0	MEGA EXPLOSION [R:13-3]
TSV:	2026-01-07	premier league	Fulham (9)	Chelsea (8)	HT+0.5	8.0	MEGA EXPLOSION [R:9-8]
TSV:	2026-01-07	taça da liga	Benfica (—)	SC Braga (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-07	premier league	Manchester City (2)	Brighton (11)	HT+0.5	7.0	EXPLOSION [R:2-11]
TSV:	2026-01-07	premier league	Burnley (19)	Manchester United (7)	HT+0.5	7.0	EXPLOSION [R:19-7]
TSV:	2026-01-07	serie a italia	Torino (12)	Udinese (10)	HT+0.5	7.0	EXPLOSION [R:12-10]
TSV:	2026-01-07	premier league	Bournemouth (15)	Tottenham (14)	HT+0.5	5.0	FORT PLUS [R:15-14]
TSV:	2026-01-07	premier league	Everton (12)	Wolves (20)	HT+0.5	5.0	FORT PLUS [R:12-20]
TSV:	2026-01-07	serie a italia	Bologna (8)	Atalanta (7)	HT+0.5	5.0	FORT PLUS [R:8-7]
TSV:	2026-01-07	serie a italia	Parma (15)	Inter (1)	HT+0.5	5.0	FORT PLUS [R:15-1]
