# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-02-18	laliga	Levante	Villarreal	140	539	533	1390974
2026-02-18	premier league	Wolves	Arsenal	39	39	42	1379278
2026-02-18	primera a colombia	Jaguares	Santa Fe	239	1133	1139	1505994
2026-02-18	scottish cup	Aberdeen	Motherwell	181	252	256	1509662
2026-02-18	serie a italia	AC Milan	Como	135	489	895	1378100
2026-02-18	super league switzerland	FC Winterthur	FC ST. Gallen	207	2180	1011	1382412
2026-02-18	uefa champions league	Qarabag	Newcastle	2	556	34	1515518
2026-02-18	uefa champions league	Bodo/Glimt	Inter	2	327	505	1515519
2026-02-18	uefa champions league	Club Brugge KV	Atletico Madrid	2	569	530	1515520
2026-02-18	uefa champions league	Olympiakos Piraeus	Bayer Leverkusen	2	553	168	1515521
