# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-02-27	2. bundesliga	Dynamo Dresden	SV Darmstadt 98	79	183	181	1388829
2026-02-27	2. bundesliga	Fortuna Düsseldorf	VfL Bochum	79	158	176	1388823
2026-02-27	bundesliga	FC Augsburg	1. FC Köln	78	170	192	1388515
2026-02-27	championship	Bristol City	Watford	40	56	38	1386961
2026-02-27	cymru premier league	Bala Town	llanelli AFC	110	352	355	1509000
2026-02-27	cymru premier league	Caernarfon Town	Colwyn Bay	110	356	5611	1508970
2026-02-27	cymru premier league	Cardiff MET	Briton Ferry	110	353	2201	1509001
2026-02-27	czech first league	Dukla Praha	Slavia Praha	345	3715	560	1384835
2026-02-27	eredivisie	Telstar	NAC Breda	88	427	203	1381088
2026-02-27	laliga	Levante	Alaves	140	539	542	1391073
2026-02-27	laliga2	Albacete	Almeria	141	722	723	1392063
2026-02-27	liga portugal	FC Porto	Arouca	94	212	240	1396446
2026-02-27	liga portugal	Sporting CP	Estoril	94	228	230	1396450
2026-02-27	ligue 1	Strasbourg	Lens	61	95	116	1387913
2026-02-27	ligue 2	Bastia	Annecy	62	1305	3012	1389332
2026-02-27	ligue 2	Clermont Foot	Dunkerque	62	99	1304	1389330
2026-02-27	ligue 2	Grenoble	Boulogne	62	101	1299	1396835
2026-02-27	ligue 2	Laval	Nancy	62	433	102	1389335
2026-02-27	ligue 2	Montpellier	Reims	62	82	93	1389334
2026-02-27	premier league	Wolves	Aston Villa	39	39	66	1379248
2026-02-27	primera a colombia	Millonarios	Deportivo Pereira	239	1125	1462	1506007
2026-02-27	primera división paraguay	Deportivo Recoleta	Nacional Asuncion	250	10476	1175	1504998
2026-02-27	pro league	Standard Liege	RAAL La Louvière	144	733	5902	1382640
2026-02-27	saudi arabia	Al Shabab	Al-Hilal Saudi FC	307	2940	2932	1436123
2026-02-27	saudi arabia	Al-Hazm	Al-Ettifaq	307	2945	2934	1436120
2026-02-27	saudi arabia	Al-Ittihad FC	Al Khaleej Saihat	307	2938	2928	1436124
2026-02-27	serie a italia	Parma	Cagliari	135	523	490	1378127
2026-02-27	serie b	Monza	Virtus Entella	136	1579	527	1419852
2026-02-27	serie b	Sampdoria	Bari	136	498	508	1419855
2026-02-27	super lig	Başakşehir	Konyaspor	203	564	607	1394641
2026-02-27	super lig	Trabzonspor	Fatih Karagümrük	203	998	3589	1394648
2026-02-27	superligaen	Debreceni VSC	MTK Budapest	271	2392	2396	1380312
