TSV:	2026-01-11	coupe de france	Lille (—)	Lyon (—)	HT 1X Home	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-11	fa cup	Sheffield Utd (—)	Mansfield Town (—)	HT 1X Home	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-11	fa cup	Swansea (—)	West Brom (—)	HT 1X Home	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-11	fa cup	Manchester United (—)	Brighton (—)	HT 1X Home	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-11	laliga	Rayo Vallecano (10)	Mallorca (17)	HT 1X Home	6.0	TRÈS FORT [R:10-17]
TSV:	2026-01-11	laliga2	Granada CF (20)	Castellón (4)	HT 1X Home	6.0	TRÈS FORT [R:20-4]
TSV:	2026-01-11	laliga2	Malaga (7)	AD Ceuta FC (9)	HT 1X Home	6.0	TRÈS FORT [R:7-9]
TSV:	2026-01-11	liga portugal 2	FC Porto B (12)	Sporting CP B (2)	HT 1X Home	6.0	TRÈS FORT [R:12-2]
TSV:	2026-01-11	coupe de france	Nantes (—)	Nice (—)	HT 1X Home	5.0	FORT PLUS [R:—-—]
TSV:	2026-01-11	eredivisie	Sparta Rotterdam (8)	Heracles (18)	HT 1X Home	5.0	FORT PLUS [R:8-18]
TSV:	2026-01-11	liga portugal 2	Portimonense (15)	Felgueiras 1932 (9)	HT 1X Home	5.0	FORT PLUS [R:15-9]
TSV:	2026-01-11	liga portugal 2	Oliveirense (17)	Feirense (11)	HT 1X Home	5.0	FORT PLUS [R:17-11]
TSV:	2026-01-11	serie a italia	Fiorentina (18)	AC Milan (2)	HT 1X Home	5.0	FORT PLUS [R:18-2]
