TSV:	2026-01-11	bundesliga	Bayern München (1)	VfL Wolfsburg (14)	Team1 scores (FT)	6.0	TRÈS FORT [R:1-14]
TSV:	2026-01-11	fa cup	Swansea (—)	West Brom (—)	Team1 scores (FT)	5.0	FORT PLUS [R:—-—]
