TSV:	2026-01-14	04:10	liga mx	FC Juarez (11)	Guadalajara Chivas (2)	Over 2.5 (FT)	5.0	2.1	FORT PLUS [R:11-2]
TSV:	2026-01-14	19:45	taça de portugal	Fafe (—)	SC Braga (—)	Over 2.5 (FT)	6.0	1.62	TRÈS FORT [R:—-—]
TSV:	2026-01-14	20:30	bundesliga	1899 Hoffenheim (5)	Borussia Mönchengladbach (10)	Over 2.5 (FT)	5.0	1.55	FORT PLUS [R:5-10]
TSV:	2026-01-14	20:30	super league switzerland	FC Sion (5)	FC Winterthur (12)	Over 2.5 (FT)	6.0	1.48	TRÈS FORT [R:5-12]
TSV:	2026-01-14	21:45	taça de portugal	FC Porto (—)	Benfica (—)	Over 2.5 (FT)	5.0	2.6	FORT PLUS [R:—-—]
