TSV:	2026-01-14	20:30	super league switzerland	FC Sion (5)	FC Winterthur (12)	Team1 scores (FT)	6.0	1.07	TRÈS FORT [R:5-12]
TSV:	2026-01-14	20:45	serie a italia	Inter (1)	Lecce (17)	Team1 scores (FT)	5.0	1.04	FORT PLUS [R:1-17]
