TSV: 2026-01-14	belgian cup	Dender	Union St. Gilloise	1489241	0-2	FT	0-2
TSV: 2026-01-14	bundesliga	VfL Wolfsburg	FC St. Pauli	1388460	2-1	FT	1-1
TSV: 2026-01-14	bundesliga	1. FC Köln	Bayern München	1388454	1-3	FT	1-1
TSV: 2026-01-14	bundesliga	1899 Hoffenheim	Borussia Mönchengladbach	1388456	5-1	FT	4-0
TSV: 2026-01-14	bundesliga	RB Leipzig	SC Freiburg	1388458	2-0	FT	0-0
TSV: 2026-01-14	copa del rey	Alaves	Rayo Vallecano	1503639	2-0	FT	0-0
TSV: 2026-01-14	copa del rey	Albacete	Real Madrid	1503640	3-2	FT	1-1
TSV: 2026-01-14	copa del rey	Real Betis	Elche	1503641	2-1	FT	0-0
TSV: 2026-01-14	league cup	Chelsea	Arsenal	1498259	2-3	FT	0-1
TSV: 2026-01-14	liga mx	Necaxa	Monterrey	1491800	0-2	FT	0-2
TSV: 2026-01-14	liga mx	Pachuca	Leon	1491801	2-1	FT	1-0
TSV: 2026-01-14	liga mx	FC Juarez	Guadalajara Chivas	1491804	0-1	FT	0-0
TSV: 2026-01-14	premiership	Falkirk	Celtic	1382764	0-1	FT	0-1
TSV: 2026-01-14	premiership	Heart Of Midlothian	ST Mirren	1382765	2-0	FT	0-0
TSV: 2026-01-14	saudi arabia	Al-Qadisiyah FC	Al-Fayha	1436046	5-0	FT	0-0
TSV: 2026-01-14	saudi arabia	Al Shabab	NEOM	1436044	3-2	FT	1-1
TSV: 2026-01-14	saudi arabia	Al-Ahli Jeddah	Al Taawon	1436041	2-1	FT	0-1
TSV: 2026-01-14	serie a italia	Napoli	Parma	1378021	0-0	FT	0-0
TSV: 2026-01-14	serie a italia	Inter	Lecce	1378018	1-0	FT	0-0
TSV: 2026-01-14	super league switzerland	FC Sion	FC Winterthur	1382406	2-0	FT	0-0
TSV: 2026-01-14	super league switzerland	Servette FC	Lausanne	1382397	0-1	FT	0-0
TSV: 2026-01-14	taça de portugal	Fafe	SC Braga	1502134	2-1	FT	1-0
TSV: 2026-01-14	taça de portugal	FC Porto	Benfica	1494403	1-0	FT	1-0
TSV: 2026-01-14	belgian cup	Dender	Union St. Gilloise	1489241	0-2	FT	0-2
TSV: 2026-01-14	bundesliga	VfL Wolfsburg	FC St. Pauli	1388460	2-1	FT	1-1
TSV: 2026-01-14	bundesliga	1. FC Köln	Bayern München	1388454	1-3	FT	1-1
TSV: 2026-01-14	bundesliga	1899 Hoffenheim	Borussia Mönchengladbach	1388456	5-1	FT	4-0
TSV: 2026-01-14	bundesliga	RB Leipzig	SC Freiburg	1388458	2-0	FT	0-0
TSV: 2026-01-14	copa del rey	Alaves	Rayo Vallecano	1503639	2-0	FT	0-0
TSV: 2026-01-14	copa del rey	Albacete	Real Madrid	1503640	3-2	FT	1-1
TSV: 2026-01-14	copa del rey	Real Betis	Elche	1503641	2-1	FT	0-0
TSV: 2026-01-14	league cup	Chelsea	Arsenal	1498259	2-3	FT	0-1
TSV: 2026-01-14	liga mx	Cruz Azul	Atlas	1491803	2-0	FT	2-0
TSV: 2026-01-14	liga mx	Necaxa	Monterrey	1491800	0-2	FT	0-2
TSV: 2026-01-14	liga mx	Pachuca	Leon	1491801	2-1	FT	1-0
TSV: 2026-01-14	liga mx	FC Juarez	Guadalajara Chivas	1491804	0-1	FT	0-0
TSV: 2026-01-14	premiership	Falkirk	Celtic	1382764	0-1	FT	0-1
TSV: 2026-01-14	premiership	Heart Of Midlothian	ST Mirren	1382765	2-0	FT	0-0
TSV: 2026-01-14	saudi arabia	Al-Qadisiyah FC	Al-Fayha	1436046	5-0	FT	0-0
TSV: 2026-01-14	saudi arabia	Al Shabab	NEOM	1436044	3-2	FT	1-1
TSV: 2026-01-14	saudi arabia	Al-Ahli Jeddah	Al Taawon	1436041	2-1	FT	0-1
TSV: 2026-01-14	serie a italia	Napoli	Parma	1378021	0-0	FT	0-0
TSV: 2026-01-14	serie a italia	Inter	Lecce	1378018	1-0	FT	0-0
TSV: 2026-01-14	super league switzerland	FC Sion	FC Winterthur	1382406	2-0	FT	0-0
TSV: 2026-01-14	super league switzerland	Servette FC	Lausanne	1382397	0-1	FT	0-0
TSV: 2026-01-14	taça de portugal	Fafe	SC Braga	1502134	2-1	FT	1-0
TSV: 2026-01-14	taça de portugal	FC Porto	Benfica	1494403	1-0	FT	1-0
