TSV:	2026-01-10	coupe de france	Avranches (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Strasbourg (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	fa cup	Boreham Wood (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Burton Albion (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	fa cup	Newcastle (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Bournemouth (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	fa cup	Cambridge United (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Birmingham (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	laliga	Valencia (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Elche (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:18-9]
TSV:	2026-01-10	premiership	Celtic (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Dundee Utd (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:3-7]
TSV:	2026-01-10	serie b	Juve Stabia (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Pescara (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:8-20]
TSV:	2026-01-10	coupe de france	Avranches (—)	Strasbourg (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	fa cup	Boreham Wood (—)	Burton Albion (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	fa cup	Newcastle (—)	Bournemouth (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	fa cup	Cambridge United (—)	Birmingham (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-10	laliga	Valencia (18)	Elche (9)	HT+0.5	8.0	MEGA EXPLOSION [R:18-9]
TSV:	2026-01-10	serie b	Juve Stabia (9)	Pescara (20)	HT+0.5	8.0	MEGA EXPLOSION [R:9-20]
TSV:	2026-01-10	coupe de france	Bastia (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Estac Troyes (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	7.0	EXPLOSION [R:—-—]
TSV:	2026-01-10	coupe de france	Sochaux (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Lens (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	7.0	EXPLOSION [R:—-—]
TSV:	2026-01-10	saudi arabia	Al Riyadh (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Al-Fayha (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	7.0	EXPLOSION [R:16-13]
TSV:	2026-01-10	saudi arabia	Al Okhdood (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Al-Ahli Jeddah (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	7.0	EXPLOSION [R:17-5]
TSV:	2026-01-10	serie b	Cesena (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Empoli (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	7.0	EXPLOSION [R:6-9]
TSV:	2026-01-10	coupe de france	Bastia (—)	Estac Troyes (—)	HT+0.5	7.0	EXPLOSION [R:—-—]
TSV:	2026-01-10	serie b	Cesena (6)	Empoli (8)	HT+0.5	7.0	EXPLOSION [R:6-8]
TSV:	2026-01-10	bundesliga	FC St. Pauli (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	RB Leipzig (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:16-4]
TSV:	2026-01-10	coupe de france	Le Puy Foot (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Reims (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-10	eredivisie	Groningen (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	NAC Breda (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:5-18]
TSV:	2026-01-10	fa cup	Cheltenham (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Leicester (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-10	fa cup	Ipswich (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Blackpool (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-10	fa cup	Manchester City (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Exeter City (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-10	fa cup	Bristol City (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Watford (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-10	fa cup	Tottenham (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Aston Villa (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-10	fa cup	Charlton (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Chelsea (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-10	laliga2	Las Palmas (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Deportivo La Coruna (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:2-5]
TSV:	2026-01-10	liga mx	Guadalajara Chivas (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	Pachuca (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:6-9]
