# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-04-03	championship	Middlesbrough	Millwall	40	70	58	1387026
2026-04-03	championship	Birmingham	Blackburn	40	54	67	1387020
2026-04-03	championship	Charlton	Bristol City	40	1335	56	1387030
2026-04-03	championship	Leicester	Preston	40	46	59	1387022
2026-04-03	championship	Norwich	Portsmouth	40	71	1355	1387019
2026-04-03	championship	Oxford United	Hull City	40	1338	64	1387023
2026-04-03	championship	QPR	Watford	40	72	38	1387025
2026-04-03	championship	Sheffield Utd	Swansea	40	62	76	1387021
2026-04-03	championship	Stoke City	Sheffield Wednesday	40	75	74	1387029
2026-04-03	championship	West Brom	Wrexham	40	60	1837	1387027
2026-04-03	championship	Coventry	Derby	40	1346	69	1387024
2026-04-03	cymru premier league	Briton Ferry	Cardiff MET	110	2201	353	1509012
2026-04-03	cymru premier league	Colwyn Bay	Caernarfon Town	110	5611	356	1508982
2026-04-03	cymru premier league	Flint Town United	Haverfordwest County AFC	110	5614	2194	1509013
2026-04-03	cymru premier league	llanelli AFC	Bala Town	110	355	352	1509014
2026-04-03	cymru premier league	Penybont	Barry Town	110	2191	361	1508983
2026-04-03	cymru premier league	The New Saints	GAP Connah S Quay FC	110	354	357	1508984
2026-04-03	laliga	Rayo Vallecano	Elche	140	728	797	1391115
2026-04-03	liga portugal	GIL Vicente	AVS	94	762	21595	1396483
2026-04-03	liga portugal	Guimaraes	Tondela	94	224	218	1396488
2026-04-03	liga portugal	Sporting CP	Santa Clara	94	228	227	1396487
2026-04-03	liga portugal 2	Oliveirense	Portimonense	95	233	216	1398215
2026-04-03	liga profesional argentina	Talleres Cordoba	Boca Juniors	128	456	451	1492010
2026-04-03	liga profesional argentina	Gimnasia M.	Velez Sarsfield	128	1066	438	1492003
2026-04-03	liga profesional argentina	Union Santa Fe	Deportivo Riestra	128	441	476	1492012
2026-04-03	ligue 1	Paris Saint Germain	Toulouse	61	85	96	1387948
2026-04-03	ligue 2	Annecy	Guingamp	62	3012	90	1389361
2026-04-03	ligue 2	Bastia	Amiens	62	1305	87	1389363
2026-04-03	ligue 2	Dunkerque	Rodez	62	1304	1301	1389366
2026-04-03	ligue 2	Grenoble	Clermont Foot	62	101	99	1389369
2026-04-03	ligue 2	RED Star FC 93	Laval	62	104	433	1389364
2026-04-03	primera a colombia	Jaguares	Millonarios	239	1133	1125	1506073
2026-04-03	primera a colombia	Once Caldas	Independiente Medellin	239	1136	1128	1506074
2026-04-03	pro league	Antwerp	Genk	144	740	742	1536936
2026-04-03	saudi arabia	Al Kholood	Al Khaleej Saihat	307	10509	2928	1436151
2026-04-03	saudi arabia	Al-Ittihad FC	Al-Hazm	307	2938	2945	1436147
2026-04-03	saudi arabia	Al-Nassr	Al Najma	307	2939	2992	1436154
2026-04-03	serie a brazil	Chapecoense-sc	Atletico-MG	71	132	1062	1492193
2026-04-03	serie a brazil	Santos	Remo	71	128	1198	1492199
2026-04-03	serie a brazil	Palmeiras	Gremio	71	121	130	1492198
2026-04-03	serie a brazil	RB Bragantino	Flamengo	71	794	127	1492192
