TSV:	2026-03-30	00:00	international friendlies	Albania U21 (—) vs Uzbekistan U23 (—)	HT 1X Home	6.0	TRÈS FORT [R:—-—]	—
TSV:	2026-03-30	00:00	international friendlies	Netherlands U21 (—) vs Belgium U21 (—)	HT 1X Home	6.0	TRÈS FORT [R:—-—]	—
TSV:	2026-03-30	00:00	international friendlies	United Arab Emirates (—) vs Faroe Islands (—)	HT 1X Home	5.0	FORT PLUS [R:—-—]	—
TSV:	2026-03-30	00:00	international friendlies	Tunisia U20 (—) vs Mauritania U20 (—)	HT 1X Home	5.0	FORT PLUS [R:—-—]	—
TSV:	2026-03-30	00:00	international friendlies	Germany (—) vs Ghana (—)	HT 1X Home	5.0	FORT PLUS [R:—-—]	—
TSV:	2026-03-30	00:00	primera división paraguay	Club Guarani (3) vs Sportivo Trinidense (4)	HT 1X Home	5.0	FORT PLUS [R:3-4]	—
TSV:	2026-03-30	00:00	serie a brazil	Atletico Paranaense (—) vs Botafogo (6)	HT 1X Home	5.0	FORT PLUS [R:—-6]	—
TSV:	2026-03-30	00:00	primera a colombia	Llaneros (13) vs Once Caldas (11)	HT 1X Home	4.0	FORT [R:13-11]	—
TSV:	2026-03-30	00:00	international friendlies	Cyprus (—) vs Moldova (—)	HT 1X Home	3.0	MOYEN PLUS [R:—-—]	—
TSV:	2026-03-30	00:00	primera a colombia	Deportivo Pasto (17) vs Atletico Nacional (3)	HT 1X Home	3.0	MOYEN PLUS [R:17-3]	—
