TSV: 2026-03-30	international friendlies	Slovakia U18	Serbia U18	1537191	1-1	FT	0-0
TSV: 2026-03-30	international friendlies	Uzbekistan U19	Japan U19	1537192	1-1	FT	0-1
TSV: 2026-03-30	international friendlies	Russia U21	Jordan U23	1537190	1-2	FT	0-1
TSV: 2026-03-30	international friendlies	United Arab Emirates	Faroe Islands	1528273		CANC
TSV: 2026-03-30	international friendlies	Albania U21	Uzbekistan U23	1537189	3-2	FT	3-1
TSV: 2026-03-30	international friendlies	Tunisia U20	Mauritania U20	1537188	3-0	FT	2-0
TSV: 2026-03-30	international friendlies	Kyrgyz Republic U20	Bosnia-Herzegovina U17	1537187		CANC
TSV: 2026-03-30	international friendlies	Mexico U20	Costa Rica U20	1537186	1-0	FT	0-0
TSV: 2026-03-30	international friendlies	Cyprus	Moldova	1507580	3-2	FT	3-0
TSV: 2026-03-30	international friendlies	Netherlands U21	Belgium U21	1514833	2-1	FT	2-0
TSV: 2026-03-30	international friendlies	Germany	Ghana	1501816	2-1	FT	1-0
TSV: 2026-03-30	primera a colombia	Llaneros	Once Caldas	1506065	1-1	FT	1-1
TSV: 2026-03-30	primera a colombia	Independiente Medellin	America de Cali	1506064	2-1	FT	0-1
TSV: 2026-03-30	primera división paraguay	Libertad Asuncion	Deportivo Recoleta	1505038	1-0	FT	0-0
