TSV: 2026-01-23	2. bundesliga	Arminia Bielefeld	Holstein Kiel	1388776	2-2	FT	0-2
TSV: 2026-01-23	2. bundesliga	SV Darmstadt 98	1. FC Nürnberg	1388777	2-0	FT	0-0
TSV: 2026-01-23	bundesliga	FC St. Pauli	Hamburger SV	1388477	0-0	FT	0-0
TSV: 2026-01-23	championship	Derby	West Brom	1386889	1-1	FT	1-0
TSV: 2026-01-23	cymru premier league	Bala Town	Flint Town United	1508988	3-4	FT	1-4
TSV: 2026-01-23	cymru premier league	Briton Ferry	llanelli AFC	1508989	3-1	FT	1-0
TSV: 2026-01-23	cymru premier league	Cardiff MET	Haverfordwest County AFC	1508990	0-2	FT	0-0
TSV: 2026-01-23	laliga	Levante	Elche	1391023	3-2	FT	0-1
TSV: 2026-01-23	laliga2	Malaga	Burgos	1392011	3-0	FT	2-0
TSV: 2026-01-23	liga portugal	Casa Pia	AVS	1396402	3-3	FT	1-0
TSV: 2026-01-23	liga portugal 2	Pacos Ferreira	Academico Viseu	1398137	2-1	FT	0-0
TSV: 2026-01-23	ligue 1	Auxerre	Paris Saint Germain	1387860	0-1	FT	0-0
TSV: 2026-01-23	ligue 2	Amiens	Laval	1389295	0-0	FT	0-0
TSV: 2026-01-23	ligue 2	Annecy	Clermont Foot	1389294	2-1	FT	1-0
TSV: 2026-01-23	ligue 2	Bastia	Montpellier	1389296	0-2	FT	0-1
TSV: 2026-01-23	ligue 2	Nancy	Rodez	1389292	1-3	FT	0-1
TSV: 2026-01-23	ligue 2	PAU	Grenoble	1389291	2-2	FT	1-0
TSV: 2026-01-23	pro league	Standard Liege	Gent	1382601	0-4	FT	0-2
TSV: 2026-01-23	serie a italia	Inter	Pisa	1378078	6-2	FT	3-2
TSV: 2026-01-23	serie b	Carrarese	Empoli	1419800	3-0	FT	1-0
TSV: 2026-01-23	super lig	Trabzonspor	Kasımpaşa	1394603	2-1	FT	0-0
