# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-03-10	championship	Leicester	Bristol City	40	46	56	1386987
2026-03-10	championship	Millwall	Derby	40	58	69	1386988
2026-03-10	championship	Portsmouth	Swansea	40	1355	76	1386983
2026-03-10	championship	Sheffield Wednesday	Watford	40	74	38	1386990
2026-03-10	championship	Wrexham	Hull City	40	1837	64	1386986
2026-03-10	championship	Stoke City	Ipswich	40	75	57	1386989
2026-03-10	liga pro ecuador	Orense SC	Manta FC	242	1992	1980	1519278
2026-03-10	liga profesional argentina	Independiente	Union Santa Fe	128	453	441	1491962
2026-03-10	liga profesional argentina	Tigre	Velez Sarsfield	128	452	438	1491967
2026-03-10	primera a colombia	Llaneros	Jaguares	239	1464	1133	1506078
2026-03-10	primera a colombia	Millonarios	Cucuta	239	1125	1470	1506026
2026-03-10	primera a colombia	Deportivo Pasto	America de Cali	239	1126	1138	1506021
2026-03-10	primera división paraguay	Deportivo Recoleta	Sportivo Ameliano	250	10476	10487	1505010
2026-03-10	uefa champions league	Galatasaray	Liverpool	2	645	40	1528321
2026-03-10	uefa champions league	Atalanta	Bayern München	2	499	157	1528324
2026-03-10	uefa champions league	Atletico Madrid	Tottenham	2	530	47	1528323
2026-03-10	uefa champions league	Newcastle	Barcelona	2	34	529	1528319
