TSV: 2026-03-27	cymru premier league	Caernarfon Town	The New Saints	1508979	0-4	FT	0-2
TSV: 2026-03-27	international friendlies	Japan U21	USA U21	1537172	0-0	FT	0-2
TSV: 2026-03-27	international friendlies	Iran	Nigeria	1527854	1-2	FT	0-1
TSV: 2026-03-27	international friendlies	Benin	Palestine	1528270		CANC
TSV: 2026-03-27	international friendlies	Kyrgyz Republic U23	Jordan U23	1537168	1-2	FT	0-2
TSV: 2026-03-27	international friendlies	Liberia	Mauritania	1528272		CANC
TSV: 2026-03-27	international friendlies	Tunisia U20	Mauritania U20	1537171	3-2	FT	2-0
TSV: 2026-03-27	international friendlies	Russia U21	Uzbekistan U23	1537170	0-0	FT	1-1
TSV: 2026-03-27	international friendlies	Argentina U20	United States U20	1537169	0-0	FT	0-0
TSV: 2026-03-27	international friendlies	Italy U20	England U20	1536908	3-3	FT	0-2
TSV: 2026-03-27	international friendlies	Benin	Liberia	1537640	1-0	FT	0-0
TSV: 2026-03-27	international friendlies	Guinea	Togo	1528271	0-0	FT	0-1
TSV: 2026-03-27	international friendlies	Slovakia U18	Serbia U18	1537167	0-0	FT	2-0
TSV: 2026-03-27	international friendlies	Côte d'Ivoire U20	Tunisia U23	1537641	0-0	FT	1-1
TSV: 2026-03-27	international friendlies	Kyrgyz Republic U20	Bosnia-Herzegovina U17	1537166		CANC
TSV: 2026-03-27	international friendlies	Mexico U20	Costa Rica U20	1537165	0-0	FT
TSV: 2026-03-27	international friendlies	UAE U23	Oman U23	1537642		CANC
TSV: 2026-03-27	international friendlies	Russia	Nicaragua	1536909	3-1	FT	2-1
TSV: 2026-03-27	international friendlies	Algeria U23	Congo DR U23	1537643	1-0	FT	0-0
TSV: 2026-03-27	international friendlies	Austria	Ghana	1511731	5-1	FT	1-0
TSV: 2026-03-27	international friendlies	Montenegro	Andorra	1527856	2-0	FT	1-0
TSV: 2026-03-27	international friendlies	South Africa	Panama	1527857	1-1	FT	0-1
TSV: 2026-03-27	international friendlies	Jordan	Costa Rica	1527855	2-2	FT	0-0
TSV: 2026-03-27	international friendlies	Saudi Arabia	Egypt	1514461	0-4	FT	0-3
TSV: 2026-03-27	international friendlies	Libya	Niger	1536907	0-0	FT	0-0
TSV: 2026-03-27	international friendlies	Greece	Paraguay	1527858	0-1	FT	0-0
TSV: 2026-03-27	international friendlies	Algeria	Guatemala	1527859	7-0	FT	3-0
TSV: 2026-03-27	international friendlies	England	Uruguay	1502470	1-1	FT	0-0
TSV: 2026-03-27	international friendlies	Netherlands	Norway	1503005	2-1	FT	1-1
TSV: 2026-03-27	international friendlies	Switzerland	Germany	1502471	3-4	FT	2-2
TSV: 2026-03-27	international friendlies	Spain	Serbia	1536910	3-0	FT	2-0
TSV: 2026-03-27	international friendlies	Morocco	Ecuador	1522229	1-1	FT	0-0
TSV: 2026-03-27	laliga2	Cordoba	Mirandes	1392111	2-2	FT	1-0
TSV: 2026-03-27	liga profesional argentina	Argentinos JRS	Lanus	1491893	2-1	FT	0-0
TSV: 2026-03-27	primera a colombia	Águilas Doradas	Alianza Valledupar	1506057	1-0	FT	0-0
TSV: 2026-03-27	primera división paraguay	Nacional Asuncion	Sportivo Luqueno	1505034	3-2	2H	1-2
TSV: 2026-03-27	international friendlies	Argentina	Mauritania	1536911	0-0	1H	0-0
TSV: 2026-03-27	primera división paraguay	Sportivo Ameliano	Libertad Asuncion	1505031	2-0	FT	0-0
