TSV:	2026-03-27	00:00	international friendlies	Mexico U20 (—) vs Costa Rica U20 (—)	Over 25 (FT)	8.0	MEGA EXPLOSION [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	South Africa (—) vs Panama (—)	Over 25 (FT)	8.0	MEGA EXPLOSION [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	Jordan (—) vs Costa Rica (—)	Over 25 (FT)	8.0	MEGA EXPLOSION [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	Greece (—) vs Paraguay (—)	Over 25 (FT)	8.0	MEGA EXPLOSION [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	Netherlands (—) vs Norway (—)	Over 25 (FT)	7.0	EXPLOSION [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	Tunisia U20 (—) vs Mauritania U20 (—)	Over 25 (FT)	6.0	TRÈS FORT [R:—-—]	—
TSV:	2026-03-27	00:00	primera división paraguay	Deportivo Recoleta (7) vs Rubio NU (—)	Over 25 (FT)	6.0	TRÈS FORT [R:7-—]	—
TSV:	2026-03-27	00:00	international friendlies	Colombia (—) vs Croatia (—)	Over 25 (FT)	5.0	FORT PLUS [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	Algeria U23 (—) vs Congo DR U23 (—)	Over 25 (FT)	5.0	FORT PLUS [R:—-—]	—
TSV:	2026-03-27	00:00	cymru premier league	Caernarfon Town (5) vs The New Saints (1)	Over 25 (FT)	4.0	FORT [R:5-1]	—
TSV:	2026-03-27	00:00	international friendlies	Slovakia U18 (—) vs Serbia U18 (—)	Over 25 (FT)	4.0	FORT [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	Kyrgyz Republic U20 (—) vs Bosnia-Herzegovina U17 (—)	Over 25 (FT)	4.0	FORT [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	Montenegro (—) vs Andorra (—)	Over 25 (FT)	4.0	FORT [R:—-—]	—
TSV:	2026-03-27	00:00	international friendlies	England (—) vs Uruguay (—)	Over 25 (FT)	4.0	FORT [R:—-—]	—
TSV:	2026-03-27	00:00	primera división paraguay	Nacional Asuncion (8) vs Sportivo Luqueno (10)	Over 25 (FT)	4.0	FORT [R:8-10]	—
