# league	bet_key	matches	ht_matches	avg_ft_goals	avg_ht_goals	goals_0	goals_1	goals_2	goals_3	goals_4_plus	rate_o05_ft	rate_o15_ft	rate_o25_ft	rate_o35_ft	rate_exact_2	rate_exact_3	home_scored_rate	away_scored_rate	btts_rate	home_win_rate	draw_rate	away_win_rate	rate_ht05	rate_ht15	rate_ht_home_lead	rate_ht_draw	rate_ht_away_lead	rate_ht1x_home	goals_score
saudi arabia	TEAM1_WIN_FT	151	151	3.006623	1.304636	5	27	35	26	58	0.966887	0.788079	0.556291	0.384106	0.231788	0.172185	0.814570	0.701987	0.549669	0.476821	0.231788	0.291391	0.741722	0.364238	0.324503	0.403974	0.271523	0.728477	0.564901
2. bundesliga	TEAM1_WIN_FT	114	114	3.000000	1.377193	7	12	29	28	38	0.938596	0.833333	0.578947	0.333333	0.254386	0.245614	0.842105	0.745614	0.649123	0.438596	0.289474	0.271930	0.736842	0.359649	0.359649	0.359649	0.280702	0.719298	0.561404
liga pro ecuador	HT05	72	72	1.875000	0.791667	10	19	24	11	8	0.861111	0.597222	0.263889	0.111111	0.333333	0.152778	0.652778	0.625000	0.416667	0.402778	0.333333	0.263889	0.555556	0.180556	0.277778	0.527778	0.194444	0.805556	0.559028
bundesliga	TEAM1_WIN_FT	133	133	3.255639	1.406015	3	17	26	33	54	0.977444	0.849624	0.654135	0.406015	0.195489	0.248120	0.864662	0.766917	0.654135	0.443609	0.255639	0.300752	0.766917	0.406015	0.368421	0.406015	0.225564	0.774436	0.559023
uefa wc qualifiers	TEAM1_WIN_FT	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667	0.558333
serie b	TEAM1_WIN_FT	167	167	2.652695	1.155689	11	23	45	44	44	0.934132	0.796407	0.526946	0.263473	0.269461	0.263473	0.808383	0.676647	0.550898	0.449102	0.287425	0.263473	0.730539	0.347305	0.335329	0.407186	0.257485	0.742515	0.555988
super league switzerland	TEAM1_WIN_FT	83	83	3.240964	1.361446	3	6	20	26	28	0.963855	0.891566	0.650602	0.337349	0.240964	0.313253	0.879518	0.795181	0.710843	0.421687	0.289157	0.289157	0.771084	0.373494	0.373494	0.373494	0.253012	0.746988	0.551205
fa cup	TEAM1_WIN_FT	60	60	3.600000	1.366667	1	11	6	12	30	0.983333	0.800000	0.700000	0.500000	0.100000	0.200000	0.816667	0.800000	0.633333	0.433333	0.150000	0.416667	0.800000	0.350000	0.500000	0.233333	0.266667	0.733333	0.550833
serie a brazil	TEAM2_SCORE_FT	114	114	2.245614	1.114035	17	24	27	26	20	0.850877	0.640351	0.403509	0.175439	0.236842	0.228070	0.728070	0.561404	0.438596	0.473684	0.307018	0.219298	0.701754	0.315789	0.368421	0.456140	0.175439	0.824561	0.550658
super lig	TEAM1_WIN_FT	110	110	2.654545	1.109091	10	15	22	33	30	0.909091	0.772727	0.572727	0.272727	0.200000	0.300000	0.781818	0.690909	0.563636	0.445455	0.290909	0.263636	0.654545	0.336364	0.336364	0.463636	0.200000	0.800000	0.546818
belgian cup	TEAM1_SCORE_FT	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000	0.546094
dfb pokal	TEAM2_SCORE_FT	4	4	2.500000	0.250000	0	0	2	2	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.750000	0.500000	0.250000	0.500000	0.250000	0.250000	0.250000	0.000000	0.250000	0.750000	0.000000	1.000000	0.542188
liga mx	TEAM1_WIN_FT	127	127	2.677165	1.259843	11	19	26	36	35	0.913386	0.763780	0.559055	0.275591	0.204724	0.283465	0.795276	0.700787	0.582677	0.433071	0.244094	0.322835	0.708661	0.377953	0.393701	0.401575	0.204724	0.795276	0.542126
cup	TEAM1_SCORE_FT	4	4	1.750000	0.750000	2	0	0	1	1	0.500000	0.500000	0.500000	0.250000	0.000000	0.250000	0.500000	0.250000	0.250000	0.250000	0.750000	0.000000	0.500000	0.250000	0.250000	0.500000	0.250000	0.750000	0.538281
ukrainian premier league	HT05	6	6	1.500000	0.833333	1	3	0	2	0	0.833333	0.333333	0.333333	0.000000	0.000000	0.333333	0.666667	0.166667	0.000000	0.666667	0.166667	0.166667	0.500000	0.333333	0.333333	0.500000	0.166667	0.833333	0.533333
czech first league	TEAM1_WIN_FT	80	80	2.512500	1.187500	10	11	21	18	20	0.875000	0.737500	0.475000	0.250000	0.262500	0.225000	0.700000	0.600000	0.425000	0.450000	0.237500	0.312500	0.687500	0.375000	0.275000	0.425000	0.300000	0.700000	0.531250
russian premier league	HT05	7	7	2.285714	1.000000	0	2	3	0	2	1.000000	0.714286	0.285714	0.285714	0.428571	0.000000	0.714286	1.000000	0.714286	0.142857	0.571429	0.285714	0.428571	0.285714	0.142857	0.714286	0.142857	0.857143	0.528571
ekstraklasa	TEAM2_WIN_FT	7	7	3.000000	1.000000	0	1	1	3	2	1.000000	0.857143	0.714286	0.285714	0.142857	0.428571	0.857143	0.857143	0.714286	0.428571	0.142857	0.428571	0.571429	0.428571	0.142857	0.428571	0.428571	0.571429	0.528571
liga portugal 2	TEAM1_WIN_FT	127	127	2.433071	0.984252	13	35	19	33	27	0.897638	0.622047	0.472441	0.212598	0.149606	0.259843	0.708661	0.637795	0.448819	0.456693	0.220472	0.322835	0.582677	0.259843	0.299213	0.511811	0.188976	0.811024	0.525591
taça da liga	TEAM1_WIN_FT	2	2	3.500000	1.500000	0	0	0	1	1	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	1.000000	1.000000	0.500000	0.000000	0.500000	1.000000	0.500000	0.000000	0.000000	1.000000	0.000000	0.525000
serie a italia	TEAM1_WIN_FT	155	155	2.554839	1.064516	9	32	39	40	35	0.941935	0.735484	0.483871	0.225806	0.251613	0.258065	0.729032	0.683871	0.470968	0.425806	0.232258	0.341935	0.690323	0.290323	0.316129	0.406452	0.277419	0.722581	0.516774
cup	O15_FT	4	4	1.750000	0.750000	2	0	0	1	1	0.500000	0.500000	0.500000	0.250000	0.000000	0.250000	0.500000	0.250000	0.250000	0.250000	0.750000	0.000000	0.500000	0.250000	0.250000	0.500000	0.250000	0.750000	0.516406
cup	HT05	4	4	1.750000	0.750000	2	0	0	1	1	0.500000	0.500000	0.500000	0.250000	0.000000	0.250000	0.500000	0.250000	0.250000	0.250000	0.750000	0.000000	0.500000	0.250000	0.250000	0.500000	0.250000	0.750000	0.512500
liga profesional argentina	TEAM2_SCORE_FT	187	187	1.887701	0.898396	37	46	44	37	23	0.802139	0.556150	0.320856	0.122995	0.235294	0.197861	0.673797	0.534759	0.406417	0.406417	0.347594	0.245989	0.588235	0.229947	0.299465	0.475936	0.224599	0.775401	0.510277
coupe de france	HT1X_HOME	28	28	3.178571	1.250000	3	2	6	5	12	0.892857	0.821429	0.607143	0.428571	0.214286	0.178571	0.642857	0.714286	0.464286	0.285714	0.250000	0.464286	0.714286	0.321429	0.178571	0.392857	0.428571	0.571429	0.508036
ligue 1	TEAM1_WIN_FT	119	119	2.689076	1.226891	14	17	28	21	39	0.882353	0.739496	0.504202	0.327731	0.235294	0.176471	0.722689	0.647059	0.487395	0.420168	0.268908	0.310924	0.714286	0.319328	0.361345	0.369748	0.268908	0.731092	0.506303
liga profesional argentina	TEAM1_WIN_FT	187	187	1.887701	0.898396	37	46	44	37	23	0.802139	0.556150	0.320856	0.122995	0.235294	0.197861	0.673797	0.534759	0.406417	0.406417	0.347594	0.245989	0.588235	0.229947	0.299465	0.475936	0.224599	0.775401	0.501872
pro league	TEAM2_WIN_FT	100	100	2.780000	1.200000	9	15	21	26	29	0.910000	0.760000	0.550000	0.290000	0.210000	0.260000	0.740000	0.720000	0.550000	0.370000	0.210000	0.420000	0.690000	0.330000	0.290000	0.410000	0.300000	0.700000	0.501000
championship	O25_FT	226	226	2.508850	1.132743	16	36	69	56	49	0.929204	0.769912	0.464602	0.216814	0.305310	0.247788	0.747788	0.690265	0.508850	0.384956	0.261062	0.353982	0.676991	0.353982	0.336283	0.433628	0.230088	0.769912	0.500000
championship	U35_FT	226	226	2.508850	1.132743	16	36	69	56	49	0.929204	0.769912	0.464602	0.216814	0.305310	0.247788	0.747788	0.690265	0.508850	0.384956	0.261062	0.353982	0.676991	0.353982	0.336283	0.433628	0.230088	0.769912	0.500000
liga profesional argentina	O25_FT	187	187	1.887701	0.898396	37	46	44	37	23	0.802139	0.556150	0.320856	0.122995	0.235294	0.197861	0.673797	0.534759	0.406417	0.406417	0.347594	0.245989	0.588235	0.229947	0.299465	0.475936	0.224599	0.775401	0.500000
liga profesional argentina	U35_FT	187	187	1.887701	0.898396	37	46	44	37	23	0.802139	0.556150	0.320856	0.122995	0.235294	0.197861	0.673797	0.534759	0.406417	0.406417	0.347594	0.245989	0.588235	0.229947	0.299465	0.475936	0.224599	0.775401	0.500000
laliga2	O25_FT	181	181	2.767956	1.314917	11	31	44	44	51	0.939227	0.767956	0.524862	0.281768	0.243094	0.243094	0.812155	0.701657	0.574586	0.508287	0.237569	0.254144	0.729282	0.397790	0.337017	0.425414	0.237569	0.762431	0.500000
laliga2	U35_FT	181	181	2.767956	1.314917	11	31	44	44	51	0.939227	0.767956	0.524862	0.281768	0.243094	0.243094	0.812155	0.701657	0.574586	0.508287	0.237569	0.254144	0.729282	0.397790	0.337017	0.425414	0.237569	0.762431	0.500000
serie b	O25_FT	167	167	2.652695	1.155689	11	23	45	44	44	0.934132	0.796407	0.526946	0.263473	0.269461	0.263473	0.808383	0.676647	0.550898	0.449102	0.287425	0.263473	0.730539	0.347305	0.335329	0.407186	0.257485	0.742515	0.500000
serie b	U35_FT	167	167	2.652695	1.155689	11	23	45	44	44	0.934132	0.796407	0.526946	0.263473	0.269461	0.263473	0.808383	0.676647	0.550898	0.449102	0.287425	0.263473	0.730539	0.347305	0.335329	0.407186	0.257485	0.742515	0.500000
serie a italia	O25_FT	155	155	2.554839	1.064516	9	32	39	40	35	0.941935	0.735484	0.483871	0.225806	0.251613	0.258065	0.729032	0.683871	0.470968	0.425806	0.232258	0.341935	0.690323	0.290323	0.316129	0.406452	0.277419	0.722581	0.500000
serie a italia	U35_FT	155	155	2.554839	1.064516	9	32	39	40	35	0.941935	0.735484	0.483871	0.225806	0.251613	0.258065	0.729032	0.683871	0.470968	0.425806	0.232258	0.341935	0.690323	0.290323	0.316129	0.406452	0.277419	0.722581	0.500000
saudi arabia	O25_FT	151	151	3.006623	1.304636	5	27	35	26	58	0.966887	0.788079	0.556291	0.384106	0.231788	0.172185	0.814570	0.701987	0.549669	0.476821	0.231788	0.291391	0.741722	0.364238	0.324503	0.403974	0.271523	0.728477	0.500000
saudi arabia	U35_FT	151	151	3.006623	1.304636	5	27	35	26	58	0.966887	0.788079	0.556291	0.384106	0.231788	0.172185	0.814570	0.701987	0.549669	0.476821	0.231788	0.291391	0.741722	0.364238	0.324503	0.403974	0.271523	0.728477	0.500000
primera a colombia	O25_FT	142	142	2.429577	1.119718	16	25	37	35	29	0.887324	0.711268	0.450704	0.204225	0.260563	0.246479	0.802817	0.605634	0.521127	0.471831	0.330986	0.197183	0.690141	0.316901	0.387324	0.443662	0.169014	0.830986	0.500000
primera a colombia	U35_FT	142	142	2.429577	1.119718	16	25	37	35	29	0.887324	0.711268	0.450704	0.204225	0.260563	0.246479	0.802817	0.605634	0.521127	0.471831	0.330986	0.197183	0.690141	0.316901	0.387324	0.443662	0.169014	0.830986	0.500000
premier league	O25_FT	139	139	2.669065	1.194245	15	16	36	32	40	0.892086	0.776978	0.517986	0.287770	0.258993	0.230216	0.741007	0.726619	0.575540	0.359712	0.323741	0.316547	0.697842	0.330935	0.309353	0.410072	0.280576	0.719424	0.500000
premier league	U35_FT	139	139	2.669065	1.194245	15	16	36	32	40	0.892086	0.776978	0.517986	0.287770	0.258993	0.230216	0.741007	0.726619	0.575540	0.359712	0.323741	0.316547	0.697842	0.330935	0.309353	0.410072	0.280576	0.719424	0.500000
laliga	O25_FT	134	134	2.880597	1.216418	4	20	35	37	38	0.970149	0.820896	0.559701	0.283582	0.261194	0.276119	0.843284	0.768657	0.641791	0.500000	0.253731	0.246269	0.716418	0.350746	0.388060	0.417910	0.194030	0.805970	0.500000
laliga	U35_FT	134	134	2.880597	1.216418	4	20	35	37	38	0.970149	0.820896	0.559701	0.283582	0.261194	0.276119	0.843284	0.768657	0.641791	0.500000	0.253731	0.246269	0.716418	0.350746	0.388060	0.417910	0.194030	0.805970	0.500000
bundesliga	O25_FT	133	133	3.255639	1.406015	3	17	26	33	54	0.977444	0.849624	0.654135	0.406015	0.195489	0.248120	0.864662	0.766917	0.654135	0.443609	0.255639	0.300752	0.766917	0.406015	0.368421	0.406015	0.225564	0.774436	0.500000
bundesliga	U35_FT	133	133	3.255639	1.406015	3	17	26	33	54	0.977444	0.849624	0.654135	0.406015	0.195489	0.248120	0.864662	0.766917	0.654135	0.443609	0.255639	0.300752	0.766917	0.406015	0.368421	0.406015	0.225564	0.774436	0.500000
liga mx	O25_FT	127	127	2.677165	1.259843	11	19	26	36	35	0.913386	0.763780	0.559055	0.275591	0.204724	0.283465	0.795276	0.700787	0.582677	0.433071	0.244094	0.322835	0.708661	0.377953	0.393701	0.401575	0.204724	0.795276	0.500000
liga mx	U35_FT	127	127	2.677165	1.259843	11	19	26	36	35	0.913386	0.763780	0.559055	0.275591	0.204724	0.283465	0.795276	0.700787	0.582677	0.433071	0.244094	0.322835	0.708661	0.377953	0.393701	0.401575	0.204724	0.795276	0.500000
liga portugal 2	O25_FT	127	127	2.433071	0.984252	13	35	19	33	27	0.897638	0.622047	0.472441	0.212598	0.149606	0.259843	0.708661	0.637795	0.448819	0.456693	0.220472	0.322835	0.582677	0.259843	0.299213	0.511811	0.188976	0.811024	0.500000
liga portugal 2	U35_FT	127	127	2.433071	0.984252	13	35	19	33	27	0.897638	0.622047	0.472441	0.212598	0.149606	0.259843	0.708661	0.637795	0.448819	0.456693	0.220472	0.322835	0.582677	0.259843	0.299213	0.511811	0.188976	0.811024	0.500000
ligue 2	O25_FT	124	124	2.411290	1.088710	20	23	25	27	29	0.838710	0.653226	0.451613	0.233871	0.201613	0.217742	0.677419	0.653226	0.491935	0.395161	0.346774	0.258065	0.637097	0.282258	0.298387	0.459677	0.241935	0.758065	0.500000
ligue 2	U35_FT	124	124	2.411290	1.088710	20	23	25	27	29	0.838710	0.653226	0.451613	0.233871	0.201613	0.217742	0.677419	0.653226	0.491935	0.395161	0.346774	0.258065	0.637097	0.282258	0.298387	0.459677	0.241935	0.758065	0.500000
liga portugal	O25_FT	122	122	2.704918	1.155738	8	24	20	34	36	0.934426	0.737705	0.573770	0.295082	0.163934	0.278689	0.795082	0.639344	0.500000	0.475410	0.262295	0.262295	0.655738	0.327869	0.303279	0.459016	0.237705	0.762295	0.500000
liga portugal	U35_FT	122	122	2.704918	1.155738	8	24	20	34	36	0.934426	0.737705	0.573770	0.295082	0.163934	0.278689	0.795082	0.639344	0.500000	0.475410	0.262295	0.262295	0.655738	0.327869	0.303279	0.459016	0.237705	0.762295	0.500000
ligue 1	O25_FT	119	119	2.689076	1.226891	14	17	28	21	39	0.882353	0.739496	0.504202	0.327731	0.235294	0.176471	0.722689	0.647059	0.487395	0.420168	0.268908	0.310924	0.714286	0.319328	0.361345	0.369748	0.268908	0.731092	0.500000
ligue 1	U35_FT	119	119	2.689076	1.226891	14	17	28	21	39	0.882353	0.739496	0.504202	0.327731	0.235294	0.176471	0.722689	0.647059	0.487395	0.420168	0.268908	0.310924	0.714286	0.319328	0.361345	0.369748	0.268908	0.731092	0.500000
mls	O25_FT	117	117	3.059829	1.435897	10	19	16	28	44	0.914530	0.752137	0.615385	0.376068	0.136752	0.239316	0.803419	0.658120	0.547009	0.504274	0.213675	0.282051	0.726496	0.401709	0.384615	0.376068	0.239316	0.760684	0.500000
mls	U35_FT	117	117	3.059829	1.435897	10	19	16	28	44	0.914530	0.752137	0.615385	0.376068	0.136752	0.239316	0.803419	0.658120	0.547009	0.504274	0.213675	0.282051	0.726496	0.401709	0.384615	0.376068	0.239316	0.760684	0.500000
2. bundesliga	O25_FT	114	114	3.000000	1.377193	7	12	29	28	38	0.938596	0.833333	0.578947	0.333333	0.254386	0.245614	0.842105	0.745614	0.649123	0.438596	0.289474	0.271930	0.736842	0.359649	0.359649	0.359649	0.280702	0.719298	0.500000
2. bundesliga	U35_FT	114	114	3.000000	1.377193	7	12	29	28	38	0.938596	0.833333	0.578947	0.333333	0.254386	0.245614	0.842105	0.745614	0.649123	0.438596	0.289474	0.271930	0.736842	0.359649	0.359649	0.359649	0.280702	0.719298	0.500000
eredivisie	O25_FT	114	114	3.043860	1.473684	7	8	29	28	42	0.938596	0.868421	0.614035	0.368421	0.254386	0.245614	0.842105	0.736842	0.640351	0.429825	0.298246	0.271930	0.763158	0.473684	0.403509	0.342105	0.254386	0.745614	0.500000
eredivisie	U35_FT	114	114	3.043860	1.473684	7	8	29	28	42	0.938596	0.868421	0.614035	0.368421	0.254386	0.245614	0.842105	0.736842	0.640351	0.429825	0.298246	0.271930	0.763158	0.473684	0.403509	0.342105	0.254386	0.745614	0.500000
serie a brazil	O25_FT	114	114	2.245614	1.114035	17	24	27	26	20	0.850877	0.640351	0.403509	0.175439	0.236842	0.228070	0.728070	0.561404	0.438596	0.473684	0.307018	0.219298	0.701754	0.315789	0.368421	0.456140	0.175439	0.824561	0.500000
serie a brazil	U35_FT	114	114	2.245614	1.114035	17	24	27	26	20	0.850877	0.640351	0.403509	0.175439	0.236842	0.228070	0.728070	0.561404	0.438596	0.473684	0.307018	0.219298	0.701754	0.315789	0.368421	0.456140	0.175439	0.824561	0.500000
international friendlies	O25_FT	112	112	2.491071	1.223214	18	22	19	19	34	0.839286	0.642857	0.473214	0.303571	0.169643	0.169643	0.678571	0.642857	0.482143	0.339286	0.357143	0.303571	0.696429	0.357143	0.276786	0.392857	0.330357	0.669643	0.500000
international friendlies	U35_FT	112	112	2.491071	1.223214	18	22	19	19	34	0.839286	0.642857	0.473214	0.303571	0.169643	0.169643	0.678571	0.642857	0.482143	0.339286	0.357143	0.303571	0.696429	0.357143	0.276786	0.392857	0.330357	0.669643	0.500000
super lig	O25_FT	110	110	2.654545	1.109091	10	15	22	33	30	0.909091	0.772727	0.572727	0.272727	0.200000	0.300000	0.781818	0.690909	0.563636	0.445455	0.290909	0.263636	0.654545	0.336364	0.336364	0.463636	0.200000	0.800000	0.500000
super lig	U35_FT	110	110	2.654545	1.109091	10	15	22	33	30	0.909091	0.772727	0.572727	0.272727	0.200000	0.300000	0.781818	0.690909	0.563636	0.445455	0.290909	0.263636	0.654545	0.336364	0.336364	0.463636	0.200000	0.800000	0.500000
pro league	O25_FT	100	100	2.780000	1.200000	9	15	21	26	29	0.910000	0.760000	0.550000	0.290000	0.210000	0.260000	0.740000	0.720000	0.550000	0.370000	0.210000	0.420000	0.690000	0.330000	0.290000	0.410000	0.300000	0.700000	0.500000
pro league	U35_FT	100	100	2.780000	1.200000	9	15	21	26	29	0.910000	0.760000	0.550000	0.290000	0.210000	0.260000	0.740000	0.720000	0.550000	0.370000	0.210000	0.420000	0.690000	0.330000	0.290000	0.410000	0.300000	0.700000	0.500000
primera división paraguay	O25_FT	89	89	2.101124	0.932584	14	23	23	13	16	0.842697	0.584270	0.325843	0.179775	0.258427	0.146067	0.606742	0.595506	0.359551	0.404494	0.292135	0.303371	0.539326	0.247191	0.213483	0.573034	0.213483	0.786517	0.500000
primera división paraguay	U35_FT	89	89	2.101124	0.932584	14	23	23	13	16	0.842697	0.584270	0.325843	0.179775	0.258427	0.146067	0.606742	0.595506	0.359551	0.404494	0.292135	0.303371	0.539326	0.247191	0.213483	0.573034	0.213483	0.786517	0.500000
super league switzerland	O25_FT	83	83	3.240964	1.361446	3	6	20	26	28	0.963855	0.891566	0.650602	0.337349	0.240964	0.313253	0.879518	0.795181	0.710843	0.421687	0.289157	0.289157	0.771084	0.373494	0.373494	0.373494	0.253012	0.746988	0.500000
super league switzerland	U35_FT	83	83	3.240964	1.361446	3	6	20	26	28	0.963855	0.891566	0.650602	0.337349	0.240964	0.313253	0.879518	0.795181	0.710843	0.421687	0.289157	0.289157	0.771084	0.373494	0.373494	0.373494	0.253012	0.746988	0.500000
premiership	O25_FT	81	81	2.975309	1.283951	5	14	20	12	30	0.938272	0.765432	0.518519	0.370370	0.246914	0.148148	0.827160	0.629630	0.518519	0.493827	0.246914	0.259259	0.753086	0.345679	0.444444	0.358025	0.197531	0.802469	0.500000
premiership	U35_FT	81	81	2.975309	1.283951	5	14	20	12	30	0.938272	0.765432	0.518519	0.370370	0.246914	0.148148	0.827160	0.629630	0.518519	0.493827	0.246914	0.259259	0.753086	0.345679	0.444444	0.358025	0.197531	0.802469	0.500000
czech first league	O25_FT	80	80	2.512500	1.187500	10	11	21	18	20	0.875000	0.737500	0.475000	0.250000	0.262500	0.225000	0.700000	0.600000	0.425000	0.450000	0.237500	0.312500	0.687500	0.375000	0.275000	0.425000	0.300000	0.700000	0.500000
czech first league	U35_FT	80	80	2.512500	1.187500	10	11	21	18	20	0.875000	0.737500	0.475000	0.250000	0.262500	0.225000	0.700000	0.600000	0.425000	0.450000	0.237500	0.312500	0.687500	0.375000	0.275000	0.425000	0.300000	0.700000	0.500000
uefa champions league	O25_FT	76	76	3.605263	1.631579	3	5	18	17	33	0.960526	0.894737	0.657895	0.434211	0.236842	0.223684	0.842105	0.710526	0.592105	0.526316	0.131579	0.342105	0.736842	0.539474	0.394737	0.407895	0.197368	0.802632	0.500000
uefa champions league	U35_FT	76	76	3.605263	1.631579	3	5	18	17	33	0.960526	0.894737	0.657895	0.434211	0.236842	0.223684	0.842105	0.710526	0.592105	0.526316	0.131579	0.342105	0.736842	0.539474	0.394737	0.407895	0.197368	0.802632	0.500000
uefa europa league	O25_FT	76	76	2.710526	1.342105	1	21	19	12	23	0.986842	0.710526	0.460526	0.302632	0.250000	0.157895	0.802632	0.671053	0.486842	0.486842	0.197368	0.315789	0.750000	0.381579	0.355263	0.315789	0.328947	0.671053	0.500000
uefa europa league	U35_FT	76	76	2.710526	1.342105	1	21	19	12	23	0.986842	0.710526	0.460526	0.302632	0.250000	0.157895	0.802632	0.671053	0.486842	0.486842	0.197368	0.315789	0.750000	0.381579	0.355263	0.315789	0.328947	0.671053	0.500000
liga pro ecuador	O25_FT	72	72	1.875000	0.791667	10	19	24	11	8	0.861111	0.597222	0.263889	0.111111	0.333333	0.152778	0.652778	0.625000	0.416667	0.402778	0.333333	0.263889	0.555556	0.180556	0.277778	0.527778	0.194444	0.805556	0.500000
liga pro ecuador	U35_FT	72	72	1.875000	0.791667	10	19	24	11	8	0.861111	0.597222	0.263889	0.111111	0.333333	0.152778	0.652778	0.625000	0.416667	0.402778	0.333333	0.263889	0.555556	0.180556	0.277778	0.527778	0.194444	0.805556	0.500000
superligaen	O25_FT	71	71	2.873239	1.154930	3	12	16	16	24	0.957746	0.788732	0.563380	0.338028	0.225352	0.225352	0.774648	0.774648	0.591549	0.394366	0.253521	0.352113	0.676056	0.323944	0.225352	0.436620	0.338028	0.661972	0.500000
superligaen	U35_FT	71	71	2.873239	1.154930	3	12	16	16	24	0.957746	0.788732	0.563380	0.338028	0.225352	0.225352	0.774648	0.774648	0.591549	0.394366	0.253521	0.352113	0.676056	0.323944	0.225352	0.436620	0.338028	0.661972	0.500000
cymru premier league	O25_FT	68	68	2.573529	1.088235	6	12	18	14	18	0.911765	0.735294	0.470588	0.264706	0.264706	0.205882	0.661765	0.735294	0.485294	0.352941	0.250000	0.397059	0.661765	0.279412	0.250000	0.397059	0.352941	0.647059	0.500000
cymru premier league	U35_FT	68	68	2.573529	1.088235	6	12	18	14	18	0.911765	0.735294	0.470588	0.264706	0.264706	0.205882	0.661765	0.735294	0.485294	0.352941	0.250000	0.397059	0.661765	0.279412	0.250000	0.397059	0.352941	0.647059	0.500000
fa cup	O25_FT	60	60	3.600000	1.366667	1	11	6	12	30	0.983333	0.800000	0.700000	0.500000	0.100000	0.200000	0.816667	0.800000	0.633333	0.433333	0.150000	0.416667	0.800000	0.350000	0.500000	0.233333	0.266667	0.733333	0.500000
fa cup	U35_FT	60	60	3.600000	1.366667	1	11	6	12	30	0.983333	0.800000	0.700000	0.500000	0.100000	0.200000	0.816667	0.800000	0.633333	0.433333	0.150000	0.416667	0.800000	0.350000	0.500000	0.233333	0.266667	0.733333	0.500000
coupe de france	O25_FT	28	28	3.178571	1.250000	3	2	6	5	12	0.892857	0.821429	0.607143	0.428571	0.214286	0.178571	0.642857	0.714286	0.464286	0.285714	0.250000	0.464286	0.714286	0.321429	0.178571	0.392857	0.428571	0.571429	0.500000
coupe de france	U35_FT	28	28	3.178571	1.250000	3	2	6	5	12	0.892857	0.821429	0.607143	0.428571	0.214286	0.178571	0.642857	0.714286	0.464286	0.285714	0.250000	0.464286	0.714286	0.321429	0.178571	0.392857	0.428571	0.571429	0.500000
scottish cup	O25_FT	28	28	2.964286	1.178571	3	2	8	7	8	0.892857	0.821429	0.535714	0.285714	0.285714	0.250000	0.857143	0.571429	0.535714	0.535714	0.285714	0.178571	0.642857	0.357143	0.428571	0.428571	0.142857	0.857143	0.500000
scottish cup	U35_FT	28	28	2.964286	1.178571	3	2	8	7	8	0.892857	0.821429	0.535714	0.285714	0.285714	0.250000	0.857143	0.571429	0.535714	0.535714	0.285714	0.178571	0.642857	0.357143	0.428571	0.428571	0.142857	0.857143	0.500000
copa del rey	O25_FT	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882	0.500000
copa del rey	U35_FT	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882	0.500000
uefa wc qualifiers	O25_FT	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667	0.500000
uefa wc qualifiers	U35_FT	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667	0.500000
belgian cup	O25_FT	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000	0.500000
belgian cup	TEAM1_WIN_FT	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000	0.500000
belgian cup	U35_FT	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000	0.500000
