# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-02-15	2. bundesliga	1. FC Magdeburg	Arminia Bielefeld	79	179	188	1388809
2026-02-15	2. bundesliga	Holstein Kiel	FC Schalke 04	79	191	174	1388807
2026-02-15	2. bundesliga	VfL Bochum	SC Paderborn 07	79	176	185	1388803
2026-02-15	bundesliga	FC Augsburg	1. FC Heidenheim	78	170	180	1388497
2026-02-15	bundesliga	RB Leipzig	VfL Wolfsburg	78	173	161	1388503
2026-02-15	czech first league	Pardubice	FK Jablonec	345	3724	1122	1384820
2026-02-15	czech first league	Mlada Boleslav	Teplice	345	640	3720	1384823
2026-02-15	czech first league	Slovan Liberec	Baník Ostrava	345	782	3713	1384822
2026-02-15	czech first league	Sparta Praha	Hradec Králové	345	628	3723	1384826
2026-02-15	eredivisie	Feyenoord	GO Ahead Eagles	88	209	410	1381068
2026-02-15	eredivisie	Heerenveen	PEC Zwolle	88	210	193	1381070
2026-02-15	eredivisie	Telstar	Twente	88	427	415	1381073
2026-02-15	eredivisie	Sparta Rotterdam	NEC Nijmegen	88	426	413	1381072
2026-02-15	fa cup	Birmingham	Leeds	45	54	63	1506253
2026-02-15	fa cup	Grimsby	Wolves	45	1365	39	1506256
2026-02-15	fa cup	Oxford United	Sunderland	45	1338	746	1506261
2026-02-15	fa cup	Stoke City	Fulham	45	75	36	1506264
2026-02-15	fa cup	Arsenal	Wigan	45	42	61	1506251
2026-02-15	laliga	Oviedo	Athletic Club	140	718	531	1391057
2026-02-15	laliga	Rayo Vallecano	Atletico Madrid	140	728	530	1391055
2026-02-15	laliga	Levante	Valencia	140	539	532	1391053
2026-02-15	laliga	Mallorca	Real Betis	140	798	543	1391054
2026-02-15	laliga2	Mirandes	Las Palmas	141	799	534	1392045
2026-02-15	laliga2	Eibar	Racing Santander	141	545	4665	1392040
2026-02-15	laliga2	Huesca	AD Ceuta FC	141	726	10139	1392043
2026-02-15	laliga2	Albacete	Sporting Gijon	141	722	731	1392042
2026-02-15	laliga2	Castellón	Deportivo La Coruna	141	5254	544	1392050
2026-02-15	liga mx	Atletico San Luis	Club Queretaro	262	2314	2290	1492511
2026-02-15	liga mx	Pachuca	Atlas	262	2292	2283	1492513
2026-02-15	liga mx	Monterrey	Leon	262	2282	2289	1492512
2026-02-15	liga mx	FC Juarez	Necaxa	262	2298	2288	1492509
2026-02-15	liga mx	Guadalajara Chivas	Club America	262	2278	2287	1492514
2026-02-15	liga mx	Cruz Azul	Tigres UANL	262	2295	2279	1492516
2026-02-15	liga portugal	Nacional	FC Porto	94	225	212	1396429
2026-02-15	liga portugal	AVS	Estoril	94	21595	230	1396426
2026-02-15	liga portugal	Sporting CP	Famalicao	94	228	242	1396432
2026-02-15	liga portugal 2	Pacos Ferreira	Torreense	95	234	4799	1398162
2026-02-15	liga portugal 2	Sporting CP B	Portimonense	95	761	216	1398165
2026-02-15	liga portugal 2	Vizela	Maritimo	95	810	214	1398166
2026-02-15	liga portugal 2	União de Leiria	FC Porto B	95	4662	243	1398161
2026-02-15	liga profesional argentina	Atletico Tucuman	Estudiantes de Rio Cuarto	128	455	2424	1491879
2026-02-15	liga profesional argentina	Independ. Rivadavia	Belgrano Cordoba	128	473	440	1491887
2026-02-15	liga profesional argentina	Gimnasia L.P.	Estudiantes L.P.	128	434	450	1491884
2026-02-15	liga profesional argentina	Boca Juniors	Platense	128	451	1064	1491881
2026-02-15	ligue 1	Le Havre	Toulouse	61	111	96	1387887
2026-02-15	ligue 1	Lorient	Angers	61	97	77	1387889
2026-02-15	ligue 1	Metz	Auxerre	61	112	108	1387892
2026-02-15	ligue 1	Lyon	Nice	61	80	84	1387890
2026-02-15	premiership	Kilmarnock	Celtic	179	250	247	1382825
2026-02-15	premiership	Motherwell	Aberdeen	179	256	252	1382826
2026-02-15	premiership	Rangers	Heart Of Midlothian	179	257	254	1382827
2026-02-15	primera a colombia	Independiente Medellin	Deportivo Pereira	239	1128	1462	1505988
2026-02-15	primera a colombia	Deportivo Pasto	Internacional de Bogota	239	1126	1134	1505989
2026-02-15	primera a colombia	Águilas Doradas	Bucaramanga	239	1144	1131	1505990
2026-02-15	primera a colombia	Deportes Tolima	Once Caldas	239	1142	1136	1505991
2026-02-15	primera división paraguay	Sportivo Ameliano	2 de Mayo	250	10487	2140	1504983
2026-02-15	primera división paraguay	Sportivo Trinidense	Libertad Asuncion	250	1187	1179	1504988
2026-02-15	pro league	Cercle Brugge	Club Brugge KV	144	741	569	1382621
2026-02-15	pro league	Antwerp	KVC Westerlo	144	740	261	1382618
2026-02-15	pro league	Anderlecht	RAAL La Louvière	144	554	5902	1382624
2026-02-15	pro league	St. Truiden	Zulte Waregem	144	735	600	1382619
2026-02-15	serie a italia	Udinese	Sassuolo	135	494	488	1378113
2026-02-15	serie a italia	Cremonese	Genoa	135	520	495	1378106
2026-02-15	serie a italia	Parma	Verona	135	523	504	1378110
2026-02-15	serie a italia	Torino	Bologna	135	503	500	1378112
2026-02-15	serie a italia	Napoli	AS Roma	135	492	497	1378109
2026-02-15	serie b	Bari	Sudtirol	136	508	1578	1419838
2026-02-15	serie b	Monza	Juve Stabia	136	1579	863	1419831
2026-02-15	serie b	Spezia	Frosinone	136	515	512	1419840
2026-02-15	serie b	Empoli	Reggiana	136	511	880	1419839
2026-02-15	serie b	Avellino	Pescara	136	528	525	1419835
2026-02-15	super league switzerland	FC Thun	FC Sion	207	1012	630	1494545
2026-02-15	super league switzerland	FC Basel 1893	FC Lugano	207	551	606	1494546
2026-02-15	super league switzerland	Lausanne	Servette FC	207	1014	2184	1494547
2026-02-15	super lig	Kocaelispor	Gazişehir Gaziantep	203	7411	3573	1394629
2026-02-15	super lig	Göztepe	Kayserispor	203	994	1001	1394627
