TSV: 2026-04-02	laliga2	Las Palmas	Granada CF	1392123	2-0	FT	0-0
TSV: 2026-04-02	laliga2	Castellón	Almeria	1392117	2-0	FT	1-0
TSV: 2026-04-02	laliga2	Real Sociedad II	Eibar	1392118	0-1	FT	0-1
TSV: 2026-04-02	laliga2	Leganes	Zaragoza	1392119	1-1	FT	1-1
TSV: 2026-04-02	liga profesional argentina	Barracas Central	Sarmiento Junin	1492000	1-2	FT	0-2
TSV: 2026-04-02	liga profesional argentina	Tigre	Independ. Rivadavia	1492011	0-2	2H	0-1
TSV: 2026-04-02	primera a colombia	Atletico Nacional	Cucuta	1506070	0-0	FT	0-0
TSV: 2026-04-02	primera a colombia	Chico	Deportivo Pereira	1506071	1-0	FT	0-0
TSV: 2026-04-02	primera a colombia	America de Cali	Bucaramanga	1506072	1-0	HT	1-0
TSV: 2026-04-02	serie a brazil	Fluminense	Corinthians	1492196	3-1	FT	2-0
TSV: 2026-04-02	serie a brazil	Chapecoense-sc	Atletico-MG	1492193	0-0	1H	0-0
TSV: 2026-04-02	serie a brazil	Santos	Remo	1492199	0-0	1H	0-0
TSV: 2026-04-02	liga profesional argentina	Talleres Cordoba	Boca Juniors	1492010	0-1	FT	0-0
TSV: 2026-04-02	primera a colombia	Jaguares	Millonarios	1506073	1-0	FT	0-0
