# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-04-02	laliga2	Las Palmas	Granada CF	141	534	715	1392123
2026-04-02	laliga2	Castellón	Almeria	141	5254	723	1392117
2026-04-02	laliga2	Real Sociedad II	Eibar	141	9585	545	1392118
2026-04-02	laliga2	Leganes	Zaragoza	141	537	732	1392119
2026-04-02	liga profesional argentina	Lanus	Platense	128	446	1064	1492006
2026-04-02	liga profesional argentina	Barracas Central	Sarmiento Junin	128	2432	474	1492000
2026-04-02	liga profesional argentina	Tigre	Independ. Rivadavia	128	452	473	1492011
2026-04-02	primera a colombia	Santa Fe	Llaneros	239	1139	1464	1506069
2026-04-02	primera a colombia	Atletico Nacional	Cucuta	239	1137	1470	1506070
2026-04-02	primera a colombia	Chico	Deportivo Pereira	239	1132	1462	1506071
2026-04-02	primera a colombia	America de Cali	Bucaramanga	239	1138	1131	1506072
2026-04-02	primera división paraguay	Sportivo Trinidense	Olimpia	250	1187	1182	1505042
2026-04-02	serie a brazil	Botafogo	Mirassol	71	120	7848	1492191
2026-04-02	serie a brazil	Internacional	Sao Paulo	71	119	126	1492197
2026-04-02	serie a brazil	Bahia	Atletico Paranaense	71	118	134	1492190
2026-04-02	serie a brazil	Cruzeiro	Vitoria	71	135	136	1492195
2026-04-02	serie a brazil	Coritiba	Vasco DA Gama	71	147	133	1492194
2026-04-02	serie a brazil	Fluminense	Corinthians	71	124	131	1492196
