TSV:	2026-03-29	00:00	international friendlies	Haiti (—) vs Tunisia (—)	Over 15 (FT)	8.0	MEGA EXPLOSION [R:—-—]	—
TSV:	2026-03-29	00:00	international friendlies	Armenia (—) vs Belarus (—)	Over 15 (FT)	8.0	MEGA EXPLOSION [R:—-—]	—
TSV:	2026-03-29	00:00	international friendlies	Lithuania (—) vs Georgia (—)	Over 15 (FT)	8.0	MEGA EXPLOSION [R:—-—]	—
TSV:	2026-03-29	00:00	laliga2	Cultural Leonesa (22) vs FC Andorra (11)	Over 15 (FT)	8.0	MEGA EXPLOSION [R:22-11]	—
TSV:	2026-03-29	00:00	laliga2	Almeria (2) vs Real Sociedad II (15)	Over 15 (FT)	8.0	MEGA EXPLOSION [R:2-15]	—
TSV:	2026-03-29	00:00	international friendlies	Mexico (—) vs Portugal (—)	Over 15 (FT)	5.0	FORT PLUS [R:—-—]	—
TSV:	2026-03-29	00:00	international friendlies	Colombia (—) vs France (—)	Over 15 (FT)	5.0	FORT PLUS [R:—-—]	—
TSV:	2026-03-29	00:00	laliga2	Zaragoza (19) vs Racing Santander (1)	Over 15 (FT)	5.0	FORT PLUS [R:19-1]	—
TSV:	2026-03-29	00:00	primera a colombia	Deportivo Cali (14) vs Deportivo Pereira (18)	Over 15 (FT)	4.0	FORT [R:14-18]	—
TSV:	2026-03-29	00:00	cymru premier league	GAP Connah S Quay FC (2) vs Barry Town (3)	Over 15 (FT)	3.0	MOYEN PLUS [R:2-3]	—
TSV:	2026-03-29	00:00	liga portugal 2	União de Leiria (4) vs Pacos Ferreira (15)	Over 15 (FT)	3.0	MOYEN PLUS [R:4-15]	—
TSV:	2026-03-29	00:00	primera a colombia	Deportes Tolima (2) vs Jaguares (—)	Over 15 (FT)	3.0	MOYEN PLUS [R:2-—]	—
TSV:	2026-03-29	00:00	primera a colombia	Internacional de Bogota (20) vs Junior (5)	Over 15 (FT)	3.0	MOYEN PLUS [R:20-5]	—
