TSV: 2026-03-29	cymru premier league	GAP Connah S Quay FC	Barry Town	1508981	1-1	FT	0-1
TSV: 2026-03-29	international friendlies	Haiti	Tunisia	1512761	0-1	FT	0-1
TSV: 2026-03-29	international friendlies	Mexico	Portugal	1514464	0-0	FT	0-0
TSV: 2026-03-29	international friendlies	Armenia	Belarus	1514832	1-2	FT	0-1
TSV: 2026-03-29	international friendlies	Lithuania	Georgia	1502472	0-2	FT	0-0
TSV: 2026-03-29	international friendlies	Colombia	France	1514465	1-3	FT	0-2
TSV: 2026-03-29	laliga2	Eibar	Las Palmas	1392107	3-1	FT	3-1
TSV: 2026-03-29	laliga2	Cultural Leonesa	FC Andorra	1396980	0-4	FT	0-2
TSV: 2026-03-29	laliga2	Zaragoza	Racing Santander	1392110	2-0	FT	0-0
TSV: 2026-03-29	laliga2	Almeria	Real Sociedad II	1392114	5-1	FT	2-0
TSV: 2026-03-29	liga portugal 2	União de Leiria	Pacos Ferreira	1398144	2-0	FT	1-0
TSV: 2026-03-29	primera a colombia	Deportivo Cali	Deportivo Pereira	1506061	1-0	FT	1-0
TSV: 2026-03-29	primera a colombia	Internacional de Bogota	Junior	1506062	0-1	FT	0-0
TSV: 2026-03-29	primera a colombia	Deportivo Pasto	Atletico Nacional	1506063	1-2	FT	1-1
TSV: 2026-03-29	primera división paraguay	Club Guarani	Sportivo Trinidense	1505033	0-0	FT	0-0
TSV: 2026-03-29	serie a brazil	Atletico Paranaense	Botafogo	1492150	4-1	FT	2-1
