TSV:	2026-01-13	copa del rey	Deportivo La Coruna (—)	Atletico Madrid (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-13	coupe de france	Bayeux (—)	Marseille (—)	HT+0.5	8.0	MEGA EXPLOSION [R:—-—]
TSV:	2026-01-13	cymru premier league	Barry Town (6)	llanelli AFC (12)	HT+0.5	8.0	MEGA EXPLOSION [R:6-12]
TSV:	2026-01-13	cymru premier league	Caernarfon Town (4)	GAP Connah S Quay FC (2)	HT+0.5	8.0	MEGA EXPLOSION [R:4-2]
TSV:	2026-01-13	saudi arabia	Al-Fateh (10)	Al Riyadh (15)	HT+0.5	8.0	MEGA EXPLOSION [R:10-15]
TSV:	2026-01-13	saudi arabia	Damac (14)	Al-Ittihad FC (6)	HT+0.5	8.0	MEGA EXPLOSION [R:14-6]
TSV:	2026-01-13	copa del rey	Cultural Leonesa (—)	Athletic Club (—)	HT+0.5	6.0	TRÈS FORT [R:—-—]
TSV:	2026-01-13	belgian cup	Antwerp (—)	RAAL La Louvière (—)	HT+0.5	5.0	FORT PLUS [R:—-—]
TSV:	2026-01-13	bundesliga	VfB Stuttgart (5)	Eintracht Frankfurt (7)	HT+0.5	5.0	FORT PLUS [R:5-7]
TSV:	2026-01-13	bundesliga	Borussia Dortmund (2)	Werder Bremen (12)	HT+0.5	5.0	FORT PLUS [R:2-12]
TSV:	2026-01-13	bundesliga	FSV Mainz 05 (18)	1. FC Heidenheim (17)	HT+0.5	5.0	FORT PLUS [R:18-17]
TSV:	2026-01-13	bundesliga	Hamburger SV (13)	Bayer Leverkusen (4)	HT+0.5	5.0	FORT PLUS [R:13-4]
TSV:	2026-01-13	cymru premier league	Flint Town United (10)	Bala Town (11)	HT+0.5	5.0	FORT PLUS [R:10-11]
TSV:	2026-01-13	cymru premier league	Haverfordwest County AFC (8)	Briton Ferry (9)	HT+0.5	5.0	FORT PLUS [R:8-9]
TSV:	2026-01-13	liga mx	Puebla (18)	Mazatlán (16)	HT+0.5	5.0	FORT PLUS [R:18-16]
