# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-02-24	championship	Blackburn	Bristol City	40	67	56	1386955
2026-02-24	championship	Hull City	Derby	40	64	69	1386951
2026-02-24	championship	Middlesbrough	Leicester	40	70	46	1386949
2026-02-24	championship	Swansea	Preston	40	76	59	1386947
2026-02-24	championship	Watford	Ipswich	40	38	57	1386950
2026-02-24	championship	West Brom	Charlton	40	60	1335	1386954
2026-02-24	championship	Wrexham	Portsmouth	40	1837	1355	1386948
2026-02-24	championship	Southampton	QPR	40	41	72	1386953
2026-02-24	liga pro ecuador	Libertad	Manta FC	242	18762	1980	1519260
2026-02-24	liga profesional argentina	Platense	Defensa Y Justicia	128	1064	442	1491917
2026-02-24	liga profesional argentina	San Lorenzo	Instituto Cordoba	128	460	478	1491920
2026-02-24	liga profesional argentina	Central Cordoba de Santiago	Talleres Cordoba	128	1065	456	1491911
2026-02-24	premiership	Dundee Utd	Aberdeen	179	1386	252	1382817
2026-02-24	saudi arabia	Al Khaleej Saihat	Al Kholood	307	2928	10509	1435998
2026-02-24	saudi arabia	Al Taawon	Al-Hilal Saudi FC	307	2936	2932	1436002
2026-02-24	saudi arabia	Al-Hazm	Al-Ittihad FC	307	2945	2938	1435996
2026-02-24	uefa champions league	Atletico Madrid	Club Brugge KV	2	530	569	1515522
2026-02-24	uefa champions league	Bayer Leverkusen	Olympiakos Piraeus	2	168	553	1515523
2026-02-24	uefa champions league	Inter	Bodo/Glimt	2	505	327	1515524
2026-02-24	uefa champions league	Newcastle	Qarabag	2	34	556	1515525
