TSV:	2026-01-16	15:45	saudi arabia	Al Khaleej Saihat (8) vs Al Okhdood (17)	Team1 scores (FT)	5.0	FORT PLUS [R:8-17]	—

TSV:	2026-01-16	20:00	ligue 2	Dunkerque (6) vs PAU (7)	Team1 scores (FT)	5.0	FORT PLUS [R:6-7]	1.15
