TSV:	2026-01-17	16:30	liga portugal	GIL Vicente (4) vs Nacional (14)	Team1 scores (FT)	5.0	FORT PLUS [R:4-14]	1.18

TSV:	2026-01-17	18:30	saudi arabia	Al-Nassr (2) vs Al Shabab (14)	Team1 scores (FT)	7.0	EXPLOSION [R:2-14]	—

TSV:	2026-01-17	19:00	ligue 1	Toulouse (7) vs Nice (14)	Team1 scores (FT)	5.0	FORT PLUS [R:7-14]	1.2
