# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-03-12	liga profesional argentina	Atletico Tucuman	Aldosivi	128	455	463	1491954
2026-03-12	liga profesional argentina	Independ. Rivadavia	Barracas Central	128	473	2432	1491963
2026-03-12	liga profesional argentina	Defensa Y Justicia	Central Cordoba de Santiago	128	442	1065	1491957
2026-03-12	liga profesional argentina	Deportivo Riestra	Gimnasia M.	128	476	1066	1491958
2026-03-12	liga profesional argentina	Estudiantes de Rio Cuarto	Belgrano Cordoba	128	2424	440	1491960
2026-03-12	liga profesional argentina	Talleres Cordoba	Instituto Cordoba	128	456	478	1491966
2026-03-12	saudi arabia	Al Najma	Damac	307	2992	2956	1436140
2026-03-12	saudi arabia	Al-Hazm	Al Kholood	307	2945	10509	1436139
2026-03-12	saudi arabia	NEOM	Al Taawon	307	10513	2936	1436145
2026-03-12	serie a brazil	Bahia	Vitoria	71	118	136	1492152
2026-03-12	serie a brazil	Corinthians	Coritiba	71	131	147	1492153
2026-03-12	serie a brazil	Flamengo	Cruzeiro	71	127	135	1492154
2026-03-12	serie a brazil	remo	Fluminense	71	1198	124	1492157
2026-03-12	serie a brazil	Vasco DA Gama	Palmeiras	71	133	121	1492159
2026-03-12	uefa europa league	Bologna	AS Roma	3	500	497	1528335
2026-03-12	uefa europa league	Lille	Aston Villa	3	79	66	1528334
2026-03-12	uefa europa league	Panathinaikos	Real Betis	3	617	543	1528337
2026-03-12	uefa europa league	VfB Stuttgart	FC Porto	3	172	212	1528336
2026-03-12	uefa europa league	Celta Vigo	Lyon	3	538	80	1528338
2026-03-12	uefa europa league	Ferencvarosi TC	SC Braga	3	651	217	1528340
2026-03-12	uefa europa league	Genk	SC Freiburg	3	742	160	1528341
2026-03-12	uefa europa league	Nottingham Forest	FC Midtjylland	3	65	397	1528339
