TSV: 2026-01-28	liga profesional argentina	Atletico Tucuman	Central Cordoba de Santiago	1491834	0-0	FT	0-0
TSV: 2026-01-28	liga profesional argentina	Newells Old Boys	Independiente	1491842	1-1	FT	0-1
TSV: 2026-01-28	liga profesional argentina	Aldosivi	Barracas Central	1491833	0-0	FT	0-0
TSV: 2026-01-28	liga profesional argentina	Racing Club	Rosario Central	1491844	1-2	FT	1-2
TSV: 2026-01-28	primera a colombia	Independiente Medellin	Deportes Tolima	1505949	2-2	FT	1-2
TSV: 2026-01-28	primera a colombia	Alianza Valledupar	Chico	1505950	1-1	FT	0-0
TSV: 2026-01-28	primera división paraguay	Libertad Asuncion	Sportivo Ameliano	1504966	1-0	FT	1-0
TSV: 2026-01-28	saudi arabia	Al Najma	Al Riyadh	1436079	1-1	FT	0-1
TSV: 2026-01-28	saudi arabia	Al-Ahli Jeddah	Al-Ettifaq	1436076	4-0	FT	2-0
TSV: 2026-01-28	saudi arabia	Al-Fayha	Al Khaleej Saihat	1436078	3-1	FT	3-0
TSV: 2026-01-28	serie a brazil	Atletico-MG	Palmeiras	1492110	2-2	FT	1-1
TSV: 2026-01-28	serie a brazil	Coritiba	RB Bragantino	1492114	0-1	FT	0-0
TSV: 2026-01-28	serie a brazil	Internacional	Atletico Paranaense	1492116	0-1	FT	0-1
TSV: 2026-01-28	serie a brazil	Vitoria	remo	1492119	2-0	FT	0-0
TSV: 2026-01-28	serie a brazil	Fluminense	Gremio	1492115	2-1	FT	0-0
TSV: 2026-01-28	uefa champions league	Ajax	Olympiakos Piraeus	1451157	1-2	FT	0-0
TSV: 2026-01-28	uefa champions league	Arsenal	Kairat Almaty	1451159	3-2	FT	3-1
TSV: 2026-01-28	uefa champions league	Athletic Club	Sporting CP	1451156	2-3	FT	2-1
TSV: 2026-01-28	uefa champions league	Atletico Madrid	Bodo/Glimt	1451152	1-2	FT	1-1
TSV: 2026-01-28	uefa champions league	Barcelona	FC Copenhagen	1451161	4-1	FT	0-1
TSV: 2026-01-28	uefa champions league	Bayer Leverkusen	Villarreal	1451155	3-0	FT	2-0
TSV: 2026-01-28	uefa champions league	Benfica	Real Madrid	1451162	4-2	FT	2-1
TSV: 2026-01-28	uefa champions league	Borussia Dortmund	Inter	1451147	0-2	FT	0-0
TSV: 2026-01-28	uefa champions league	Club Brugge KV	Marseille	1451163	3-0	FT	2-0
TSV: 2026-01-28	uefa champions league	Eintracht Frankfurt	Tottenham	1451150	0-2	FT	0-0
TSV: 2026-01-28	uefa champions league	Liverpool	Qarabag	1451160	6-0	FT	2-0
TSV: 2026-01-28	uefa champions league	Manchester City	Galatasaray	1451153	2-0	FT	2-0
TSV: 2026-01-28	uefa champions league	Monaco	Juventus	1451148	0-0	FT	0-0
TSV: 2026-01-28	uefa champions league	Napoli	Chelsea	1451146	2-3	FT	2-1
TSV: 2026-01-28	uefa champions league	Pafos	Slavia Praha	1451151	4-1	FT	1-1
TSV: 2026-01-28	uefa champions league	Paris Saint Germain	Newcastle	1451149	1-1	FT	1-1
TSV: 2026-01-28	uefa champions league	PSV Eindhoven	Bayern München	1451154	1-2	FT	0-0
TSV: 2026-01-28	uefa champions league	Union St. Gilloise	Atalanta	1451158	1-0	FT	0-0
