variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,wr_mean,wr_std,n_mean,n_min,n_max,loss_streak_mean,loss_streak_max,win_streak_mean,win_streak_max,nm_mult_mean,nm_mult_min,nm_ruin,nm_streak,safe_mult_mean,safe_mult_min,safe_mult_max,safe_mult_std,safe_ruin,safe_loss_str_mean,safe_win_str_mean,safe_dbl,br_safe_mult,br_nm_mult,br_wr,br_n_tickets,br_win_streak,br_loss_streak,br_doublings,wr_safe_mult,wr_nm_mult,wr_wr,wr_n_tickets,wr_win_streak,wr_loss_streak,wr_doublings,wr_ruined,score
145,3.6,2.2,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4332,0.0432,20.43,17,24,3.05,4,2.29,4,7.2175,0.0,5.0,3.05,4.8451,0.0,8.876,2.362,2.0,3.05,2.27,1.8,8.876,16.969,0.5217,23,3,3,3,0.0,0.0,0.381,21,1,4,0,False,2.5325
86,3.4,2.0,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4323,0.0582,20.97,18,24,2.98,4,2.32,5,6.6274,0.0,6.0,2.98,4.8367,0.0,8.512,1.7104,1.0,2.98,2.31,1.86,8.512,16.05,0.4545,22,2,3,3,0.0,0.0,0.3478,23,1,4,0,False,2.538
58,3.4,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4607,0.0522,21.11,19,24,3.08,4,3.06,6,6.9434,0.0,8.0,3.08,4.8323,0.0,8.356,2.1796,0.0,3.08,3.06,1.9,8.356,17.957,0.5217,23,5,3,3,0.0,0.0,0.4348,23,3,4,0,False,2.5544
135,3.6,2.0,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4805,0.0585,20.59,16,23,3.07,4,3.74,7,7.524,0.0,3.0,3.07,4.8321,0.0,8.855,2.5192,1.0,3.07,3.71,1.78,8.855,17.705,0.5217,23,7,3,3,0.0,0.0,0.4286,21,4,4,0,False,2.5502
102,3.4,2.2,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4086,0.064,20.28,16,24,3.28,5,2.25,5,6.6045,0.0,15.0,3.26,4.8279,0.0,9.611,2.3507,3.0,3.26,2.24,1.89,9.611,20.196,0.4348,23,3,3,3,0.0,0.0,0.35,20,2,4,0,False,2.5065
3,3.2,1.8,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4825,0.0581,20.92,18,24,3.01,4,3.69,8,6.8172,0.0,4.0,3.01,4.8077,0.0,7.298,1.8819,1.0,3.01,3.68,1.91,7.298,12.345,0.5455,22,7,3,3,0.0,0.0,0.4286,21,4,4,0,False,2.5386
116,3.6,1.8,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4242,0.0597,21,18,24,3.03,4,2.45,5,7.0386,0.0,6.0,3.03,4.803,0.0,9.176,2.1483,0.0,3.03,2.45,1.84,9.176,18.84,0.4545,22,4,3,3,0.0,0.0,0.381,21,3,4,0,False,2.5288
83,3.4,2.0,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4654,0.0489,21.13,18,24,3.1,4,3.26,5,6.9689,0.0,7.0,3.1,4.7932,0.0,8.05,2.231,0.0,3.1,3.26,1.9,8.05,16.891,0.4583,24,4,3,3,0.0,0.0,0.4211,19,2,4,0,False,2.5362
121,3.6,1.8,0.65,15,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4256,0.0549,20.99,19,25,3.12,4,2.42,5,6.9399,0.0,4.0,3.12,4.784,0.0,9.214,2.2477,0.0,3.12,2.42,1.79,9.214,18.005,0.4783,23,2,3,3,0.0,0.0,0.4,25,3,4,0,False,2.5197
75,3.4,2.0,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4899,0.0538,20.78,16,24,3.05,4,3.87,9,7.0556,0.0,8.0,3.05,4.7786,0.0,9.313,2.2176,1.0,3.05,3.84,1.91,9.313,20.707,0.5833,24,8,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.5263
69,3.4,1.8,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4833,0.0559,20.88,17,24,2.99,4,3.57,8,6.7637,0.0,11.0,2.99,4.7731,0.0,7.917,2.1361,1.0,2.99,3.55,1.96,7.917,16.344,0.4583,24,4,3,3,0.0,0.0,0.5,22,7,4,0,False,2.5215
110,3.6,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4691,0.051,21.01,17,24,3.01,4,3.1,5,6.8662,0.0,7.0,3.01,4.7633,0.0,7.73,2.3404,0.0,3.01,3.1,1.94,7.73,14.191,0.5,22,3,3,3,0.0,0.0,0.4167,24,2,4,0,False,2.5224
40,3.2,2.2,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4485,0.0572,20.59,18,24,3.02,4,2.57,5,6.7978,0.0,3.0,3.02,4.7599,0.0,7.295,1.9647,0.0,3.02,2.57,1.87,7.295,12.336,0.4348,23,2,3,3,0.0,0.0,0.4091,22,2,4,0,False,2.5145
148,3.6,2.2,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4259,0.0505,19.99,16,24,3.04,5,2.23,5,6.8479,0.0,8.0,3.04,4.7589,0.0,8.506,2.1114,1.0,3.04,2.22,1.81,8.506,15.01,0.4167,24,2,3,3,0.0,0.0,0.3182,22,1,4,0,False,2.4972
127,3.6,2.0,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4619,0.0556,20.97,18,24,3.09,5,3.16,5,7.0822,0.0,9.0,3.09,4.7525,0.0,9.057,2.3699,2.0,3.09,3.14,1.81,9.057,16.295,0.5217,23,4,3,3,0.0,0.0,0.3478,23,2,4,0,False,2.4948
39,3.2,2.2,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4655,0.067,20.2,17,24,3.01,5,2.98,8,6.6487,0.0,4.0,3.01,4.7509,0.0,7.138,1.8468,1.0,3.01,2.96,1.84,7.138,12.81,0.4583,24,2,3,3,0.0,0.0,0.381,21,2,4,0,False,2.5051
63,3.4,1.8,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4808,0.0569,20.77,18,24,2.99,5,3.62,8,7.0504,0.0,7.0,2.99,4.7466,0.0,8.071,2.2268,3.0,2.99,3.5,1.83,8.071,14.104,0.5238,21,4,3,2,0.0,0.0,0.4091,22,4,4,0,False,2.4875
70,3.4,1.8,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4598,0.0549,21.21,18,25,3.16,5,3.11,5,6.7431,0.0,8.0,3.16,4.7428,0.0,9.487,2.3595,1.0,3.16,3.1,1.87,9.487,19.117,0.5217,23,4,3,3,0.0,0.0,0.4091,22,4,4,0,False,2.4993
74,3.4,2.0,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4593,0.0468,20.95,17,24,3.07,4,3,5,6.9306,0.0,7.0,3.07,4.7364,0.0,8.349,2.1852,3.0,3.07,2.94,1.84,8.349,16.525,0.4783,23,5,3,3,0.0,0.0,0.4091,22,3,4,0,False,2.476
117,3.6,1.8,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4729,0.0603,20.94,17,25,3.12,4,3.55,8,7.0907,0.0,9.0,3.12,4.7314,0.0,10.167,2.6359,0.0,3.12,3.55,1.83,10.167,21.416,0.52,25,4,3,3,0.0,0.0,0.3478,23,2,4,0,False,2.5076
138,3.6,2.0,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4333,0.0599,20.47,17,24,3.02,4,2.43,7,6.5036,0.0,7.0,3.02,4.7288,0.0,8.004,1.9493,0.0,3.02,2.43,1.79,8.004,13.083,0.4545,22,2,3,2,0.0,0.0,0.4091,22,2,4,0,False,2.4944
4,3.2,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4693,0.0542,21.28,18,25,3.08,4,3.26,5,6.6249,0.0,4.0,3.08,4.7286,0.0,8.548,2.1573,1.0,3.08,3.22,1.8,8.548,15.015,0.5,24,3,3,3,0.0,0.0,0.5,20,5,4,0,True,2.4951
56,3.4,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4695,0.0534,21.24,18,24,3.09,4,3.21,6,7.1097,0.0,4.0,3.09,4.7221,0.0,8.922,2.5552,0.0,3.09,3.21,1.81,8.922,17.624,0.5,24,4,3,3,0.0,0.0,0.4091,22,2,4,0,False,2.5019
55,3.4,1.8,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4648,0.0459,21.32,18,25,3.11,5,3.23,6,7.1993,0.0,8.0,3.11,4.7211,0.0,9.331,2.5004,3.0,3.11,3.14,1.8,9.331,20.313,0.52,25,5,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.47
9,3.2,1.8,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4844,0.0506,21,17,25,3.05,4,3.71,8,6.9236,0.0,3.0,3.05,4.7083,0.0,7.979,2.1638,0.0,3.05,3.71,1.9,7.979,15.655,0.48,25,4,3,3,0.0,0.0,0.5238,21,6,4,0,False,2.4995
36,3.2,2.2,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4572,0.0558,20.36,16,24,3.03,4,2.85,6,6.6803,0.0,5.0,3.03,4.7076,0.0,7.044,1.8158,0.0,3.03,2.85,1.84,7.044,11.782,0.5455,22,3,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.491
41,3.2,2.2,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4405,0.0589,20.59,17,24,3.04,5,2.32,5,6.5958,0.0,6.0,3.04,4.702,0.0,7.319,1.9151,1.0,3.04,2.32,1.84,7.319,12.364,0.375,24,2,3,3,0.0,0.0,0.4,20,2,4,0,False,2.4732
35,3.2,2.0,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4709,0.0503,21.31,18,25,3.04,5,3.35,5,7.0302,0.0,5.0,3.04,4.6943,0.0,7.356,2.1564,2.0,3.04,3.3,1.87,7.356,13.355,0.4583,24,4,3,3,0.0,0.0,0.4783,23,5,4,0,False,2.4684
139,3.6,2.0,0.65,15,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4208,0.0565,20.88,18,24,3.14,4,2.45,5,6.6687,0.0,8.0,3.14,4.6856,0.0,8.302,2.0588,0.0,3.14,2.45,1.78,8.302,16.324,0.4348,23,4,3,3,0.0,0.0,0.35,20,1,4,0,False,2.469
34,3.2,2.0,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4682,0.0549,21.27,18,24,3.08,4,3.32,8,6.7208,0.0,7.0,3.08,4.6834,0.0,8.494,2.1812,0.0,3.08,3.32,1.83,8.494,19.134,0.5833,24,5,3,3,0.0,0.0,0.4783,23,4,4,0,False,2.4822
99,3.4,2.2,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4511,0.056,19.96,16,23,3.01,5,2.71,6,6.8208,0.0,5.0,3.01,4.6771,0.0,7.383,2.1149,2.0,3.01,2.64,1.81,7.383,13.163,0.5455,22,4,3,3,0.0,0.0,0.45,20,3,4,0,False,2.4539
65,3.4,1.8,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4646,0.0546,21.07,17,25,3.07,4,3.11,6,6.9218,0.0,6.0,3.07,4.6727,0.0,8.242,2.405,0.0,3.07,3.11,1.81,8.242,14.866,0.5,24,3,3,3,0.0,0.0,0.381,21,2,4,0,False,2.4757
77,3.4,2.0,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.454,0.0603,21.38,18,24,3.14,5,3.11,6,6.9256,0.0,13.0,3.14,4.6718,0.0,8.043,2.3175,1.0,3.14,3.1,1.89,8.043,14.767,0.6,20,5,3,3,0.0,0.0,0.375,24,4,4,0,False,2.4621
153,3.6,2.2,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4515,0.0554,19.75,17,23,3.03,4,2.7,7,6.738,0.0,7.0,3.03,4.6681,0.0,8.568,2.2397,1.0,3.03,2.69,1.77,8.568,17.036,0.5238,21,4,3,2,0.0,0.0,0.35,20,1,4,0,False,2.4595
101,3.4,2.2,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4348,0.0603,20.46,17,23,3.08,5,2.32,4,6.8674,0.0,5.0,3.08,4.6634,0.0,8.61,2.3782,1.0,3.08,2.3,1.77,8.61,15.286,0.4545,22,3,3,3,0.0,0.0,0.3333,21,1,4,0,False,2.4521
149,3.6,2.2,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4353,0.0549,20.25,17,23,3.07,4,2.38,4,6.9955,0.0,6.0,3.07,4.6537,0.0,8.349,2.5001,1.0,3.07,2.38,1.76,8.349,15.316,0.4091,22,2,3,3,0.0,0.0,0.4091,22,2,4,0,False,2.4474
19,3.2,2.0,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4714,0.0525,21.33,18,24,3.1,4,3.26,5,6.8931,0.0,5.0,3.1,4.6527,0.0,7.289,2.0931,0.0,3.1,3.26,1.83,7.289,15.115,0.5,24,3,3,3,0.0,0.0,0.4091,22,2,4,0,False,2.4678
158,3.6,2.2,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3854,0.061,20.01,17,24,3.39,5,1.82,4,5.4163,0.0,20.0,3.37,4.6465,0.0,8.173,2.1274,0.0,3.35,1.82,1.89,8.173,15.751,0.4545,22,3,3,3,0.0,0.0,0.3333,21,2,4,0,False,2.4389
94,3.4,2.2,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4378,0.0543,19.91,17,24,2.98,5,2.33,5,6.7344,0.0,7.0,2.98,4.6459,0.0,7.697,1.9529,1.0,2.98,2.32,1.8,7.697,13.419,0.4091,22,2,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.4443
37,3.2,2.2,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4495,0.0535,20.36,17,24,3,5,2.47,4,6.5416,0.0,9.0,3,4.6444,0.0,8.488,2.0508,1.0,3,2.44,1.83,8.488,17.012,0.3913,23,2,3,3,0.0,0.0,0.4,20,2,4,0,False,2.4471
22,3.2,2.0,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4725,0.0537,20.92,18,24,2.98,4,3.2,5,6.6072,0.0,6.0,2.98,4.6432,0.0,7.882,1.9774,1.0,2.98,3.19,1.86,7.882,14.607,0.4545,22,5,3,3,0.0,0.0,0.4286,21,3,4,0,False,2.4534
59,3.4,1.8,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.465,0.0504,21.14,19,25,3.15,4,3.21,6,6.81,0.0,5.0,3.15,4.6394,0.0,8.48,2.4922,1.0,3.15,3.2,1.77,8.48,15.218,0.5909,22,4,3,3,0.0,0.0,0.4091,22,3,4,0,False,2.4492
160,3.6,2.2,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4311,0.0492,20.16,17,23,3.07,4,2.37,4,6.8388,0.0,8.0,3.07,4.63,0.0,9.402,2.4187,0.0,3.07,2.37,1.79,9.402,17.823,0.4348,23,2,3,3,0.0,0.0,0.4091,22,3,4,0,False,2.4443
5,3.2,1.8,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.466,0.0493,21.2,19,24,3.12,5,3.3,6,6.6045,0.0,9.0,3.12,4.6241,0.0,8.306,2.1635,1.0,3.12,3.26,1.85,8.306,15.153,0.5217,23,4,3,2,0.0,0.0,0.3913,23,2,4,0,False,2.4419
76,3.4,2.0,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4601,0.0525,20.97,17,24,3.1,4,3.1,5,6.8068,0.0,8.0,3.1,4.619,0.0,8.977,2.3962,0.0,3.1,3.1,1.8,8.977,17.252,0.4783,23,4,3,3,0.0,0.0,0.3913,23,2,4,0,False,2.4475
51,3.2,2.2,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4616,0.0599,20.21,17,24,2.95,4,2.79,6,6.3325,0.0,5.0,2.95,4.6133,0.0,7.334,1.8484,0.0,2.95,2.79,1.8,7.334,13.979,0.5455,22,4,3,3,0.0,0.0,0.35,20,1,4,0,False,2.4451
96,3.4,2.2,0.65,12,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.3988,0.0609,19.81,16,24,3.27,4,1.95,5,6.1471,0.0,16.0,3.27,4.6127,0.0,7.83,2.3127,2.0,3.27,1.94,1.84,7.83,13.627,0.375,24,2,3,3,0.0,0.0,0.4737,19,3,4,0,False,2.406
2,3.2,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4726,0.058,21.18,18,25,3,4,3.35,5,6.6672,0.0,9.0,3,4.6082,0.0,7.84,2.1275,0.0,3,3.35,1.78,7.84,10.604,0.55,20,5,3,2,0.0,0.0,0.5,20,4,4,0,False,2.4459
93,3.4,2.2,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4412,0.0599,20,16,23,3,4,2.61,6,6.5836,0.0,9.0,3,4.6025,0.0,7.938,2.0113,0.0,3,2.61,1.83,7.938,15.17,0.4348,23,2,3,3,0.0,0.0,0.3913,23,3,4,0,False,2.4336
84,3.4,2.0,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4445,0.0592,20.93,17,24,3.02,5,2.6,7,6.4109,0.0,6.0,3.02,4.6021,0.0,8.081,2.0752,2.0,3.02,2.58,1.83,8.081,15.612,0.4167,24,3,3,3,0.0,0.0,0.4,20,3,5,0,True,2.4144
64,3.4,1.8,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4615,0.0532,21.05,18,24,3.06,5,3.04,5,6.3984,0.0,8.0,3.06,4.6014,0.0,8.274,2.349,2.0,3.06,3.02,1.76,8.274,18.505,0.5652,23,3,2,3,0.0,0.0,0.4348,23,4,4,0,False,2.4192
