variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,wr_mean,wr_std,n_mean,worst_streak,nm_mult_mean,nm_mult_min,nm_ruin,nm_streak,safe_mult_mean,safe_mult_min,safe_mult_max,safe_mult_std,safe_ruin,safe_streak,safe_dbl,score
327,3.2,1.8,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4897,0.0558,20.95,3.05,6.4435,0.0,11.0,3.05,4.6982,0.0,8.135,1.8718,0.0,3.05,1.84,2.496
411,3.2,2.0,0.65,12,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4589,0.0596,20.23,2.95,6.4748,0.0,9.0,2.95,4.6959,0.0,9.091,1.8252,2.0,2.95,1.88,2.4656
401,3.2,2.0,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4425,0.0598,21.26,3.08,6.4412,0.0,11.0,3.08,4.6902,0.0,7.565,1.791,2.0,3.08,1.81,2.4579
429,3.2,2.0,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4575,0.0604,20.43,3,6.7592,0.0,6.0,3,4.6738,0.0,8.932,2.0695,2.0,3,1.77,2.4541
376,3.2,1.8,0.65,15,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4339,0.0578,20.75,3.05,6.6691,0.0,6.0,3.05,4.6564,0.0,8.234,2.0919,1.0,3.05,1.81,2.4484
265,3.0,2.0,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4879,0.0549,21.49,2.94,6.7205,0.0,5.0,2.94,4.655,0.0,8.274,1.9908,2.0,2.94,1.82,2.4539
446,3.2,2.2,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4449,0.059,20.66,3.02,6.5751,0.0,1.0,3.02,4.6436,0.0,7.203,1.9737,0.0,3.02,1.81,2.4553
5,2.8,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4857,0.0567,21.68,2.93,6.3085,0.0,5.0,2.93,4.643,0.0,7.415,1.7346,0.0,2.93,1.86,2.4672
385,3.2,2.0,0.65,10,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4374,0.0545,20.61,2.97,6.5976,0.0,7.0,2.97,4.6427,0.0,7.721,2.0227,1.0,2.97,1.81,2.4426
403,3.2,2.0,0.65,12,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4004,0.0636,20.55,3.35,5.7004,0.0,24.0,3.31,4.6344,0.0,8.158,2.1912,3.0,3.32,1.83,2.4073
167,3.0,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4896,0.0674,21.42,2.94,6.6856,0.0,5.0,2.94,4.6341,0.0,7.436,2.0879,1.0,2.94,1.85,2.4539
404,3.2,2.0,0.65,12,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4098,0.0595,20.45,3.31,5.6367,0.0,16.0,3.3,4.6291,0.0,7.7,2.1608,0.0,3.28,1.84,2.4375
374,3.2,1.8,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4623,0.0524,21.38,3.07,6.8088,0.0,4.0,3.07,4.6237,0.0,8.642,2.2439,0.0,3.07,1.81,2.4505
338,3.2,1.8,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4771,0.0611,21.25,2.99,6.6938,0.0,8.0,2.99,4.6137,0.0,7.541,2.1085,2.0,2.99,1.84,2.43
305,3.0,2.2,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4539,0.0517,20.57,2.95,6.2802,0.0,2.0,2.95,4.6101,0.0,7.688,1.6964,0.0,2.95,1.83,2.4412
195,3.0,1.8,0.65,12,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4877,0.0683,20.48,2.94,6.5747,0.0,3.0,2.94,4.6058,0.0,7.883,1.9395,1.0,2.94,1.84,2.4392
357,3.2,1.8,0.65,12,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4563,0.0561,20.24,3,6.4567,0.0,12.0,3,4.6018,0.0,7.423,1.91,1.0,3,1.83,2.4278
30,2.8,1.8,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.5024,0.053,21.5,2.97,6.401,0.0,7.0,2.97,4.6005,0.0,7.215,1.7802,0.0,2.97,1.82,2.451
219,3.0,2.0,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4996,0.057,21.2,2.98,6.4223,0.0,6.0,2.98,4.6004,0.0,7.462,1.8067,0.0,2.98,1.84,2.4501
383,3.2,2.0,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4709,0.0644,21.15,2.94,6.5834,0.0,8.0,2.94,4.599,0.0,7.54,2.0227,2.0,2.94,1.85,2.4208
464,3.2,2.2,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4528,0.0575,20.35,2.87,6.5661,0.0,4.0,2.87,4.5974,0.0,7.293,1.8649,0.0,2.87,1.8,2.4345
116,2.8,2.2,0.65,10,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4692,0.0614,20.82,2.83,6.0469,0.0,3.0,2.83,4.5957,0.0,6.55,1.4826,1.0,2.83,1.87,2.4286
302,3.0,2.2,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4602,0.0551,20.91,2.94,6.291,0.0,4.0,2.94,4.5919,0.0,7.999,1.8796,0.0,2.94,1.86,2.434
264,3.0,2.0,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4988,0.062,21.26,3.01,6.4658,0.0,3.0,3.01,4.5913,0.0,7.29,1.9452,0.0,3.01,1.85,2.4453
356,3.2,1.8,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4672,0.0538,21.23,3.02,6.6117,0.0,7.0,3.02,4.5907,0.0,8.091,2.2376,0.0,3.02,1.83,2.4355
427,3.2,2.0,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4676,0.0551,21.46,3.01,6.6701,0.0,6.0,3.01,4.5898,0.0,7.394,2.2132,1.0,3.01,1.83,2.4252
484,3.2,2.2,0.65,15,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4379,0.0598,20.46,3.03,6.27,0.0,8.0,3.03,4.5828,0.0,7.193,1.9513,0.0,3.03,1.8,2.4228
87,2.8,2.0,0.65,12,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4889,0.0661,20.62,2.76,6.1472,0.0,3.0,2.76,4.5826,0.0,7.197,1.4324,0.0,2.76,1.87,2.438
285,3.0,2.2,0.65,10,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.477,0.061,20.5,2.84,6.2371,0.0,5.0,2.84,4.5809,0.0,6.93,1.635,0.0,2.84,1.82,2.4335
247,3.0,2.0,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4885,0.057,21.26,2.9,6.4393,0.0,4.0,2.9,4.574,0.0,6.828,1.7626,0.0,2.9,1.84,2.4335
451,3.2,2.2,0.65,12,4,1,2,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4011,0.065,18.68,3.24,5.6956,0.0,14.0,3.23,4.5731,0.0,7.29,2.0037,1.0,3.22,1.78,2.3969
337,3.2,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4842,0.0591,21.08,2.92,6.5157,0.0,10.0,2.92,4.5594,0.0,7.942,2.0988,0.0,2.92,1.81,2.425
60,2.8,2.0,0.65,10,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4742,0.0752,21.04,2.92,6.1441,0.0,8.0,2.92,4.5529,0.0,8.113,1.688,2.0,2.92,1.85,2.3987
59,2.8,2.0,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4971,0.0601,21.71,2.96,6.2764,0.0,5.0,2.96,4.5405,0.0,7.338,1.8546,0.0,2.96,1.8,2.4194
32,2.8,1.8,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4966,0.0616,21.64,2.9,6.3745,0.0,3.0,2.9,4.5388,0.0,8.017,1.7716,1.0,2.9,1.78,2.4084
286,3.0,2.2,0.65,10,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4618,0.0628,20.54,2.94,6.3135,0.0,6.0,2.94,4.5338,0.0,7.265,1.8316,1.0,2.94,1.79,2.3954
103,2.8,2.0,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4923,0.0577,21.67,2.95,6.0619,0.0,8.0,2.95,4.5274,0.0,6.773,1.7241,2.0,2.95,1.84,2.3914
431,3.2,2.0,0.65,15,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4428,0.0553,20.45,3.02,5.9392,0.0,11.0,3.02,4.527,0.0,6.888,1.8417,1.0,3.02,1.83,2.3863
428,3.2,2.0,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4793,0.0504,21.08,3.03,6.7317,0.0,8.0,3.03,4.5221,0.0,8.365,2.3121,4.0,3.03,1.77,2.3648
52,2.8,1.8,0.65,15,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4626,0.062,20.98,2.95,5.9459,0.0,7.0,2.95,4.522,0.0,6.44,1.6119,0.0,2.95,1.81,2.3998
249,3.0,2.0,0.65,12,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4714,0.0631,20.8,2.97,6.3108,0.0,8.0,2.97,4.5199,0.0,7.6,1.974,2.0,2.97,1.8,2.3814
223,3.0,2.0,0.65,10,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4581,0.0578,20.74,2.92,6.3353,0.0,3.0,2.92,4.5152,0.0,7.702,1.9442,0.0,2.92,1.8,2.395
229,3.0,2.0,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4829,0.0538,21.13,2.94,6.2457,0.0,6.0,2.94,4.5145,0.0,7.055,1.7948,0.0,2.94,1.8,2.4021
251,3.0,2.0,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4647,0.064,20.78,2.95,6.3649,0.0,3.0,2.95,4.5115,0.0,7.281,1.9603,1.0,2.95,1.76,2.3852
330,3.2,1.8,0.65,10,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4571,0.0599,20.28,2.98,6.4203,0.0,7.0,2.98,4.5069,0.0,7.306,2.095,1.0,2.98,1.77,2.3806
239,3.0,2.0,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.457,0.0676,21.16,2.99,5.6789,0.0,8.0,2.99,4.5039,0.0,6.736,1.4864,0.0,2.99,1.84,2.3891
291,3.0,2.2,0.65,12,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4418,0.0663,20.47,3.13,5.8995,0.0,10.0,3.13,4.5021,0.0,8.409,2.0193,0.0,3.13,1.8,2.3836
175,3.0,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4845,0.0567,21.47,3.07,6.0604,0.0,10.0,3.07,4.4977,0.0,7.178,1.9313,1.0,3.07,1.81,2.3842
210,3.0,1.8,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4939,0.0528,21.06,2.9,6.3609,0.0,5.0,2.9,4.495,0.0,7.209,1.8947,1.0,2.9,1.8,2.3857
211,3.0,1.8,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4847,0.0609,21.51,2.96,6.2226,0.0,3.0,2.96,4.4946,0.0,7.292,2.0296,0.0,2.96,1.8,2.3927
321,3.0,2.2,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4609,0.061,20.47,3,6.3182,0.0,6.0,3,4.4931,0.0,7.004,1.8748,1.0,3,1.79,2.3748
120,2.8,2.2,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4668,0.0647,20.69,2.92,5.9023,0.0,4.0,2.92,4.4884,0.0,5.902,1.4368,1.0,2.92,1.79,2.3742
409,3.2,2.0,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4806,0.0562,21.25,3.03,6.5162,0.0,6.0,3.03,4.483,0.0,7.587,2.2947,2.0,3.03,1.83,2.3657
485,3.2,2.2,0.65,15,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4459,0.0525,20.44,3.01,6.2847,0.0,5.0,3.01,4.4815,0.0,8.322,2.011,0.0,3.01,1.76,2.3745
246,3.0,2.0,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4963,0.0635,21.37,3.04,6.3846,0.0,7.0,3.04,4.4778,0.0,7.819,2.2084,0.0,3.04,1.78,2.3878
440,3.2,2.2,0.65,10,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4368,0.0622,20.46,3.17,5.5138,0.0,21.0,3.17,4.4758,0.0,7.253,1.9162,4.0,3.17,1.81,2.3289
439,3.2,2.2,0.65,10,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4413,0.0502,20.52,3.08,6.0175,0.0,10.0,3.08,4.4716,0.0,7.654,1.9623,1.0,3.08,1.74,2.3582
377,3.2,1.8,0.65,15,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.439,0.0581,20.47,3.01,6.1737,0.0,4.0,3.01,4.4712,0.0,7.013,2.0429,0.0,3.01,1.71,2.3673
68,2.8,2.0,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.5002,0.0605,21.7,3.02,6.0313,0.0,8.0,3.02,4.4711,0.0,7.479,1.8239,0.0,3.02,1.78,2.3856
57,2.8,2.0,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.5089,0.0626,21.34,2.98,6.0364,0.0,7.0,2.98,4.4629,0.0,6.749,1.7506,0.0,2.98,1.8,2.3841
215,3.0,1.8,0.65,15,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4634,0.0699,20.74,2.92,6.3101,0.0,7.0,2.92,4.4624,0.0,6.833,1.9225,2.0,2.92,1.81,2.3502
426,3.2,2.0,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4844,0.0575,20.85,2.94,6.3512,0.0,6.0,2.94,4.4614,0.0,8.922,2.0129,0.0,2.94,1.78,2.376
301,3.0,2.2,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4646,0.0594,20.76,2.92,6.1386,0.0,3.0,2.92,4.4609,0.0,6.827,1.875,0.0,2.92,1.74,2.3698
85,2.8,2.0,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.5011,0.0524,21.69,2.95,5.9972,0.0,7.0,2.95,4.4592,0.0,6.864,1.7726,0.0,2.95,1.82,2.3799
466,3.2,2.2,0.65,12,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4447,0.0608,20.32,3.04,6.064,0.0,12.0,3.04,4.4588,0.0,7.203,1.9849,1.0,3.04,1.81,2.3528
122,2.8,2.2,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4607,0.0633,20.96,2.93,6.0668,0.0,3.0,2.93,4.4581,0.0,6.4,1.7827,0.0,2.93,1.79,2.3673
463,3.2,2.2,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4437,0.0496,20.37,3.06,6.2148,0.0,10.0,3.06,4.4578,0.0,8.359,2.0454,2.0,3.06,1.72,2.342
276,3.0,2.2,0.65,10,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4632,0.0584,20.56,3.02,6.1367,0.0,8.0,3.02,4.4573,0.0,7.808,1.9664,2.0,3.02,1.75,2.3476
232,3.0,2.0,0.65,10,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.456,0.0628,20.77,2.96,6.1324,0.0,8.0,2.96,4.4555,0.0,7.482,1.9558,1.0,2.96,1.79,2.3546
458,3.2,2.2,0.65,12,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4074,0.0638,20.74,3.36,5.3906,0.0,24.0,3.34,4.4553,0.0,7.774,2.1675,2.0,3.36,1.87,2.3299
395,3.2,2.0,0.65,10,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4428,0.053,20.28,3.09,6.1895,0.0,8.0,3.09,4.4537,0.0,7.327,2.085,0.0,3.09,1.7,2.3597
310,3.0,2.2,0.65,15,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4235,0.0675,20.83,3.28,5.5826,0.0,19.0,3.27,4.453,0.0,7.003,1.9978,2.0,3.28,1.77,2.3336
283,3.0,2.2,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4594,0.0576,20.76,2.93,6.2911,0.0,5.0,2.93,4.4526,0.0,7.071,2.0068,0.0,2.93,1.7,2.3641
300,3.0,2.2,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4745,0.0704,20.53,3,6.1371,0.0,4.0,3,4.4489,0.0,7.282,1.8897,1.0,3,1.74,2.3568
203,3.0,1.8,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4483,0.0699,21.24,3.03,5.8381,0.0,8.0,3.03,4.4461,0.0,7.308,1.6133,1.0,3.03,1.83,2.3475
341,3.2,1.8,0.65,10,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4332,0.0539,20.7,3.17,6.0281,0.0,10.0,3.17,4.446,0.0,7.351,2.1887,1.0,3.17,1.74,2.343
15,2.8,1.8,0.65,10,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4865,0.0588,21.03,2.89,5.9605,0.0,4.0,2.89,4.4434,0.0,6.588,1.6661,0.0,2.89,1.82,2.3676
449,3.2,2.2,0.65,10,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4303,0.05,20.57,3.16,6.2196,0.0,7.0,3.16,4.4412,0.0,7.766,2.1612,0.0,3.16,1.68,2.3497
61,2.8,2.0,0.65,10,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4682,0.0514,20.86,2.91,6.0798,0.0,4.0,2.91,4.4371,0.0,6.656,1.7423,2.0,2.91,1.78,2.339
176,3.0,1.8,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4923,0.0575,21.35,2.98,6.2753,0.0,9.0,2.98,4.4355,0.0,7.08,2.1097,2.0,2.98,1.8,2.3454
436,3.2,2.2,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4428,0.0561,20.62,3.08,6.0424,0.0,11.0,3.08,4.4292,0.0,8.153,2.0966,2.0,3.08,1.77,2.3274
386,3.2,2.0,0.65,10,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4403,0.0561,20.4,3.03,6.0836,0.0,3.0,3.03,4.4251,0.0,7.642,2.0296,0.0,3.03,1.74,2.3446
348,3.2,1.8,0.65,12,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4123,0.0623,20.27,3.24,5.709,0.0,14.0,3.24,4.4221,0.0,8.009,2.2059,1.0,3.24,1.76,2.3247
193,3.0,1.8,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4894,0.0598,21.37,2.99,6.2202,0.0,5.0,2.99,4.4194,0.0,8.397,2.0903,0.0,2.99,1.79,2.3565
339,3.2,1.8,0.65,10,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4546,0.0612,20.21,3.07,5.6982,0.0,10.0,3.07,4.4187,0.0,7.189,1.8494,0.0,3.07,1.79,2.3457
412,3.2,2.0,0.65,12,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4387,0.0505,20.52,3.12,6.1831,0.0,8.0,3.12,4.418,0.0,7.682,2.1686,0.0,3.12,1.73,2.3406
