variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,wr_mean,wr_std,n_mean,worst_streak,nm_mult_mean,nm_mult_min,nm_ruin,nm_streak,safe_mult_mean,safe_mult_min,safe_mult_max,safe_mult_std,safe_ruin,safe_streak,safe_dbl,score
483,3.2,2.2,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.452,0.0556,20.19,3.08,5.9949,0.0,6.0,3.08,4.4124,0.0,7.858,1.9743,1.0,3.08,1.77,2.3318
267,3.0,2.0,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4848,0.0726,20.39,2.83,6.247,0.0,3.0,2.83,4.4112,0.0,6.807,1.9529,1.0,2.83,1.79,2.341
165,3.0,1.8,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4874,0.0657,21.15,3.03,6.1854,0.0,13.0,3.03,4.4101,0.0,7.421,2.0646,3.0,3.03,1.75,2.3213
287,3.0,2.2,0.65,10,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4604,0.0649,20.96,2.94,6.2064,0.0,6.0,2.94,4.4076,0.0,7.622,2.0444,2.0,2.94,1.72,2.3219
456,3.2,2.2,0.65,12,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4099,0.0625,20.48,3.32,5.498,0.0,21.0,3.31,4.4056,0.0,8.381,2.2575,4.0,3.3,1.76,2.2858
304,3.0,2.2,0.65,12,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4569,0.0545,20.62,2.94,5.8318,0.0,5.0,2.94,4.4052,0.0,6.701,1.7955,0.0,2.94,1.77,2.3397
278,3.0,2.2,0.65,10,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4538,0.0598,20.59,3.08,5.8768,0.0,8.0,3.08,4.4037,0.0,6.68,1.9113,0.0,3.08,1.73,2.338
260,3.0,2.0,0.65,15,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4362,0.0686,20.72,3.19,5.5793,0.0,13.0,3.18,4.4035,0.0,8.082,2.017,0.0,3.18,1.76,2.3326
433,3.2,2.2,0.65,10,4,1,2,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4448,0.0632,18.71,3.09,5.4312,0.0,8.0,3.09,4.4029,0.0,6.957,1.7447,1.0,3.09,1.7,2.3249
443,3.2,2.2,0.65,10,4,2,2,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4226,0.0603,18.72,3.09,5.7141,0.0,13.0,3.06,4.4026,0.0,7.104,1.953,2.0,3.08,1.71,2.3081
318,3.0,2.2,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.466,0.0626,20.37,2.98,6.0868,0.0,3.0,2.98,4.4024,0.0,7.379,1.9569,0.0,2.98,1.78,2.341
467,3.2,2.2,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4403,0.055,20.54,3.05,6.2825,0.0,6.0,3.05,4.4016,0.0,7.057,2.0745,1.0,3.05,1.71,2.3229
143,2.8,2.2,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4644,0.0635,20.95,2.94,5.9956,0.0,3.0,2.94,4.4008,0.0,7.097,1.8023,0.0,2.94,1.75,2.3397
329,3.2,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4709,0.0543,21.42,3.09,6.1944,0.0,11.0,3.09,4.4005,0.0,7.822,2.3078,1.0,3.09,1.83,2.3315
12,2.8,1.8,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.5001,0.0596,21.46,2.95,5.9763,0.0,9.0,2.95,4.3999,0.0,6.585,1.7633,1.0,2.95,1.76,2.34
345,3.2,1.8,0.65,12,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4525,0.0648,20.91,3.1,5.6088,0.0,13.0,3.1,4.3972,0.0,6.851,1.7409,0.0,3.1,1.79,2.3343
323,3.0,2.2,0.65,15,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4636,0.0547,20.44,2.85,5.9873,0.0,3.0,2.85,4.3956,0.0,7.564,1.8328,1.0,2.85,1.8,2.3269
111,2.8,2.2,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4833,0.0663,20.7,2.86,5.9179,0.0,5.0,2.86,4.3955,0.0,6.739,1.6811,1.0,2.86,1.78,2.3327
179,3.0,1.8,0.65,10,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.449,0.0595,20.7,2.99,6.1358,0.0,7.0,2.99,4.3945,0.0,7.649,1.9946,2.0,2.99,1.72,2.3119
248,3.0,2.0,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4877,0.0513,21.32,2.96,6.1337,0.0,8.0,2.96,4.3917,0.0,7.138,1.9681,1.0,2.96,1.75,2.3322
105,2.8,2.0,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4877,0.0686,20.67,2.88,5.7062,0.0,3.0,2.88,4.3859,0.0,7.004,1.7324,0.0,2.88,1.78,2.3393
350,3.2,1.8,0.65,12,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4082,0.0619,20.33,3.29,5.5007,0.0,16.0,3.28,4.3849,0.0,9.127,2.2147,5.0,3.29,1.77,2.2649
393,3.2,2.0,0.65,10,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4537,0.052,20.26,3.14,6.0289,0.0,14.0,3.14,4.3848,0.0,8.062,2.1474,1.0,3.14,1.79,2.3185
419,3.2,2.0,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4318,0.0554,21.29,3.11,5.9277,0.0,8.0,3.11,4.3832,0.0,7.285,1.9775,1.0,3.11,1.74,2.3111
408,3.2,2.0,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4754,0.0637,20.98,3.16,6.1011,0.0,6.0,3.16,4.3817,0.0,7.367,2.2998,2.0,3.16,1.71,2.3135
328,3.2,1.8,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.471,0.0513,21.28,3.1,6.3134,0.0,5.0,3.1,4.3813,0.0,7.98,2.345,2.0,3.1,1.73,2.3119
33,2.8,1.8,0.65,12,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4843,0.0644,20.78,2.86,5.7343,0.0,11.0,2.86,4.3792,0.0,6.824,1.6569,0.0,2.86,1.81,2.3349
453,3.2,2.2,0.65,12,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4205,0.0746,20.24,3.23,5.5236,0.0,12.0,3.22,4.3765,0.0,7.48,2.3067,3.0,3.22,1.77,2.2844
266,3.0,2.0,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4842,0.0587,21.45,3.09,6.0981,0.0,10.0,3.09,4.3723,0.0,7.534,2.0771,4.0,3.09,1.77,2.2914
62,2.8,2.0,0.65,10,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4588,0.0577,21.11,3.01,5.8418,0.0,8.0,3.01,4.3654,0.0,6.983,1.8324,0.0,3.01,1.79,2.3203
230,3.0,2.0,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4828,0.0631,21.11,2.94,5.9886,0.0,4.0,2.94,4.3641,0.0,7.135,1.969,0.0,2.94,1.76,2.3269
332,3.2,1.8,0.65,10,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4386,0.0553,20.49,3.04,6.0161,0.0,6.0,3.04,4.3629,0.0,7.653,2.0817,0.0,3.04,1.68,2.313
293,3.0,2.2,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4185,0.0629,20.56,3.23,5.2768,0.0,14.0,3.23,4.3621,0.0,7.62,1.8915,0.0,3.23,1.77,2.3066
224,3.0,2.0,0.65,10,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4626,0.0624,20.71,2.96,6.1212,0.0,5.0,2.96,4.3618,0.0,8.471,2.084,1.0,2.96,1.77,2.3097
399,3.2,2.0,0.65,12,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4462,0.0616,20.81,3.04,5.8758,0.0,6.0,3.04,4.3611,0.0,6.879,1.821,2.0,3.04,1.77,2.2944
358,3.2,1.8,0.65,12,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4436,0.0593,20.3,3.09,6.1475,0.0,7.0,3.09,4.3609,0.0,7.618,2.1594,0.0,3.09,1.74,2.3135
359,3.2,1.8,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4397,0.0568,20.42,3.11,5.7594,0.0,6.0,3.11,4.3605,0.0,6.807,2.0801,0.0,3.11,1.66,2.3122
177,3.0,1.8,0.65,10,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4762,0.066,20.5,3.02,5.9382,0.0,7.0,3.02,4.3579,0.0,6.949,1.9786,1.0,3.02,1.79,2.3118
159,2.8,2.2,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4754,0.0594,20.93,3.03,5.9516,0.0,5.0,3.03,4.3567,0.0,7.016,1.9007,1.0,3.03,1.78,2.311
444,3.2,2.2,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4538,0.0568,20.33,3.06,6.1426,0.0,7.0,3.06,4.3556,0.0,7.653,2.1012,0.0,3.06,1.74,2.3139
473,3.2,2.2,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4095,0.0586,20.27,3.38,5.0989,0.0,22.0,3.36,4.3434,0.0,7.857,2.3047,2.0,3.38,1.72,2.2746
372,3.2,1.8,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4851,0.0577,21.11,3.13,6.2058,0.0,10.0,3.13,4.3406,0.0,8.03,2.305,2.0,3.13,1.77,2.2958
84,2.8,2.0,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.5124,0.067,21.68,2.9,6.0758,0.0,7.0,2.9,4.3379,0.0,7.327,2.0049,2.0,2.9,1.77,2.3027
375,3.2,1.8,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4416,0.0609,20.41,3.09,5.9248,0.0,7.0,3.09,4.3363,0.0,7.705,2.1764,0.0,3.09,1.7,2.3006
308,3.0,2.2,0.65,15,4,1,2,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4045,0.0715,18.86,3.23,5.1604,0.0,11.0,3.2,4.3351,0.0,7.538,1.8173,1.0,3.21,1.74,2.2789
35,2.8,1.8,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.467,0.0544,21.1,3,5.9424,0.0,5.0,3,4.3346,0.0,7.28,1.9214,0.0,3,1.79,2.3074
457,3.2,2.2,0.65,12,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.3983,0.0551,20.59,3.39,5.3423,0.0,27.0,3.37,4.3336,0.0,8.177,2.4407,5.0,3.38,1.75,2.2363
115,2.8,2.2,0.65,10,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.463,0.0663,20.99,3,5.7907,0.0,6.0,3,4.3321,0.0,7.378,1.8742,2.0,3,1.73,2.2849
3,2.8,1.8,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.5118,0.0595,21.52,2.97,5.9398,0.0,8.0,2.97,4.332,0.0,6.993,1.8997,2.0,2.97,1.76,2.2995
31,2.8,1.8,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.508,0.0586,21.55,2.93,6.0783,0.0,5.0,2.93,4.3314,0.0,6.985,1.9655,1.0,2.93,1.77,2.3081
13,2.8,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4919,0.0641,21.57,2.93,5.9847,0.0,7.0,2.93,4.3308,0.0,7.267,1.9499,1.0,2.93,1.79,2.303
366,3.2,1.8,0.65,15,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4278,0.058,20.22,3.28,5.7688,0.0,16.0,3.28,4.3299,0.0,7.61,2.3316,3.0,3.28,1.71,2.2633
183,3.0,1.8,0.65,12,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4761,0.0609,21.69,3.03,5.8019,0.0,4.0,3.03,4.3284,0.0,7.814,1.9864,1.0,3.03,1.73,2.297
96,2.8,2.0,0.65,15,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4393,0.0628,20.72,3.12,5.0172,0.0,18.0,3.1,4.3274,0.0,6.735,1.623,1.0,3.09,1.74,2.2855
365,3.2,1.8,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4412,0.0551,21.15,3.07,5.8023,0.0,7.0,3.07,4.3249,0.0,7.718,1.9365,1.0,3.07,1.71,2.2848
107,2.8,2.0,0.65,15,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4516,0.0555,20.84,3.05,5.6258,0.0,6.0,3.05,4.3236,0.0,7.31,1.7642,0.0,3.05,1.74,2.2973
17,2.8,1.8,0.65,10,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4662,0.0645,20.96,2.93,5.5109,0.0,5.0,2.93,4.3231,0.0,6.933,1.7307,0.0,2.93,1.75,2.3014
114,2.8,2.2,0.65,10,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4851,0.0659,20.52,2.86,5.802,0.0,3.0,2.86,4.3217,0.0,7.02,1.7261,1.0,2.86,1.78,2.2964
320,3.0,2.2,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4502,0.0556,20.72,3.09,5.588,0.0,8.0,3.09,4.3208,0.0,6.85,1.8861,0.0,3.09,1.68,2.2955
340,3.2,1.8,0.65,10,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4394,0.0563,20.43,3.15,5.915,0.0,9.0,3.15,4.3189,0.0,7.806,2.2275,2.0,3.15,1.62,2.2713
441,3.2,2.2,0.65,10,4,2,2,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4456,0.0702,18.43,3.07,5.8753,0.0,4.0,3.06,4.3168,0.0,7.137,1.9882,0.0,3.06,1.71,2.2921
448,3.2,2.2,0.65,10,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4449,0.0598,20.44,3.08,5.7551,0.0,13.0,3.08,4.3164,0.0,8.012,2.1285,2.0,3.08,1.7,2.2717
367,3.2,1.8,0.65,15,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.3931,0.06,20.75,3.49,4.7496,0.0,25.0,3.46,4.3161,0.0,8.317,2.2645,2.0,3.46,1.74,2.256
66,2.8,2.0,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.5112,0.0614,21.4,2.97,5.6558,0.0,8.0,2.97,4.3153,0.0,7.541,1.8183,0.0,2.97,1.75,2.311
142,2.8,2.2,0.65,12,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4659,0.0618,20.9,3.04,5.63,0.0,6.0,3.04,4.3152,0.0,7.042,1.8528,0.0,3.04,1.78,2.2974
259,3.0,2.0,0.65,15,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4305,0.068,20.91,3.21,5.4179,0.0,13.0,3.2,4.3144,0.0,7.546,2.03,2.0,3.2,1.73,2.2664
480,3.2,2.2,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4579,0.0603,20.4,3.06,5.8811,0.0,5.0,3.06,4.3091,0.0,6.78,2.1312,1.0,3.06,1.67,2.2819
268,3.0,2.0,0.65,15,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4535,0.06,20.62,3.05,5.7402,0.0,8.0,3.05,4.3087,0.0,7.038,1.8937,0.0,3.05,1.69,2.2904
250,3.0,2.0,0.65,12,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4462,0.0614,20.64,3.09,5.7707,0.0,6.0,3.09,4.3079,0.0,7.062,1.9576,1.0,3.09,1.7,2.2778
128,2.8,2.2,0.65,12,4,1,2,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4221,0.0638,19.16,3.14,5.0982,0.0,17.0,3.14,4.3041,0.0,6.794,1.5611,4.0,3.12,1.77,2.2387
231,3.0,2.0,0.65,10,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4731,0.0631,20.48,2.99,5.9873,0.0,3.0,2.99,4.3025,0.0,6.383,1.9676,1.0,2.99,1.66,2.2832
355,3.2,1.8,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4739,0.0517,21.38,3.07,6.0008,0.0,10.0,3.07,4.3,0.0,7.992,2.3091,2.0,3.07,1.68,2.2722
185,3.0,1.8,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4452,0.0588,21.41,3.1,5.3485,0.0,4.0,3.1,4.2983,0.0,6.524,1.6726,1.0,3.1,1.77,2.2727
319,3.0,2.2,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4488,0.055,20.52,3.08,5.7758,0.0,10.0,3.08,4.2949,0.0,7.232,1.9199,0.0,3.08,1.75,2.2821
316,3.0,2.2,0.65,15,4,2,2,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4449,0.0583,19.03,3.06,5.4192,0.0,13.0,3.05,4.2946,0.0,7.85,1.8174,4.0,3.06,1.72,2.2408
384,3.2,2.0,0.65,10,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4502,0.0524,20.41,3.09,5.8595,0.0,9.0,3.09,4.2934,0.0,7.656,2.1928,1.0,3.09,1.7,2.2718
214,3.0,1.8,0.65,15,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4456,0.0601,20.55,3.02,5.7395,0.0,6.0,3.02,4.2891,0.0,6.796,2.0071,2.0,3.02,1.7,2.2582
452,3.2,2.2,0.65,12,4,1,2,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3953,0.0631,18.55,3.34,5.003,0.0,21.0,3.34,4.2891,0.0,8.016,2.1027,3.0,3.33,1.67,2.2331
421,3.2,2.0,0.65,15,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.414,0.0633,20.31,3.36,4.9843,0.0,23.0,3.35,4.2871,0.0,7.833,2.1597,0.0,3.34,1.76,2.2677
275,3.0,2.2,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4501,0.059,20.74,2.99,5.7269,0.0,3.0,2.99,4.2867,0.0,6.294,1.9762,0.0,2.99,1.7,2.2784
402,3.2,2.0,0.65,12,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4096,0.0592,20.15,3.25,5.1314,0.0,17.0,3.22,4.2842,0.0,8.076,2.1153,0.0,3.25,1.69,2.265
269,3.0,2.0,0.65,15,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4519,0.0565,20.75,3.1,5.7066,0.0,10.0,3.1,4.283,0.0,7.727,2.0427,1.0,3.1,1.66,2.2671
317,3.0,2.2,0.65,15,4,2,2,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4527,0.0598,18.71,3.03,5.2233,0.0,8.0,3.02,4.2815,0.0,6.347,1.6671,2.0,3.02,1.7,2.2566
476,3.2,2.2,0.65,15,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4087,0.0622,20.54,3.27,5.2329,0.0,20.0,3.25,4.2721,0.0,7.668,2.2616,2.0,3.26,1.69,2.2387
197,3.0,1.8,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4544,0.0629,20.62,3.03,5.7686,0.0,5.0,3.03,4.2704,0.0,7.275,1.9826,0.0,3.03,1.72,2.2715
437,3.2,2.2,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4383,0.0497,20.58,3.09,5.9431,0.0,12.0,3.09,4.2674,0.0,7.296,2.2299,0.0,3.09,1.72,2.2652
78,2.8,2.0,0.65,12,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4473,0.0642,20.71,3.07,4.9834,0.0,17.0,3.05,4.2661,0.0,6.175,1.4112,0.0,3.06,1.73,2.2672
51,2.8,1.8,0.65,15,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4779,0.0618,20.88,2.9,5.8614,0.0,8.0,2.9,4.2646,0.0,7.315,1.8516,2.0,2.9,1.79,2.2557
303,3.0,2.2,0.65,12,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4707,0.0613,20.61,3.01,5.6125,0.0,5.0,3.01,4.2624,0.0,6.955,1.9734,0.0,3.01,1.72,2.2724
157,2.8,2.2,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4615,0.0559,20.9,3.07,5.232,0.0,13.0,3.07,4.2606,0.0,7.037,1.6763,1.0,3.07,1.74,2.2588
138,2.8,2.2,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4858,0.0672,20.98,2.99,5.7116,0.0,5.0,2.99,4.2578,0.0,7.097,1.8633,0.0,2.99,1.74,2.2746
113,2.8,2.2,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4618,0.0562,21.02,2.96,5.6081,0.0,6.0,2.96,4.2573,0.0,6.835,1.8257,0.0,2.96,1.73,2.2672
445,3.2,2.2,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4438,0.0574,20.24,3.03,5.6274,0.0,5.0,3.03,4.2546,0.0,7.186,2.0994,2.0,3.03,1.67,2.2404
417,3.2,2.0,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4513,0.0638,20.93,2.99,5.6708,0.0,2.0,2.99,4.2525,0.0,7.227,1.8951,1.0,2.99,1.7,2.2516
434,3.2,2.2,0.65,10,4,1,2,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.44,0.0654,18.52,3.07,5.4599,0.0,10.0,3.07,4.2515,0.0,6.899,1.9707,4.0,3.07,1.62,2.2178
294,3.0,2.2,0.65,12,4,1,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4515,0.0757,20.35,3.18,5.2371,0.0,14.0,3.16,4.2511,0.0,7.349,1.9215,1.0,3.17,1.73,2.251
471,3.2,2.2,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4213,0.0665,20.28,3.22,5.5701,0.0,15.0,3.22,4.251,0.0,7.535,2.2512,4.0,3.22,1.72,2.2119
349,3.2,1.8,0.65,12,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4054,0.0603,20.57,3.4,4.6907,0.0,23.0,3.4,4.2448,0.0,9.057,2.2146,3.0,3.39,1.76,2.214
242,3.0,2.0,0.65,12,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4212,0.063,20.56,3.18,5.3847,0.0,11.0,3.17,4.2444,0.0,7.188,1.9944,2.0,3.15,1.71,2.2286
184,3.0,1.8,0.65,12,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.442,0.0643,21.34,3.07,5.5553,0.0,9.0,3.07,4.2427,0.0,7.44,1.7996,0.0,3.07,1.75,2.254
152,2.8,2.2,0.65,15,4,1,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4377,0.0696,20.76,3.21,4.9672,0.0,16.0,3.2,4.2416,0.0,6.918,1.7819,2.0,3.2,1.69,2.2321
102,2.8,2.0,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.5091,0.0625,21.31,3.01,5.5214,0.0,10.0,3.01,4.2398,0.0,6.657,1.8225,2.0,3.01,1.78,2.2526
309,3.0,2.2,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.446,0.0798,20.29,3.2,5.0589,0.0,13.0,3.18,4.2349,0.0,7.109,1.902,1.0,3.17,1.75,2.2412
413,3.2,2.0,0.65,12,4,2,4,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4342,0.0526,20.51,3.17,5.7927,0.0,8.0,3.17,4.2281,0.0,8.282,2.276,1.0,3.17,1.66,2.2343
94,2.8,2.0,0.65,15,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4681,0.0606,21.73,3.03,5.5083,0.0,10.0,3.03,4.228,0.0,7.403,1.8318,1.0,3.03,1.73,2.2444
459,3.2,2.2,0.65,12,4,2,2,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4631,0.0758,18.5,3,5.7763,0.0,9.0,3,4.225,0.0,7.185,2.0157,3.0,2.99,1.69,2.2214
322,3.0,2.2,0.65,15,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4641,0.063,20.78,3.02,5.9095,0.0,5.0,3.02,4.2248,0.0,8.258,2.257,2.0,3.02,1.68,2.2316
139,2.8,2.2,0.65,12,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4694,0.0665,21,2.96,5.7887,0.0,5.0,2.96,4.2207,0.0,8.703,1.9895,0.0,2.96,1.7,2.2512
160,2.8,2.2,0.65,15,4,2,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4625,0.0609,20.72,2.94,5.6412,0.0,6.0,2.94,4.2188,0.0,6.81,1.8101,0.0,2.94,1.75,2.2481
273,3.0,2.2,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4691,0.0734,20.54,2.97,5.6137,0.0,3.0,2.97,4.2161,0.0,7.782,2.0094,2.0,2.97,1.72,2.2288
472,3.2,2.2,0.65,15,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4128,0.0597,20.51,3.35,4.8134,0.0,17.0,3.34,4.2128,0.0,7.756,2.2347,2.0,3.33,1.71,2.2102
43,2.8,1.8,0.65,15,4,1,4,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4362,0.0784,20.91,3.24,5.0136,0.0,19.0,3.2,4.2112,0.0,7.606,1.9382,4.0,3.21,1.72,2.1965
48,2.8,1.8,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.51,0.0578,21.44,2.97,5.69,0.0,2.0,2.97,4.2109,0.0,6.502,1.9716,1.0,2.97,1.67,2.2485
447,3.2,2.2,0.65,10,4,2,4,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4555,0.0536,20.08,3.03,5.8239,0.0,6.0,3.03,4.2109,0.0,7.459,2.1263,1.0,3.03,1.64,2.2321
