variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,O15R_wr_mean,O15R_wr_std,O15R_n_mean,O15R_worst_streak,O15R_best_streak,O15R_nm_mult_mean,O15R_nm_mult_min,O15R_nm_ruin,O15R_nm_streak,O15R_safe_mult_mean,O15R_safe_mult_min,O15R_safe_ruin,O15R_safe_streak,O15R_safe_dbl,O15R_score,total_safe_mult,total_n
2,2.6,1.6,0.6,12,4,1,3,0.6,True,10,False,0.0,TEAM,TEAM,5,5,0.5816,0.0424,29.43,3,3.62,4.5857,0.0,0.0,3,3.9128,0.0,0.0,3,1.86,2.1309,3.9128,29
0,2.2,1.4,0.65,15,4,2,5,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.5427,0.0468,28.5,2.7,3.26,3.4511,0.0,8.0,2.67,3.1968,0.0,3.0,2.67,1.28,1.7312,3.1968,28
1,2.4,1.6,0.6,18,4,2,3,0.8,False,10,True,0.08,TEAM,TEAM,5,5,0.5808,0.0566,29.07,3.03,3.5,2.9827,0.0,22.0,2.95,3.0721,0.0,5.0,2.95,1.52,1.6603,3.0721,29
