variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,wr_mean,wr_std,n_mean,worst_streak,nm_mult_mean,nm_mult_min,nm_ruin,nm_streak,safe_mult_mean,safe_mult_min,safe_mult_max,safe_mult_std,safe_ruin,safe_streak,safe_dbl,score
1930,2.6,2.2,0.7,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3507,0.0912,19.96,4.61,1.9392,0.0,55.0,3.65,2.6227,0.0,5.808,1.8231,22.0,3.66,1.13,1.1966
2902,2.8,2.2,0.7,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3298,0.0801,19.74,5.02,1.5707,0.0,70.0,3.91,2.6222,0.0,6.146,1.9403,24.0,3.85,1.09,1.17
958,2.4,2.2,0.7,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3722,0.0838,20.42,4.16,2.0565,0.0,48.0,3.55,2.6185,0.0,5.177,1.7096,21.0,3.56,1.15,1.2109
561,2.4,2.0,0.7,10,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3878,0.0635,23.11,3.7,2.498,0.0,44.0,3.44,2.6141,0.0,5.598,1.9536,26.0,3.46,1.22,1.1634
1938,2.6,2.2,0.7,15,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3834,0.0638,21.92,3.74,2.8642,0.0,50.0,3.47,2.6136,0.0,6.797,2.3225,39.0,3.5,1.19,1.0318
570,2.4,2.0,0.7,10,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3999,0.0771,23.08,3.61,2.4557,0.0,44.0,3.37,2.6113,0.0,5.134,1.9341,26.0,3.36,1.21,1.1656
2110,2.8,1.8,0.65,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3694,0.0669,20.06,4.9,1.31,0.0,60.0,3.96,2.6095,0.0,5.883,1.7996,15.0,3.99,1.11,1.2656
1102,2.6,1.8,0.65,10,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.419,0.077,20.26,4.56,0.9847,0.0,66.0,3.96,2.6092,0.0,5.638,1.6972,15.0,3.94,1.09,1.2803
165,2.4,1.8,0.65,12,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4189,0.0804,21.33,3.82,1.846,0.0,48.0,3.66,2.6047,0.0,5.774,1.8084,17.0,3.67,1.11,1.258
201,2.4,1.8,0.65,15,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4163,0.0686,20.92,3.83,1.8656,0.0,47.0,3.71,2.6037,0.0,5.499,1.8121,17.0,3.69,1.1,1.2567
2907,2.8,2.2,0.7,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3992,0.0706,22.68,3.65,2.8678,0.0,47.0,3.47,2.6033,0.0,6.379,2.308,34.0,3.47,1.21,1.0814
1243,2.6,1.8,0.7,12,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3656,0.0687,21.63,5.48,1.1519,0.0,75.0,4.06,2.6012,0.0,7.845,1.6235,10.0,4.08,1.14,1.3103
58,2.4,1.8,0.6,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4775,0.0785,20.29,3.73,2.6619,0.0,33.0,3.49,2.6009,0.0,5.147,1.8724,18.0,3.48,1.13,1.2637
568,2.4,2.0,0.7,10,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4187,0.0828,21.9,4.18,1.7641,0.0,48.0,3.72,2.5957,0.0,6.043,1.7059,11.0,3.73,1.13,1.3135
1578,2.6,2.0,0.7,12,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3727,0.0564,23.05,3.86,2.392,0.0,53.0,3.56,2.5957,0.0,5.888,2.1611,32.0,3.57,1.14,1.0897
1470,2.6,2.0,0.65,12,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4245,0.0741,20.45,3.9,1.7446,0.0,47.0,3.81,2.5942,0.0,6.387,1.8584,9.0,3.79,1.17,1.3344
1174,2.6,1.8,0.65,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3796,0.079,20.46,4.58,1.4609,0.0,62.0,3.87,2.5918,0.0,5.567,1.6469,19.0,3.89,1.03,1.2198
676,2.4,2.2,0.6,10,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4562,0.0757,20.13,3.71,2.365,0.0,35.0,3.5,2.5916,0.0,5.768,1.8348,20.0,3.5,1.14,1.2327
966,2.4,2.2,0.7,15,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4022,0.0667,22.03,3.38,2.7869,0.0,41.0,3.22,2.5914,0.0,5.407,2.0334,33.0,3.22,1.18,1.0864
247,2.4,1.8,0.7,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3802,0.067,22.04,4.94,1.1282,0.0,63.0,3.9,2.589,0.0,5.786,1.4484,8.0,3.93,1.13,1.3286
1426,2.6,2.0,0.65,10,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.386,0.0699,19.75,4.6,1.2798,0.0,62.0,3.93,2.5871,0.0,6.088,1.7008,14.0,3.96,1.04,1.2693
2296,2.8,2.0,0.6,10,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4623,0.0635,20.33,4.14,2.4179,0.0,49.0,3.82,2.5827,0.0,6.535,2.2251,26.0,3.82,1.05,1.17
883,2.4,2.2,0.7,10,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3977,0.0848,21.96,4.46,1.5504,0.0,56.0,3.82,2.5754,0.0,5.529,1.5043,10.0,3.88,1.19,1.307
2583,2.8,2.0,0.7,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3942,0.0591,22.68,3.69,2.7243,0.0,53.0,3.51,2.5748,0.0,6.112,2.2517,33.0,3.51,1.23,1.0757
2002,2.8,1.8,0.6,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4479,0.0793,19.46,4.14,2.6411,0.0,46.0,3.73,2.5741,0.0,6.666,2.2159,27.0,3.72,1.05,1.1514
1648,2.6,2.2,0.6,10,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4352,0.085,19.74,3.8,2.5067,0.0,40.0,3.55,2.5692,0.0,5.515,1.9616,28.0,3.55,1.13,1.1352
1926,2.6,2.2,0.7,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3724,0.0625,22.47,3.76,2.4148,0.0,48.0,3.48,2.5692,0.0,6.778,2.0331,29.0,3.52,1.25,1.1063
343,2.4,2.0,0.6,10,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.5012,0.0704,20.73,3.62,2.7098,0.0,33.0,3.51,2.5669,0.0,5.402,1.9751,22.0,3.49,1.11,1.2138
1039,2.6,1.8,0.6,12,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4594,0.0816,19.77,3.9,2.6299,0.0,41.0,3.59,2.5663,0.0,6.12,2.0141,23.0,3.58,1.04,1.191
2287,2.8,2.0,0.6,10,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4797,0.0717,19.89,3.83,2.648,0.0,39.0,3.67,2.5661,0.0,7.098,2.2402,23.0,3.69,1.02,1.197
606,2.4,2.0,0.7,12,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3873,0.0659,23.14,3.82,2.2643,0.0,48.0,3.5,2.5651,0.0,5.671,1.9189,26.0,3.5,1.21,1.1387
1173,2.6,1.8,0.65,15,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3941,0.0721,20.29,3.91,1.708,0.0,48.0,3.79,2.5605,0.0,6.32,1.99,14.0,3.8,1.15,1.2585
630,2.4,2.0,0.7,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3949,0.0728,22.67,3.76,2.1291,0.0,51.0,3.52,2.5585,0.0,5.597,1.8402,24.0,3.51,1.25,1.1577
1354,2.6,2.0,0.6,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4482,0.0841,19.16,3.86,2.6445,0.0,47.0,3.58,2.5538,0.0,5.584,2.0592,29.0,3.56,1.07,1.1214
894,2.4,2.2,0.7,10,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4065,0.0711,21.99,3.4,2.6572,0.0,38.0,3.19,2.553,0.0,5.836,1.9743,30.0,3.18,1.16,1.0984
1287,2.6,1.8,0.7,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4098,0.0701,22.94,3.56,2.4148,0.0,48.0,3.44,2.5517,0.0,6.689,2.0722,31.0,3.44,1.26,1.0888
1072,2.6,1.8,0.6,15,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4931,0.0807,20.54,3.9,2.6196,0.0,43.0,3.7,2.5512,0.0,5.994,2.0712,26.0,3.71,1.04,1.1635
1531,2.6,2.0,0.7,10,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3581,0.0683,21.53,5.68,0.8738,0.0,74.0,4.05,2.5499,0.0,5.774,1.3771,9.0,4.2,1.15,1.2924
1138,2.6,1.8,0.65,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3774,0.068,19.99,4.57,1.1954,0.0,57.0,3.93,2.5479,0.0,5.085,1.4621,11.0,3.95,1.03,1.2772
370,2.4,2.0,0.6,12,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4961,0.0903,19.63,3.7,2.3278,0.0,35.0,3.43,2.5471,0.0,5.037,1.7581,19.0,3.43,1.1,1.2324
211,2.4,1.8,0.65,15,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4314,0.0852,20.37,4.32,1.5664,0.0,53.0,3.77,2.544,0.0,5.423,1.7202,19.0,3.79,0.99,1.2114
1111,2.6,1.8,0.65,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.406,0.0782,20.17,4.38,1.5252,0.0,56.0,3.89,2.5427,0.0,6.107,1.7578,16.0,3.89,1.09,1.2331
597,2.4,2.0,0.7,12,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3815,0.0689,23.18,3.86,2.298,0.0,47.0,3.55,2.5389,0.0,5.496,1.9388,27.0,3.54,1.16,1.1139
31,2.4,1.8,0.6,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.48,0.0749,20.23,3.78,2.4058,0.0,36.0,3.54,2.5378,0.0,5.047,1.7932,22.0,3.56,1.05,1.1929
2083,2.8,1.8,0.65,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4064,0.0747,19.61,4.42,1.4627,0.0,53.0,3.96,2.5369,0.0,6.239,1.8692,15.0,4.02,1.06,1.2404
847,2.4,2.2,0.65,15,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4134,0.0746,20.54,4.26,1.5422,0.0,49.0,3.78,2.5351,0.0,4.846,1.4623,5.0,3.72,1.16,1.3416
639,2.4,2.0,0.7,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4332,0.0687,23.32,3.44,2.3299,0.0,43.0,3.33,2.5333,0.0,5.067,1.8493,26.0,3.33,1.27,1.1366
534,2.4,2.0,0.65,15,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4329,0.0666,21.53,3.98,1.7456,0.0,48.0,3.76,2.5307,0.0,5.481,1.8502,16.0,3.75,1.12,1.2352
850,2.4,2.2,0.65,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3919,0.0894,19.07,4.36,1.7644,0.0,46.0,3.63,2.5307,0.0,5.702,1.5403,10.0,3.69,1.07,1.2829
2047,2.8,1.8,0.6,15,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4445,0.0744,19.44,3.96,2.8451,0.0,46.0,3.7,2.5302,0.0,7.039,2.3304,32.0,3.65,1.01,1.0784
859,2.4,2.2,0.65,15,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4198,0.0833,18.83,3.6,2.0748,0.0,26.0,3.42,2.5296,0.0,5.181,1.5274,12.0,3.42,1.03,1.2707
1281,2.6,1.8,0.7,15,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3533,0.0562,22.39,3.96,2.0452,0.0,52.0,3.66,2.5273,0.0,6.338,2.0623,27.0,3.67,1.14,1.0996
1278,2.6,1.8,0.7,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3695,0.0705,22.36,3.96,2.1559,0.0,56.0,3.64,2.5226,0.0,6.411,2.0296,27.0,3.65,1.2,1.1021
1461,2.6,2.0,0.65,12,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3908,0.0699,20.35,4.05,1.4398,0.0,55.0,3.9,2.5203,0.0,5.983,1.8942,18.0,3.86,1.13,1.1974
103,2.4,1.8,0.6,15,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4904,0.074,20.06,3.56,2.6179,0.0,31.0,3.4,2.5193,0.0,5.185,1.816,17.0,3.4,1.07,1.2368
49,2.4,1.8,0.6,12,3,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4615,0.0863,19.13,3.57,2.3659,0.0,33.0,3.4,2.5174,0.0,6.0,1.6462,17.0,3.43,0.99,1.2271
306,2.4,1.8,0.7,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.392,0.0694,22.56,3.64,2.1491,0.0,45.0,3.43,2.5172,0.0,5.248,1.829,27.0,3.43,1.2,1.1062
1027,2.6,1.8,0.6,12,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.5155,0.0719,21.34,3.92,2.7002,0.0,46.0,3.65,2.5164,0.0,5.868,2.2261,31.0,3.66,1.04,1.1028
2215,2.8,1.8,0.7,12,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3469,0.0678,21.17,5.77,0.8857,0.0,71.0,4.14,2.515,0.0,6.831,1.6284,14.0,4.24,1.05,1.2216
559,2.4,2.0,0.7,10,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3896,0.0791,21.99,4.99,1.4634,0.0,55.0,3.78,2.5125,0.0,5.092,1.4765,9.0,3.84,1.11,1.2831
1300,2.6,2.0,0.6,10,3,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4268,0.1008,18.38,4.05,2.2089,0.0,40.0,3.7,2.5097,0.0,5.802,1.9623,23.0,3.69,1.06,1.1529
1720,2.6,2.2,0.6,15,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4235,0.0837,19.02,3.94,2.3453,0.0,40.0,3.64,2.509,0.0,5.292,1.9341,23.0,3.65,1.12,1.1515
1390,2.6,2.0,0.6,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.437,0.0785,19,4.15,2.1794,0.0,49.0,3.64,2.5044,0.0,5.985,1.9354,22.0,3.66,1.03,1.1633
598,2.4,2.0,0.7,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3777,0.0721,21.67,4.84,0.9997,0.0,67.0,3.91,2.5034,0.0,5.052,1.4084,11.0,3.98,1.05,1.255
1935,2.6,2.2,0.7,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4163,0.0674,23.01,3.52,2.4557,0.0,45.0,3.41,2.5029,0.0,5.987,2.0286,30.0,3.41,1.24,1.0763
957,2.4,2.2,0.7,15,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4026,0.0731,21.67,3.47,2.6138,0.0,43.0,3.19,2.5023,0.0,5.691,1.934,33.0,3.21,1.13,1.0419
355,2.4,2.0,0.6,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4569,0.0823,19.67,3.8,2.3354,0.0,44.0,3.51,2.4978,0.0,5.354,1.8399,23.0,3.5,1.05,1.156
994,2.6,1.8,0.6,10,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4561,0.0691,19.79,4.01,2.4564,0.0,44.0,3.61,2.4958,0.0,6.436,2.007,25.0,3.64,1,1.1347
658,2.4,2.2,0.6,10,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4838,0.0897,18.09,3.33,2.4356,0.0,27.0,3.23,2.4954,0.0,5.026,1.6334,17.0,3.24,1.03,1.2228
235,2.4,1.8,0.7,10,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3975,0.078,21.82,4.83,1.5575,0.0,59.0,3.78,2.4938,0.0,5.025,1.5544,13.0,3.9,1.11,1.2361
2314,2.8,2.0,0.6,12,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4433,0.0859,18.94,4.11,2.2987,0.0,50.0,3.74,2.4933,0.0,6.449,2.1799,30.0,3.81,1.02,1.0796
498,2.4,2.0,0.65,12,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4393,0.0587,21.06,3.86,1.7696,0.0,44.0,3.76,2.4857,0.0,5.534,1.847,17.0,3.78,1.11,1.2046
2838,2.8,2.2,0.7,10,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3657,0.0593,21.55,3.94,2.5648,0.0,61.0,3.53,2.4855,0.0,6.925,2.4007,42.0,3.57,1.11,0.9325
2656,2.8,2.2,0.6,12,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4245,0.0785,19.43,3.87,2.862,0.0,39.0,3.73,2.4851,0.0,6.564,2.2977,26.0,3.71,1.05,1.1099
382,2.4,2.0,0.6,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4688,0.0839,19.63,3.67,2.3395,0.0,40.0,3.47,2.4849,0.0,5.14,1.8135,24.0,3.47,1.05,1.1431
130,2.4,1.8,0.65,10,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4393,0.0717,20.77,4.21,1.5042,0.0,49.0,3.76,2.4847,0.0,5.325,1.7324,18.0,3.75,1.03,1.1941
19,2.4,1.8,0.6,10,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.5177,0.0756,21.74,3.7,2.6122,0.0,38.0,3.5,2.4829,0.0,5.262,2.0573,27.0,3.51,1.07,1.1268
2250,2.8,1.8,0.7,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3656,0.0655,22.24,3.92,2.2874,0.0,61.0,3.64,2.4811,0.0,7.421,2.3117,39.0,3.66,1.08,0.9602
642,2.4,2.0,0.7,15,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3773,0.0673,23.3,3.76,2.1597,0.0,48.0,3.52,2.4765,0.0,5.388,1.966,28.0,3.52,1.18,1.0714
1602,2.6,2.0,0.7,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3748,0.057,22.42,3.87,2.0003,0.0,57.0,3.61,2.4761,0.0,6.484,2.0825,33.0,3.62,1.16,1.0205
10,2.4,1.8,0.6,10,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.5108,0.0828,20.43,3.7,2.2306,0.0,34.0,3.54,2.4731,0.0,4.786,1.8216,21.0,3.55,1.05,1.1798
94,2.4,1.8,0.6,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4599,0.079,20.3,4.05,2.0876,0.0,42.0,3.58,2.4701,0.0,4.974,1.724,23.0,3.58,1.03,1.143
1037,2.6,1.8,0.6,12,4,2,3,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.4727,0.0698,22.18,4.11,2.8254,0.0,48.0,3.77,2.4692,0.0,6.871,2.3135,37.0,3.73,1.02,1.0064
976,2.6,1.8,0.6,10,3,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.452,0.0823,18.75,3.93,2.3383,0.0,41.0,3.56,2.468,0.0,5.497,1.8652,24.0,3.58,1.01,1.1296
310,2.4,1.8,0.7,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3388,0.079,21.54,5.03,1.3139,0.0,61.0,3.81,2.466,0.0,5.37,1.6598,21.0,3.9,1.03,1.1246
1948,2.8,1.8,0.6,10,3,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4205,0.0763,18.38,3.8,2.4835,0.0,40.0,3.61,2.4634,0.0,6.899,2.0974,24.0,3.6,1.05,1.1179
1218,2.6,1.8,0.7,10,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3665,0.0619,22.83,4.09,2.1823,0.0,60.0,3.64,2.4623,0.0,7.212,2.182,34.0,3.7,1.12,1.0011
391,2.4,2.0,0.6,12,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4518,0.0806,19.42,3.7,2.5118,0.0,35.0,3.47,2.4549,0.0,5.782,1.9205,23.0,3.49,1.05,1.133
139,2.4,1.8,0.65,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4361,0.0722,20.89,4.33,1.3443,0.0,51.0,3.84,2.4543,0.0,5.506,1.721,18.0,3.81,1.02,1.178
2541,2.8,2.0,0.7,12,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3514,0.0647,22.96,4,2.4946,0.0,61.0,3.68,2.4535,0.0,6.995,2.4661,40.0,3.7,1.09,0.9322
571,2.4,2.0,0.7,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3875,0.0681,22.25,4.56,1.1843,0.0,60.0,3.95,2.4534,0.0,5.053,1.4984,10.0,3.95,1.1,1.2429
280,2.4,1.8,0.7,12,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4244,0.0774,22.08,3.97,1.6887,0.0,51.0,3.65,2.4514,0.0,5.265,1.6499,11.0,3.68,1.19,1.243
1290,2.6,1.8,0.7,15,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3686,0.0679,23.04,3.93,2.2953,0.0,60.0,3.63,2.4491,0.0,6.631,2.2132,34.0,3.62,1.14,0.9951
82,2.4,1.8,0.6,15,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4899,0.0835,19.95,3.82,2.2648,0.0,36.0,3.47,2.4478,0.0,6.176,1.7991,23.0,3.5,0.98,1.1409
730,2.4,2.2,0.6,15,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4784,0.1122,17.34,3.35,2.4255,0.0,28.0,3.15,2.4477,0.0,4.827,1.6559,20.0,3.16,1,1.1674
2602,2.8,2.2,0.6,10,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4368,0.0962,17.11,3.63,2.586,0.0,35.0,3.43,2.4441,0.0,6.031,2.0308,25.0,3.41,1.05,1.1031
1927,2.6,2.2,0.7,15,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3351,0.0742,21.1,5.05,1.4117,0.0,66.0,3.83,2.4437,0.0,7.29,1.7964,24.0,3.86,1.03,1.0824
955,2.4,2.2,0.7,15,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3689,0.0843,21.22,4.79,1.6297,0.0,58.0,3.7,2.4391,0.0,5.389,1.5684,20.0,3.75,1.08,1.1302
1282,2.6,1.8,0.7,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3323,0.0714,21.31,4.86,1.4789,0.0,61.0,3.89,2.4385,0.0,6.707,1.8189,21.0,3.83,1.05,1.1089
1621,2.6,2.2,0.6,10,3,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4707,0.0902,17.45,3.42,2.5062,0.0,28.0,3.31,2.4385,0.0,6.311,1.9248,18.0,3.3,1.01,1.1805
742,2.4,2.2,0.6,15,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4337,0.1019,19.15,4.07,2.2876,0.0,40.0,3.49,2.4357,0.0,4.992,1.7547,22.0,3.5,1.04,1.128
633,2.4,2.0,0.7,15,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3888,0.069,22.43,3.6,2.2487,0.0,49.0,3.43,2.4321,0.0,5.708,1.8876,30.0,3.41,1.17,1.0327
1651,2.6,2.2,0.6,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4225,0.0788,18.94,3.84,2.2552,0.0,44.0,3.55,2.4302,0.0,6.521,1.9494,23.0,3.56,1.1,1.1119
1327,2.6,2.0,0.6,10,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4366,0.083,19.55,4.05,2.4711,0.0,49.0,3.72,2.4301,0.0,9.649,2.1803,31.0,3.73,1.02,1.036
1614,2.6,2.0,0.7,15,4,2,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3643,0.0609,22.91,3.9,2.1884,0.0,56.0,3.6,2.4301,0.0,6.527,2.167,37.0,3.6,1.14,0.9543
91,2.4,1.8,0.6,15,4,1,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4903,0.0736,21.26,3.91,2.2649,0.0,42.0,3.58,2.4291,0.0,5.835,1.8554,26.0,3.63,1.06,1.1016
1972,2.8,1.8,0.6,10,4,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.5068,0.0638,20.96,3.86,2.6579,0.0,41.0,3.75,2.4287,0.0,6.654,2.3202,24.0,3.74,0.97,1.1264
931,2.4,2.2,0.7,12,4,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4053,0.0794,20.72,4.22,1.8304,0.0,40.0,3.63,2.4246,0.0,5.19,1.6143,11.0,3.63,1.09,1.2239
1462,2.6,2.0,0.65,12,4,1,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.3643,0.0765,19.19,4.95,1.3566,0.0,59.0,3.92,2.4243,0.0,6.498,1.7691,17.0,3.97,1.01,1.1514
963,2.4,2.2,0.7,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4329,0.0653,23.16,3.49,2.3398,0.0,44.0,3.4,2.4215,0.0,5.042,1.9398,29.0,3.4,1.18,1.0506
309,2.4,1.8,0.7,15,4,1,5,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.3877,0.0667,22.85,3.66,2.3838,0.0,47.0,3.37,2.4213,0.0,5.942,2.0677,36.0,3.38,1.1,0.967
2674,2.8,2.2,0.6,15,3,2,3,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4268,0.107,16.98,3.81,2.4514,0.0,39.0,3.56,2.4118,0.0,5.834,2.0429,26.0,3.57,1,1.0739
29,2.4,1.8,0.6,10,4,2,3,0.6,False,10,True,0.08,TEAM,TEAM,5,5,0.4779,0.0671,22.76,4.08,2.2394,0.0,51.0,3.72,2.4116,0.0,5.731,1.977,32.0,3.74,1.01,1.0292
13,2.4,1.8,0.6,10,3,2,5,0.4,False,10,True,0.08,TEAM,TEAM,5,5,0.4555,0.0964,18.95,3.8,2.3086,0.0,36.0,3.51,2.4091,0.0,5.149,1.7381,22.0,3.52,0.96,1.1212
