TSV:	2026-01-01	championship	Derby (—) (—) (—) (—) (—)	Middlesbrough (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:13-2]
TSV:	2026-01-01	championship	Swansea (—) (—) (—) (—) (—)	West Brom (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:17-18]
TSV:	2026-01-01	championship	Watford (—) (—) (—) (—) (—)	Birmingham (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:6-14]
TSV:	2026-01-01	premier league	Crystal Palace (—) (—) (—) (—) (—)	Fulham (—) (—) (—) (—) (—)	HT+0.5	8.0	MEGA EXPLOSION [R:13-9]
TSV:	2026-01-01	championship	Derby (13)	Middlesbrough (2)	HT+0.5	8.0	MEGA EXPLOSION [R:13-2]
TSV:	2026-01-01	championship	Swansea (17)	West Brom (18)	HT+0.5	8.0	MEGA EXPLOSION [R:17-18]
TSV:	2026-01-01	championship	Watford (6)	Birmingham (14)	HT+0.5	8.0	MEGA EXPLOSION [R:6-14]
TSV:	2026-01-01	premier league	Crystal Palace (13)	Fulham (9)	HT+0.5	8.0	MEGA EXPLOSION [R:13-9]
TSV:	2026-01-01	championship	Bristol City (—) (—) (—) (—) (—)	Portsmouth (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:10-21]
TSV:	2026-01-01	championship	Preston (—) (—) (—) (—) (—)	Sheffield Wednesday (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:4-24]
TSV:	2026-01-01	championship	Sheffield Utd (—) (—) (—) (—) (—)	Leicester (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:16-12]
TSV:	2026-01-01	cymru premier league	llanelli AFC (—) (—) (—) (—) (—)	Penybont (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:12-3]
TSV:	2026-01-01	premier league	Brentford (—) (—) (—) (—) (—)	Tottenham (—) (—) (—) (—) (—)	HT+0.5	6.0	TRÈS FORT [R:5-14]
TSV:	2026-01-01	championship	Bristol City (10)	Portsmouth (21)	HT+0.5	6.0	TRÈS FORT [R:10-21]
TSV:	2026-01-01	championship	Preston (4)	Sheffield Wednesday (24)	HT+0.5	6.0	TRÈS FORT [R:4-24]
TSV:	2026-01-01	championship	Sheffield Utd (16)	Leicester (12)	HT+0.5	6.0	TRÈS FORT [R:16-12]
TSV:	2026-01-01	cymru premier league	llanelli AFC (12)	Penybont (3)	HT+0.5	6.0	TRÈS FORT [R:12-3]
TSV:	2026-01-01	premier league	Brentford (5)	Tottenham (14)	HT+0.5	6.0	TRÈS FORT [R:5-14]
TSV:	2026-01-01	cymru premier league	Colwyn Bay (—) (—) (—) (—) (—)	Flint Town United (—) (—) (—) (—) (—)	HT+0.5	5.0	FORT PLUS [R:5-10]
TSV:	2026-01-01	cymru premier league	Colwyn Bay (5)	Flint Town United (10)	HT+0.5	5.0	FORT PLUS [R:5-10]
