# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-03-26	international friendlies	Iceland U19	USA U18	10	10337	22342	1537174
2026-03-26	international friendlies	Vietnam	Bangladesh	10	1542	1560	1536905
2026-03-26	international friendlies	Qatar	Serbia	10	1569	14	1514460
2026-03-26	international friendlies	Singapore	Faroe Islands	10	1546	1098	1526334
2026-03-26	international friendlies	Kyrgyz Republic U23	Serbia U21	10	10941	8222	1537173
2026-03-26	international friendlies	Moldova	Lithuania	10	1114	1097	1514459
2026-03-26	international friendlies	United Arab Emirates	Armenia	10	1563	1094	1526335
2026-03-26	international friendlies	Cyprus	Belarus	10	1106	1100	1507579
2026-03-26	international friendlies	Georgia	Israel	10	1104	1116	1502469
2026-03-26	international friendlies	Hungary U21	Israel U21	10	16500	8200	1536906
2026-03-26	international friendlies	Brazil	France	10	6	2	1501815
2026-03-26	primera a colombia	America de Cali	Llaneros	239	1138	1464	1506056
